0,82;4,28E-12;1,61E-14;2,21E-14;4,32E-12;4,30E-12;2,53E-14;2,29E-14;4,35E-12;4,52E-12;1,18E-13;3,14E-14;4,67E-12;5,51E-12;5,28E-13;6,88E-14;6,11E-12
0,83;4,28E-12;1,62E-14;2,15E-14;4,32E-12;4,30E-12;2,59E-14;2,19E-14;4,35E-12;4,53E-12;1,23E-13;2,54E-14;4,68E-12;5,56E-12;5,53E-13;4,11E-14;6,16E-12
0,84;4,30E-12;1,73E-14;2,04E-14;4,33E-12;4,32E-12;2,71E-14;2,06E-14;4,37E-12;4,54E-12;1,25E-13;2,25E-14;4,69E-12;5,54E-12;5,61E-13;3,08E-14;6,14E-12
0,85;4,32E-12;1,76E-14;2,04E-14;4,35E-12;4,34E-12;2,77E-14;2,06E-14;4,39E-12;4,56E-12;1,29E-13;2,24E-14;4,71E-12;5,53E-12;5,79E-13;3,07E-14;6,14E-12
0,86;4,31E-12;1,87E-14;2,12E-14;4,35E-12;4,33E-12;3,07E-14;2,23E-14;4,39E-12;4,55E-12;1,50E-13;3,26E-14;4,73E-12;5,52E-12;6,81E-13;7,84E-14;6,28E-12
0,87;4,30E-12;1,80E-14;2,41E-14;4,35E-12;4,33E-12;2,60E-14;3,72E-14;4,39E-12;4,56E-12;1,06E-13;1,69E-13;4,83E-12;5,58E-12;4,63E-13;7,54E-13;6,80E-12
0,88;4,36E-12;1,68E-14;2,30E-14;4,40E-12;4,38E-12;2,20E-14;3,15E-14;4,43E-12;4,60E-12;7,40E-14;1,16E-13;4,79E-12;5,60E-12;3,05E-13;4,94E-13;6,40E-12
0,89;4,35E-12;1,64E-14;2,23E-14;4,39E-12;4,37E-12;1,88E-14;2,31E-14;4,41E-12;4,59E-12;4,25E-14;3,06E-14;4,66E-12;5,55E-12;1,48E-13;6,41E-14;5,76E-12
0,90;4,43E-12;1,66E-14;2,14E-14;4,47E-12;4,45E-12;2,15E-14;2,18E-14;4,50E-12;4,66E-12;7,08E-14;2,53E-14;4,76E-12;5,61E-12;2,90E-13;4,08E-14;5,94E-12
0,91;4,38E-12;1,74E-14;2,08E-14;4,42E-12;4,40E-12;2,29E-14;2,12E-14;4,45E-12;4,60E-12;7,79E-14;2,46E-14;4,71E-12;5,50E-12;3,23E-13;4,00E-14;5,86E-12
0,92;4,34E-12;1,79E-14;2,14E-14;4,38E-12;4,36E-12;2,24E-14;2,27E-14;4,41E-12;4,57E-12;6,79E-14;3,58E-14;4,67E-12;5,47E-12;2,70E-13;9,42E-14;5,83E-12
0,93;4,35E-12;1,87E-14;2,31E-14;4,40E-12;4,37E-12;2,35E-14;3,52E-14;4,43E-12;4,56E-12;7,09E-14;1,57E-13;4,79E-12;5,40E-12;2,82E-13;6,96E-13;6,38E-12
0,94;4,40E-12;1,76E-14;2,12E-14;4,44E-12;4,42E-12;2,11E-14;2,66E-14;4,47E-12;4,62E-12;5,58E-14;8,06E-14;4,76E-12;5,51E-12;2,10E-13;3,20E-13;6,04E-12
0,95;4,43E-12;1,74E-14;2,07E-14;4,47E-12;4,45E-12;2,33E-14;3,07E-14;4,50E-12;4,65E-12;8,23E-14;1,30E-13;4,86E-12;5,52E-12;3,45E-13;5,70E-13;6,44E-12
0,96;4,48E-12;1,78E-14;2,05E-14;4,51E-12;4,50E-12;2,13E-14;2,08E-14;4,54E-12;4,68E-12;5,69E-14;2,38E-14;4,76E-12;5,52E-12;2,15E-13;3,75E-14;5,77E-12
0,97;4,46E-12;1,79E-14;2,12E-14;4,50E-12;4,48E-12;2,79E-14;2,15E-14;4,53E-12;4,67E-12;1,28E-13;2,50E-14;4,82E-12;5,50E-12;5,73E-13;4,05E-14;6,11E-12
0,98;4,46E-12;1,74E-14;2,18E-14;4,49E-12;4,47E-12;2,29E-14;2,21E-14;4,52E-12;4,66E-12;7,80E-14;2,54E-14;4,77E-12;5,50E-12;3,23E-13;4,03E-14;5,86E-12
0,99;4,45E-12;1,73E-14;2,26E-14;4,49E-12;4,47E-12;2,43E-14;2,28E-14;4,52E-12;4,66E-12;9,42E-14;2,49E-14;4,78E-12;5,51E-12;4,05E-13;3,40E-14;5,95E-12
1,00;4,44E-12;1,83E-14;2,25E-14;4,48E-12;4,46E-12;2,06E-14;3,31E-14;4,51E-12;4,65E-12;4,39E-14;1,39E-13;4,83E-12;5,50E-12;1,47E-13;6,10E-13;6,26E-12
1,01;4,40E-12;1,84E-14;2,40E-14;4,45E-12;4,42E-12;2,30E-14;4,51E-14;4,49E-12;4,61E-12;6,94E-14;2,57E-13;4,93E-12;5,43E-12;2,75E-13;1,20E-12;6,91E-12
1,02;4,41E-12;1,75E-14;2,18E-14;4,45E-12;4,43E-12;2,53E-14;2,21E-14;4,48E-12;4,63E-12;1,03E-13;2,56E-14;4,76E-12;5,50E-12;4,47E-13;4,12E-14;5,99E-12
1,03;4,41E-12;1,65E-14;2,15E-14;4,45E-12;4,43E-12;2,26E-14;2,32E-14;4,48E-12;4,62E-12;8,35E-14;3,99E-14;4,74E-12;5,47E-12;3,54E-13;1,15E-13;5,94E-12
1,04;4,37E-12;1,69E-14;2,25E-14;4,41E-12;4,39E-12;2,39E-14;4,18E-14;4,46E-12;4,60E-12;9,38E-14;2,35E-13;4,93E-12;5,52E-12;4,04E-13;1,09E-12;7,01E-12
1,05;4,39E-12;1,64E-14;2,14E-14;4,43E-12;4,41E-12;1,86E-14;3,24E-14;4,46E-12;4,60E-12;3,99E-14;1,42E-13;4,79E-12;5,48E-12;1,35E-13;6,30E-13;6,24E-12
1,06;4,42E-12;1,75E-14;2,14E-14;4,46E-12;4,44E-12;2,08E-14;2,81E-14;4,48E-12;4,63E-12;5,34E-14;9,45E-14;4,78E-12;5,50E-12;1,98E-13;3,90E-13;6,09E-12
1,07;4,37E-12;1,84E-14;2,11E-14;4,41E-12;4,39E-12;2,79E-14;2,14E-14;4,44E-12;4,57E-12;1,23E-13;2,47E-14;4,72E-12;5,40E-12;5,48E-13;3,90E-14;5,99E-12
1,08;4,37E-12;1,86E-14;2,21E-14;4,41E-12;4,39E-12;2,68E-14;2,79E-14;4,45E-12;4,58E-12;1,09E-13;8,63E-14;4,77E-12;5,41E-12;4,73E-13;3,46E-13;6,23E-12
1,09;4,36E-12;1,83E-14;2,22E-14;4,40E-12;4,38E-12;2,15E-14;2,48E-14;4,42E-12;4,55E-12;5,35E-14;5,04E-14;4,65E-12;5,32E-12;1,96E-13;1,64E-13;5,68E-12
1,10;4,44E-12;1,87E-14;2,15E-14;4,48E-12;4,46E-12;2,48E-14;2,18E-14;4,51E-12;4,65E-12;8,62E-14;2,48E-14;4,76E-12;5,47E-12;3,59E-13;3,79E-14;5,87E-12
1,11;4,40E-12;1,88E-14;2,13E-14;4,44E-12;4,42E-12;2,39E-14;2,63E-14;4,47E-12;4,61E-12;7,43E-14;7,65E-14;4,76E-12;5,45E-12;2,99E-13;2,99E-13;6,05E-12
1,12;4,39E-12;1,83E-14;2,33E-14;4,43E-12;4,41E-12;2,20E-14;4,18E-14;4,48E-12;4,60E-12;5,80E-14;2,27E-13;4,88E-12;5,43E-12;2,18E-13;1,05E-12;6,70E-12
1,13;4,39E-12;1,75E-14;2,17E-14;4,43E-12;4,41E-12;2,12E-14;3,03E-14;4,46E-12;4,59E-12;5,89E-14;1,16E-13;4,76E-12;5,37E-12;2,26E-13;4,98E-13;6,09E-12
1,14;4,39E-12;1,79E-14;2,15E-14;4,43E-12;4,41E-12;2,04E-14;2,35E-14;4,45E-12;4,59E-12;4,56E-14;4,37E-14;4,68E-12;5,39E-12;1,57E-13;1,34E-13;5,68E-12
1,15;4,35E-12;1,77E-14;2,23E-14;4,39E-12;4,36E-12;1,95E-14;2,32E-14;4,41E-12;4,55E-12;3,76E-14;3,17E-14;4,62E-12;5,36E-12;1,18E-13;6,96E-14;5,55E-12
1,16;4,32E-12;1,77E-14;2,23E-14;4,36E-12;4,34E-12;2,26E-14;2,54E-14;4,38E-12;4,51E-12;7,17E-14;5,59E-14;4,64E-12;5,29E-12;2,90E-13;1,91E-13;5,77E-12
1,17;4,40E-12;1,83E-14;2,35E-14;4,44E-12;4,42E-12;2,55E-14;3,34E-14;4,48E-12;4,60E-12;9,76E-14;1,33E-13;4,84E-12;5,43E-12;4,18E-13;5,74E-13;6,43E-12
1,18;4,41E-12;1,80E-14;2,31E-14;4,45E-12;4,43E-12;2,59E-14;3,70E-14;4,49E-12;4,62E-12;1,05E-13;1,75E-13;4,90E-12;5,45E-12;4,55E-13;7,90E-13;6,69E-12
1,19;4,43E-12;1,77E-14;2,23E-14;4,47E-12;4,45E-12;2,53E-14;3,51E-14;4,51E-12;4,62E-12;1,02E-13;1,63E-13;4,89E-12;5,40E-12;4,43E-13;7,30E-13;6,57E-12
1,20;4,36E-12;1,79E-14;2,25E-14;4,40E-12;4,38E-12;2,39E-14;3,40E-14;4,44E-12;4,56E-12;8,40E-14;1,50E-13;4,80E-12;5,39E-12;3,51E-13;6,63E-13;6,40E-12
1,21;4,35E-12;1,74E-14;2,05E-14;4,39E-12;4,37E-12;2,54E-14;2,36E-14;4,42E-12;4,55E-12;1,05E-13;5,36E-14;4,71E-12;5,34E-12;4,61E-13;1,87E-13;5,99E-12
1,22;4,35E-12;1,74E-14;2,04E-14;4,38E-12;4,36E-12;2,00E-14;2,05E-14;4,40E-12;4,54E-12;4,66E-14;2,16E-14;4,60E-12;5,30E-12;1,65E-13;2,65E-14;5,49E-12
1,23;4,33E-12;1,81E-14;2,06E-14;4,36E-12;4,34E-12;2,28E-14;2,40E-14;4,39E-12;4,52E-12;6,95E-14;5,81E-14;4,65E-12;5,31E-12;2,77E-13;2,10E-13;5,79E-12
1,24;4,33E-12;1,76E-14;2,23E-14;4,37E-12;4,35E-12;1,99E-14;3,96E-14;4,41E-12;4,53E-12;4,27E-14;2,12E-13;4,79E-12;5,35E-12;1,44E-13;9,77E-13;6,47E-12
1,25;4,32E-12;1,86E-14;2,48E-14;4,36E-12;4,34E-12;2,74E-14;5,79E-14;4,42E-12;4,53E-12;1,16E-13;3,89E-13;5,04E-12;5,40E-12;5,09E-13;1,86E-12;7,77E-12
1,26;4,28E-12;1,72E-14;2,07E-14;4,32E-12;4,30E-12;2,07E-14;2,96E-14;4,35E-12;4,50E-12;5,57E-14;1,18E-13;4,68E-12;5,38E-12;2,12E-13;5,14E-13;6,11E-12
1,27;4,31E-12;1,72E-14;2,01E-14;4,35E-12;4,33E-12;2,22E-14;2,03E-14;4,37E-12;4,53E-12;7,18E-14;2,23E-14;4,62E-12;5,42E-12;2,92E-13;3,11E-14;5,74E-12
1,28;4,33E-12;1,68E-14;2,12E-14;4,37E-12;4,35E-12;2,32E-14;2,58E-14;4,40E-12;4,55E-12;8,69E-14;7,22E-14;4,71E-12;5,46E-12;3,70E-13;2,78E-13;6,11E-12
1,29;4,34E-12;1,77E-14;2,22E-14;4,38E-12;4,36E-12;2,49E-14;3,13E-14;4,42E-12;4,56E-12;9,65E-14;1,22E-13;4,78E-12;5,44E-12;4,15E-13;5,26E-13;6,38E-12
1,30;4,36E-12;1,71E-14;2,28E-14;4,40E-12;4,37E-12;2,32E-14;2,31E-14;4,42E-12;4,57E-12;8,45E-14;2,68E-14;4,68E-12;5,42E-12;3,57E-13;4,33E-14;5,82E-12
1,31;4,35E-12;1,78E-14;2,34E-14;4,39E-12;4,37E-12;3,06E-14;2,92E-14;4,43E-12;4,56E-12;1,58E-13;8,80E-14;4,81E-12;5,41E-12;7,25E-13;3,49E-13;6,49E-12
1,32;4,42E-12;1,67E-14;2,19E-14;4,46E-12;4,44E-12;2,21E-14;2,91E-14;4,49E-12;4,64E-12;7,69E-14;1,01E-13;4,82E-12;5,53E-12;3,20E-13;4,21E-13;6,27E-12
1,33;4,43E-12;1,66E-14;2,15E-14;4,47E-12;4,45E-12;1,78E-14;2,33E-14;4,49E-12;4,64E-12;2,92E-14;4,16E-14;4,71E-12;5,51E-12;7,99E-14;1,23E-13;5,72E-12
1,34;4,44E-12;1,82E-14;2,14E-14;4,48E-12;4,46E-12;2,47E-14;2,60E-14;4,51E-12;4,66E-12;8,95E-14;7,21E-14;4,82E-12;5,54E-12;3,77E-13;2,77E-13;6,20E-12
1,35;4,41E-12;1,88E-14;2,14E-14;4,45E-12;4,43E-12;2,83E-14;2,49E-14;4,48E-12;4,62E-12;1,23E-13;6,07E-14;4,81E-12;5,48E-12;5,41E-13;2,20E-13;6,24E-12
1,36;4,38E-12;1,74E-14;2,00E-14;4,42E-12;4,40E-12;2,27E-14;2,07E-14;4,44E-12;4,58E-12;7,52E-14;2,78E-14;4,68E-12;5,37E-12;3,09E-13;5,93E-14;5,74E-12
1,37;4,39E-12;1,73E-14;2,24E-14;4,43E-12;4,42E-12;2,14E-14;3,58E-14;4,47E-12;4,62E-12;6,26E-14;1,70E-13;4,86E-12;5,55E-12;2,46E-13;7,65E-13;6,57E-12
1,38;4,43E-12;1,71E-14;2,10E-14;4,46E-12;4,45E-12;2,28E-14;2,39E-14;4,49E-12;4,67E-12;7,93E-14;5,27E-14;4,80E-12;5,64E-12;3,31E-13;1,81E-13;6,15E-12
1,39;4,45E-12;1,74E-14;2,22E-14;4,49E-12;4,47E-12;2,16E-14;2,24E-14;4,51E-12;4,68E-12;6,37E-14;2,44E-14;4,77E-12;5,62E-12;2,51E-13;3,33E-14;5,91E-12
1,40;4,48E-12;1,75E-14;2,39E-14;4,52E-12;4,50E-12;2,35E-14;4,49E-14;4,57E-12;4,71E-12;8,40E-14;2,54E-13;5,05E-12;5,62E-12;3,53E-13;1,19E-12;7,16E-12
1,41;4,50E-12;1,70E-14;2,56E-14;4,54E-12;4,52E-12;2,13E-14;5,69E-14;4,60E-12;4,74E-12;6,42E-14;3,70E-13;5,17E-12;5,68E-12;2,55E-13;1,76E-12;7,70E-12
1,42;4,47E-12;1,70E-14;2,34E-14;4,51E-12;4,49E-12;1,76E-14;3,43E-14;4,54E-12;4,70E-12;2,39E-14;1,43E-13;4,87E-12;5,64E-12;5,19E-14;6,25E-13;6,31E-12
1,43;4,42E-12;1,85E-14;2,25E-14;4,46E-12;4,44E-12;3,00E-14;2,67E-14;4,50E-12;4,65E-12;1,45E-13;6,87E-14;4,87E-12;5,58E-12;6,58E-13;2,55E-13;6,50E-12
1,44;4,48E-12;1,75E-14;2,27E-14;4,52E-12;4,50E-12;2,37E-14;3,60E-14;4,56E-12;4,72E-12;8,56E-14;1,69E-13;4,97E-12;5,69E-12;3,61E-13;7,60E-13;6,81E-12
1,45;4,43E-12;1,66E-14;2,17E-14;4,47E-12;4,45E-12;1,85E-14;2,32E-14;4,49E-12;4,67E-12;3,71E-14;3,83E-14;4,75E-12;5,64E-12;1,20E-13;1,05E-13;5,87E-12
1,46;4,33E-12;1,63E-14;2,30E-14;4,37E-12;4,35E-12;1,97E-14;2,37E-14;4,39E-12;4,50E-12;5,37E-14;3,05E-14;4,59E-12;5,20E-12;2,05E-13;6,07E-14;5,46E-12
1,47;4,37E-12;1,60E-14;2,24E-14;4,41E-12;4,38E-12;1,78E-14;2,28E-14;4,42E-12;4,45E-12;3,58E-14;2,63E-14;4,52E-12;4,81E-12;1,16E-13;4,18E-14;4,97E-12
1,48;4,43E-12;1,71E-14;2,21E-14;4,47E-12;4,44E-12;1,91E-14;2,74E-14;4,48E-12;4,50E-12;3,84E-14;8,05E-14;4,62E-12;4,78E-12;1,25E-13;3,16E-13;5,22E-12
1,49;4,36E-12;1,67E-14;2,19E-14;4,40E-12;4,37E-12;1,87E-14;2,29E-14;4,41E-12;4,43E-12;3,83E-14;3,33E-14;4,50E-12;4,69E-12;1,25E-13;7,96E-14;4,90E-12
1,50;4,34E-12;1,67E-14;2,12E-14;4,38E-12;4,35E-12;2,00E-14;2,16E-14;4,39E-12;4,41E-12;5,38E-14;2,62E-14;4,49E-12;4,69E-12;2,04E-13;4,65E-14;4,94E-12
1,51;4,36E-12;1,71E-14;2,27E-14;4,40E-12;4,36E-12;2,09E-14;3,66E-14;4,42E-12;4,42E-12;5,84E-14;1,75E-13;4,66E-12;4,69E-12;2,25E-13;7,91E-13;5,71E-12
1,52;4,40E-12;1,72E-14;2,06E-14;4,44E-12;4,41E-12;2,59E-14;2,09E-14;4,46E-12;4,47E-12;1,12E-13;2,41E-14;4,61E-12;4,75E-12;4,97E-13;3,83E-14;5,29E-12
1,53;4,35E-12;1,70E-14;2,21E-14;4,39E-12;4,36E-12;2,04E-14;2,92E-14;4,41E-12;4,41E-12;5,46E-14;9,93E-14;4,56E-12;4,66E-12;2,06E-13;4,11E-13;5,27E-12
1,54;4,32E-12;1,72E-14;2,10E-14;4,36E-12;4,33E-12;1,80E-14;2,20E-14;4,37E-12;4,39E-12;2,64E-14;3,24E-14;4,45E-12;4,66E-12;6,39E-14;7,82E-14;4,80E-12
1,55;4,33E-12;1,80E-14;2,05E-14;4,37E-12;4,34E-12;1,90E-14;2,25E-14;4,38E-12;4,40E-12;2,91E-14;4,23E-14;4,47E-12;4,68E-12;7,41E-14;1,30E-13;4,89E-12
1,56;4,38E-12;1,83E-14;2,04E-14;4,42E-12;4,38E-12;1,88E-14;2,06E-14;4,42E-12;4,45E-12;2,44E-14;2,35E-14;4,50E-12;4,74E-12;4,90E-14;3,64E-14;4,83E-12
1,57;4,35E-12;1,74E-14;2,20E-14;4,39E-12;4,36E-12;2,02E-14;2,22E-14;4,40E-12;4,42E-12;4,88E-14;2,49E-14;4,50E-12;4,71E-12;1,76E-13;3,67E-14;4,92E-12
1,58;4,33E-12;1,77E-14;2,18E-14;4,37E-12;4,34E-12;2,32E-14;2,58E-14;4,39E-12;4,44E-12;7,78E-14;6,61E-14;4,58E-12;4,91E-12;3,21E-13;2,45E-13;5,47E-12
1,59;4,32E-12;1,79E-14;2,38E-14;4,36E-12;4,34E-12;2,64E-14;4,81E-14;4,41E-12;4,54E-12;1,12E-13;2,92E-13;4,94E-12;5,44E-12;4,92E-13;1,37E-12;7,30E-12
1,60;4,47E-12;1,76E-14;2,16E-14;4,51E-12;4,49E-12;2,11E-14;2,32E-14;4,54E-12;4,72E-12;5,58E-14;3,92E-14;4,81E-12;5,73E-12;2,10E-13;1,10E-13;6,05E-12
1,61;4,52E-12;1,94E-14;2,08E-14;4,56E-12;4,54E-12;2,78E-14;2,14E-14;4,59E-12;4,76E-12;1,12E-13;2,74E-14;4,90E-12;5,75E-12;4,84E-13;5,45E-14;6,29E-12
1,62;4,47E-12;1,76E-14;2,11E-14;4,51E-12;4,49E-12;2,17E-14;2,16E-14;4,54E-12;4,73E-12;6,28E-14;2,68E-14;4,82E-12;5,81E-12;2,45E-13;4,96E-14;6,10E-12
1,63;4,50E-12;1,69E-14;2,15E-14;4,54E-12;4,52E-12;2,35E-14;3,27E-14;4,58E-12;4,77E-12;8,93E-14;1,45E-13;5,00E-12;5,85E-12;3,82E-13;6,44E-13;6,87E-12
1,64;4,45E-12;1,81E-14;2,15E-14;4,49E-12;4,48E-12;2,67E-14;3,02E-14;4,53E-12;4,72E-12;1,13E-13;1,17E-13;4,95E-12;5,82E-12;4,96E-13;5,05E-13;6,82E-12
1,65;4,46E-12;1,89E-14;2,27E-14;4,50E-12;4,48E-12;2,36E-14;3,39E-14;4,54E-12;4,74E-12;7,05E-14;1,46E-13;4,95E-12;5,87E-12;2,79E-13;6,45E-13;6,80E-12
1,66;4,46E-12;1,88E-14;2,27E-14;4,50E-12;4,48E-12;2,44E-14;3,04E-14;4,53E-12;4,72E-12;7,97E-14;1,07E-13;4,91E-12;5,79E-12;3,26E-13;4,48E-13;6,56E-12
1,67;4,52E-12;1,82E-14;2,30E-14;4,56E-12;4,54E-12;2,47E-14;2,48E-14;4,59E-12;4,80E-12;9,00E-14;4,29E-14;4,93E-12;5,92E-12;3,80E-13;1,24E-13;6,42E-12
1,68;4,47E-12;1,85E-14;2,19E-14;4,52E-12;4,50E-12;2,53E-14;2,31E-14;4,55E-12;4,76E-12;9,34E-14;3,51E-14;4,88E-12;5,89E-12;3,96E-13;8,85E-14;6,37E-12
1,69;4,48E-12;1,76E-14;2,16E-14;4,52E-12;4,51E-12;2,01E-14;2,19E-14;4,55E-12;4,74E-12;4,52E-14;2,49E-14;4,81E-12;5,79E-12;1,57E-13;3,82E-14;5,98E-12
1,70;4,48E-12;1,98E-14;2,21E-14;4,53E-12;4,51E-12;2,53E-14;2,29E-14;4,55E-12;4,73E-12;7,96E-14;3,11E-14;4,84E-12;5,73E-12;3,21E-13;6,78E-14;6,12E-12
1,71;4,47E-12;1,86E-14;2,44E-14;4,51E-12;4,49E-12;2,56E-14;4,97E-14;4,57E-12;4,73E-12;9,65E-14;3,02E-13;5,13E-12;5,78E-12;4,11E-13;1,42E-12;7,62E-12
1,72;4,42E-12;1,72E-14;2,20E-14;4,46E-12;4,45E-12;3,10E-14;3,73E-14;4,51E-12;4,69E-12;1,69E-13;1,91E-13;5,04E-12;5,75E-12;7,82E-13;8,73E-13;7,41E-12
1,73;4,44E-12;1,79E-14;2,14E-14;4,47E-12;4,46E-12;3,21E-14;3,00E-14;4,52E-12;4,69E-12;1,74E-13;1,16E-13;4,98E-12;5,73E-12;8,06E-13;4,99E-13;7,03E-12
1,74;4,45E-12;1,72E-14;1,91E-14;4,48E-12;4,47E-12;2,50E-14;2,24E-14;4,52E-12;4,72E-12;1,02E-13;5,58E-14;4,87E-12;5,81E-12;4,46E-13;2,04E-13;6,46E-12
1,75;4,43E-12;1,74E-14;2,02E-14;4,47E-12;4,45E-12;2,17E-14;2,23E-14;4,50E-12;4,69E-12;6,48E-14;4,28E-14;4,80E-12;5,75E-12;2,56E-13;1,34E-13;6,14E-12
1,76;4,53E-12;1,70E-14;1,96E-14;4,56E-12;4,55E-12;2,11E-14;2,13E-14;4,59E-12;4,81E-12;6,21E-14;3,84E-14;4,91E-12;5,94E-12;2,44E-13;1,14E-13;6,30E-12
1,77;4,41E-12;1,70E-14;2,10E-14;4,45E-12;4,44E-12;2,47E-14;2,36E-14;4,49E-12;4,70E-12;1,02E-13;4,96E-14;4,85E-12;5,87E-12;4,44E-13;1,65E-13;6,48E-12
1,78;4,36E-12;1,83E-14;2,08E-14;4,40E-12;4,39E-12;2,90E-14;2,40E-14;4,44E-12;4,68E-12;1,36E-13;5,55E-14;4,87E-12;5,97E-12;6,10E-13;1,95E-13;6,77E-12
1,79;4,41E-12;1,95E-14;2,31E-14;4,45E-12;4,44E-12;3,39E-14;3,25E-14;4,50E-12;4,73E-12;1,77E-13;1,27E-13;5,03E-12;6,02E-12;8,14E-13;5,45E-13;7,38E-12
1,80;4,44E-12;1,86E-14;2,30E-14;4,48E-12;4,47E-12;3,05E-14;3,05E-14;4,53E-12;4,75E-12;1,49E-13;1,06E-13;5,01E-12;6,00E-12;6,78E-13;4,39E-13;7,11E-12
