zero of S position (m) defined 1334,4m before the entrance of the first dipole;Stabilised Pressure profils Dose = 1A*h (7BA section);;;;;;;;;;;;;;;
Current ?;1mA;;;;10mA;;;;100mA;;;;500mA;;;
0,10;5,06E-12;1,34E-14;2,16E-14;5,10E-12;8,57E-12;1,36E-14;2,18E-14;8,61E-12;4,37E-11;1,62E-14;2,41E-14;4,37E-11;2,00E-10;2,77E-14;3,40E-14;2,00E-10
0,11;5,00E-12;1,33E-14;2,32E-14;5,03E-12;8,10E-12;1,40E-14;2,32E-14;8,14E-12;3,92E-11;2,13E-14;2,32E-14;3,92E-11;1,77E-10;5,38E-14;2,32E-14;1,77E-10
0,12;4,97E-12;1,49E-14;1,93E-14;5,00E-12;7,69E-12;1,49E-14;1,93E-14;7,73E-12;3,49E-11;1,49E-14;1,93E-14;3,50E-11;1,56E-10;1,49E-14;1,93E-14;1,56E-10
0,13;5,14E-12;1,70E-14;2,23E-14;5,18E-12;7,53E-12;1,71E-14;2,23E-14;7,56E-12;3,13E-11;1,84E-14;2,28E-14;3,14E-11;1,37E-10;2,41E-14;2,48E-14;1,37E-10
0,14;5,02E-12;1,51E-14;2,39E-14;5,06E-12;7,58E-12;1,51E-14;2,39E-14;7,62E-12;3,32E-11;1,51E-14;2,39E-14;3,33E-11;1,47E-10;1,51E-14;2,39E-14;1,47E-10
0,15;5,13E-12;1,47E-14;1,97E-14;5,16E-12;7,39E-12;1,47E-14;1,97E-14;7,43E-12;3,01E-11;1,47E-14;1,97E-14;3,01E-11;1,31E-10;1,47E-14;1,97E-14;1,31E-10
0,16;4,68E-12;1,62E-14;1,93E-14;4,72E-12;6,48E-12;1,62E-14;1,93E-14;6,52E-12;2,45E-11;1,62E-14;1,93E-14;2,45E-11;1,04E-10;1,62E-14;1,93E-14;1,04E-10
0,17;4,66E-12;1,67E-14;2,12E-14;4,70E-12;6,42E-12;1,67E-14;2,12E-14;6,46E-12;2,40E-11;1,67E-14;2,12E-14;2,40E-11;1,02E-10;1,67E-14;2,12E-14;1,02E-10
0,18;4,77E-12;1,87E-14;1,90E-14;4,80E-12;6,49E-12;1,87E-14;1,90E-14;6,53E-12;2,37E-11;1,87E-14;1,90E-14;2,38E-11;1,00E-10;1,87E-14;1,90E-14;1,00E-10
0,19;4,55E-12;1,60E-14;2,34E-14;4,59E-12;6,23E-12;1,60E-14;2,34E-14;6,27E-12;2,31E-11;1,60E-14;2,34E-14;2,31E-11;9,80E-11;1,60E-14;2,34E-14;9,80E-11
0,20;4,34E-12;2,17E-14;1,71E-14;4,38E-12;5,77E-12;2,17E-14;1,71E-14;5,81E-12;2,01E-11;2,17E-14;1,71E-14;2,01E-11;8,36E-11;2,17E-14;1,71E-14;8,37E-11
0,21;4,53E-12;1,55E-14;1,88E-14;4,57E-12;5,74E-12;1,55E-14;1,88E-14;5,77E-12;1,78E-11;1,55E-14;1,88E-14;1,78E-11;7,13E-11;1,55E-14;1,88E-14;7,13E-11
0,22;4,32E-12;1,50E-14;2,12E-14;4,35E-12;5,36E-12;1,50E-14;2,12E-14;5,40E-12;1,58E-11;1,50E-14;2,12E-14;1,58E-11;6,22E-11;1,50E-14;2,12E-14;6,22E-11
0,23;4,51E-12;1,72E-14;1,75E-14;4,55E-12;5,57E-12;1,72E-14;1,75E-14;5,61E-12;1,62E-11;1,72E-14;1,75E-14;1,62E-11;6,32E-11;1,72E-14;1,75E-14;6,32E-11
0,24;4,51E-12;1,47E-14;2,37E-14;4,55E-12;5,38E-12;1,47E-14;2,37E-14;5,42E-12;1,41E-11;1,47E-14;2,37E-14;1,41E-11;5,28E-11;1,47E-14;2,37E-14;5,28E-11
0,25;4,62E-12;1,72E-14;2,04E-14;4,66E-12;5,28E-12;1,76E-14;2,04E-14;5,32E-12;1,19E-11;2,15E-14;2,04E-14;1,19E-11;4,12E-11;3,88E-14;2,04E-14;4,13E-11
0,26;4,59E-12;1,74E-14;1,81E-14;4,63E-12;5,24E-12;1,77E-14;1,82E-14;5,27E-12;1,17E-11;2,06E-14;1,90E-14;1,17E-11;4,03E-11;3,34E-14;2,27E-14;4,04E-11
0,27;4,68E-12;1,56E-14;2,08E-14;4,71E-12;5,28E-12;1,56E-14;2,08E-14;5,31E-12;1,13E-11;1,56E-14;2,08E-14;1,13E-11;3,79E-11;1,56E-14;2,08E-14;3,80E-11
0,28;4,72E-12;1,41E-14;2,05E-14;4,76E-12;5,09E-12;1,41E-14;2,05E-14;5,12E-12;8,71E-12;1,41E-14;2,05E-14;8,74E-12;2,48E-11;1,41E-14;2,05E-14;2,48E-11
0,29;4,49E-12;2,09E-14;2,59E-14;4,54E-12;4,82E-12;2,13E-14;2,59E-14;4,87E-12;8,14E-12;2,54E-14;2,59E-14;8,19E-12;2,29E-11;4,35E-14;2,59E-14;2,29E-11
0,30;4,62E-12;1,82E-14;2,45E-14;4,67E-12;4,81E-12;1,82E-14;2,45E-14;4,86E-12;6,70E-12;1,82E-14;2,45E-14;6,75E-12;1,51E-11;1,82E-14;2,45E-14;1,52E-11
0,31;4,37E-12;1,93E-14;2,03E-14;4,41E-12;4,66E-12;1,95E-14;2,03E-14;4,70E-12;7,54E-12;2,21E-14;2,03E-14;7,58E-12;2,03E-11;3,35E-14;2,03E-14;2,04E-11
0,32;4,47E-12;1,64E-14;2,02E-14;4,51E-12;4,72E-12;1,64E-14;2,02E-14;4,76E-12;7,23E-12;1,64E-14;2,02E-14;7,27E-12;1,84E-11;1,64E-14;2,02E-14;1,84E-11
0,33;4,61E-12;1,18E-14;2,04E-14;4,64E-12;4,91E-12;1,18E-14;2,04E-14;4,94E-12;7,92E-12;1,18E-14;2,04E-14;7,95E-12;2,13E-11;1,18E-14;2,04E-14;2,13E-11
0,34;4,50E-12;1,58E-14;2,30E-14;4,53E-12;4,76E-12;1,62E-14;2,30E-14;4,80E-12;7,38E-12;2,01E-14;2,30E-14;7,42E-12;1,90E-11;3,74E-14;2,30E-14;1,91E-11
0,35;4,27E-12;1,77E-14;2,18E-14;4,31E-12;4,52E-12;1,77E-14;2,18E-14;4,56E-12;6,95E-12;1,77E-14;2,18E-14;6,99E-12;1,77E-11;1,77E-14;2,18E-14;1,78E-11
0,36;4,47E-12;1,84E-14;2,46E-14;4,51E-12;4,71E-12;1,86E-14;2,46E-14;4,75E-12;7,15E-12;2,11E-14;2,46E-14;7,19E-12;1,80E-11;3,24E-14;2,46E-14;1,80E-11
0,37;4,71E-12;1,79E-14;2,12E-14;4,75E-12;4,97E-12;1,79E-14;2,12E-14;5,01E-12;7,54E-12;1,79E-14;2,12E-14;7,58E-12;1,90E-11;1,79E-14;2,12E-14;1,90E-11
0,38;4,62E-12;1,62E-14;1,91E-14;4,66E-12;4,78E-12;1,62E-14;1,91E-14;4,82E-12;6,39E-12;1,62E-14;1,91E-14;6,43E-12;1,36E-11;1,62E-14;1,91E-14;1,36E-11
0,39;4,33E-12;1,97E-14;1,83E-14;4,37E-12;4,44E-12;2,00E-14;1,83E-14;4,48E-12;5,62E-12;2,26E-14;1,83E-14;5,66E-12;1,08E-11;3,43E-14;1,83E-14;1,09E-11
0,40;4,46E-12;1,85E-14;2,03E-14;4,50E-12;4,59E-12;1,85E-14;2,04E-14;4,63E-12;5,81E-12;1,85E-14;2,12E-14;5,85E-12;1,13E-11;1,85E-14;2,46E-14;1,13E-11
0,41;4,54E-12;1,25E-14;1,69E-14;4,57E-12;4,65E-12;1,27E-14;1,69E-14;4,68E-12;5,81E-12;1,44E-14;1,69E-14;5,84E-12;1,09E-11;2,19E-14;1,69E-14;1,10E-11
0,42;4,37E-12;1,70E-14;1,63E-14;4,40E-12;4,39E-12;1,70E-14;1,64E-14;4,43E-12;4,62E-12;1,70E-14;1,72E-14;4,66E-12;5,65E-12;1,70E-14;2,11E-14;5,69E-12
0,43;4,54E-12;1,13E-14;1,78E-14;4,57E-12;4,56E-12;1,13E-14;1,78E-14;4,59E-12;4,74E-12;1,13E-14;1,78E-14;4,77E-12;5,56E-12;1,13E-14;1,78E-14;5,59E-12
0,44;4,66E-12;1,53E-14;2,36E-14;4,70E-12;4,71E-12;1,53E-14;2,36E-14;4,75E-12;5,24E-12;1,53E-14;2,36E-14;5,27E-12;7,55E-12;1,53E-14;2,36E-14;7,59E-12
0,45;4,45E-12;1,66E-14;1,91E-14;4,48E-12;4,50E-12;1,66E-14;1,91E-14;4,53E-12;4,99E-12;1,66E-14;1,91E-14;5,03E-12;7,20E-12;1,66E-14;1,91E-14;7,23E-12
0,46;4,69E-12;1,94E-14;1,81E-14;4,73E-12;4,74E-12;1,94E-14;1,81E-14;4,78E-12;5,21E-12;1,94E-14;1,81E-14;5,25E-12;7,32E-12;1,94E-14;1,81E-14;7,36E-12
0,47;4,58E-12;2,03E-14;1,86E-14;4,62E-12;4,68E-12;2,03E-14;1,86E-14;4,72E-12;5,75E-12;2,03E-14;1,86E-14;5,79E-12;1,05E-11;2,03E-14;1,86E-14;1,05E-11
0,48;4,44E-12;1,89E-14;2,00E-14;4,48E-12;4,47E-12;1,89E-14;2,00E-14;4,51E-12;4,76E-12;1,89E-14;2,00E-14;4,80E-12;6,06E-12;1,89E-14;2,00E-14;6,10E-12
0,49;4,43E-12;1,73E-14;2,05E-14;4,46E-12;4,46E-12;1,73E-14;2,05E-14;4,49E-12;4,75E-12;1,73E-14;2,05E-14;4,79E-12;6,07E-12;1,73E-14;2,05E-14;6,11E-12
0,50;4,48E-12;1,83E-14;2,06E-14;4,52E-12;4,50E-12;1,83E-14;2,06E-14;4,54E-12;4,78E-12;1,83E-14;2,11E-14;4,81E-12;5,98E-12;1,83E-14;2,35E-14;6,02E-12
0,51;4,39E-12;1,84E-14;2,00E-14;4,43E-12;4,40E-12;1,84E-14;2,00E-14;4,44E-12;4,49E-12;1,84E-14;2,05E-14;4,53E-12;4,89E-12;1,84E-14;2,27E-14;4,93E-12
0,52;4,27E-12;1,67E-14;2,52E-14;4,31E-12;4,27E-12;1,67E-14;2,53E-14;4,31E-12;4,27E-12;1,67E-14;2,58E-14;4,32E-12;4,27E-12;1,67E-14;2,82E-14;4,32E-12
0,53;4,20E-12;1,68E-14;2,08E-14;4,24E-12;4,20E-12;1,68E-14;2,09E-14;4,24E-12;4,21E-12;1,68E-14;2,21E-14;4,25E-12;4,25E-12;1,68E-14;2,72E-14;4,29E-12
0,54;4,21E-12;1,55E-14;2,22E-14;4,24E-12;4,21E-12;1,55E-14;2,22E-14;4,25E-12;4,26E-12;1,55E-14;2,22E-14;4,30E-12;4,48E-12;1,55E-14;2,22E-14;4,52E-12
0,55;4,19E-12;1,36E-14;1,93E-14;4,22E-12;4,20E-12;1,36E-14;1,93E-14;4,23E-12;4,34E-12;1,36E-14;1,93E-14;4,37E-12;4,95E-12;1,36E-14;1,93E-14;4,98E-12
0,56;4,26E-12;1,83E-14;2,16E-14;4,30E-12;4,27E-12;1,83E-14;2,16E-14;4,31E-12;4,36E-12;1,83E-14;2,16E-14;4,40E-12;4,78E-12;1,83E-14;2,16E-14;4,82E-12
0,57;4,32E-12;2,00E-14;1,99E-14;4,36E-12;4,33E-12;2,00E-14;1,99E-14;4,37E-12;4,42E-12;2,00E-14;2,02E-14;4,46E-12;4,84E-12;2,00E-14;2,15E-14;4,88E-12
0,58;4,39E-12;1,90E-14;2,05E-14;4,43E-12;4,39E-12;1,90E-14;2,05E-14;4,43E-12;4,39E-12;1,90E-14;2,05E-14;4,43E-12;4,39E-12;1,90E-14;2,05E-14;4,43E-12
0,59;4,19E-12;1,71E-14;2,12E-14;4,23E-12;4,21E-12;1,71E-14;2,12E-14;4,24E-12;4,39E-12;1,71E-14;2,12E-14;4,43E-12;5,21E-12;1,71E-14;2,12E-14;5,25E-12
0,60;4,37E-12;1,78E-14;2,10E-14;4,41E-12;4,37E-12;1,78E-14;2,10E-14;4,41E-12;4,37E-12;1,78E-14;2,10E-14;4,41E-12;4,37E-12;1,78E-14;2,10E-14;4,41E-12
0,61;4,53E-12;1,86E-14;2,21E-14;4,57E-12;4,53E-12;1,86E-14;2,21E-14;4,57E-12;4,53E-12;1,86E-14;2,21E-14;4,57E-12;4,53E-12;1,86E-14;2,21E-14;4,57E-12
0,62;4,61E-12;1,39E-14;1,83E-14;4,64E-12;4,63E-12;1,39E-14;1,84E-14;4,66E-12;4,76E-12;1,39E-14;1,88E-14;4,79E-12;5,37E-12;1,39E-14;2,06E-14;5,40E-12
0,63;4,59E-12;1,77E-14;2,04E-14;4,62E-12;4,59E-12;1,77E-14;2,04E-14;4,63E-12;4,62E-12;1,77E-14;2,08E-14;4,66E-12;4,77E-12;1,77E-14;2,24E-14;4,81E-12
0,64;4,59E-12;1,40E-14;1,88E-14;4,62E-12;4,59E-12;1,40E-14;1,90E-14;4,62E-12;4,65E-12;1,40E-14;2,00E-14;4,69E-12;4,93E-12;1,40E-14;2,47E-14;4,97E-12
0,65;4,71E-12;1,43E-14;2,40E-14;4,75E-12;4,72E-12;1,43E-14;2,40E-14;4,75E-12;4,75E-12;1,43E-14;2,40E-14;4,79E-12;4,93E-12;1,43E-14;2,40E-14;4,97E-12
0,66;4,35E-12;1,24E-14;1,88E-14;4,38E-12;4,35E-12;1,24E-14;1,88E-14;4,38E-12;4,35E-12;1,24E-14;1,88E-14;4,38E-12;4,35E-12;1,24E-14;1,88E-14;4,38E-12
0,67;4,56E-12;1,81E-14;2,70E-14;4,60E-12;4,56E-12;1,81E-14;2,70E-14;4,61E-12;4,60E-12;1,81E-14;2,70E-14;4,64E-12;4,77E-12;1,81E-14;2,70E-14;4,81E-12
0,68;4,60E-12;1,35E-14;2,03E-14;4,64E-12;4,62E-12;1,35E-14;2,03E-14;4,65E-12;4,76E-12;1,35E-14;2,03E-14;4,80E-12;5,40E-12;1,35E-14;2,03E-14;5,44E-12
0,69;4,72E-12;1,43E-14;1,76E-14;4,75E-12;4,73E-12;1,43E-14;1,76E-14;4,76E-12;4,86E-12;1,43E-14;1,76E-14;4,89E-12;5,42E-12;1,43E-14;1,76E-14;5,45E-12
0,70;4,58E-12;1,80E-14;1,80E-14;4,62E-12;4,58E-12;1,80E-14;1,80E-14;4,62E-12;4,58E-12;1,80E-14;1,80E-14;4,62E-12;4,58E-12;1,80E-14;1,80E-14;4,62E-12
0,71;4,59E-12;1,67E-14;1,94E-14;4,62E-12;4,59E-12;1,67E-14;1,94E-14;4,63E-12;4,64E-12;1,67E-14;1,94E-14;4,67E-12;4,83E-12;1,67E-14;1,94E-14;4,87E-12
0,72;4,48E-12;1,48E-14;1,86E-14;4,51E-12;4,48E-12;1,48E-14;1,86E-14;4,51E-12;4,48E-12;1,48E-14;1,86E-14;4,51E-12;4,48E-12;1,48E-14;1,86E-14;4,51E-12
0,73;4,43E-12;1,30E-14;1,70E-14;4,46E-12;4,43E-12;1,30E-14;1,71E-14;4,46E-12;4,43E-12;1,30E-14;1,74E-14;4,46E-12;4,43E-12;1,30E-14;1,90E-14;4,47E-12
0,74;4,34E-12;1,47E-14;1,71E-14;4,37E-12;4,34E-12;1,47E-14;1,71E-14;4,37E-12;4,36E-12;1,47E-14;1,71E-14;4,39E-12;4,44E-12;1,47E-14;1,71E-14;4,48E-12
0,75;4,43E-12;1,76E-14;2,06E-14;4,47E-12;4,45E-12;1,76E-14;2,06E-14;4,49E-12;4,69E-12;1,76E-14;2,06E-14;4,72E-12;5,71E-12;1,76E-14;2,06E-14;5,75E-12
0,76;4,23E-12;1,69E-14;2,66E-14;4,27E-12;4,29E-12;1,69E-14;2,66E-14;4,33E-12;4,89E-12;1,69E-14;2,66E-14;4,94E-12;7,60E-12;1,69E-14;2,66E-14;7,64E-12
0,77;4,21E-12;1,60E-14;2,17E-14;4,24E-12;4,24E-12;1,60E-14;2,17E-14;4,28E-12;4,56E-12;1,60E-14;2,17E-14;4,60E-12;6,01E-12;1,60E-14;2,17E-14;6,05E-12
0,78;4,62E-12;1,38E-14;2,35E-14;4,65E-12;4,62E-12;1,38E-14;2,35E-14;4,66E-12;4,65E-12;1,38E-14;2,35E-14;4,69E-12;4,78E-12;1,38E-14;2,35E-14;4,82E-12
0,79;4,29E-12;1,97E-14;2,21E-14;4,33E-12;4,31E-12;1,97E-14;2,21E-14;4,35E-12;4,53E-12;1,97E-14;2,21E-14;4,57E-12;5,49E-12;1,97E-14;2,21E-14;5,53E-12
0,80;4,35E-12;1,72E-14;2,35E-14;4,39E-12;4,35E-12;1,72E-14;2,35E-14;4,39E-12;4,35E-12;1,72E-14;2,35E-14;4,39E-12;4,35E-12;1,72E-14;2,35E-14;4,39E-12
0,81;4,33E-12;1,57E-14;2,69E-14;4,37E-12;4,33E-12;1,57E-14;2,69E-14;4,38E-12;4,38E-12;1,57E-14;2,69E-14;4,43E-12;4,60E-12;1,57E-14;2,69E-14;4,65E-12
0,82;4,03E-12;1,63E-14;1,84E-14;4,07E-12;4,05E-12;1,63E-14;1,84E-14;4,08E-12;4,16E-12;1,63E-14;1,84E-14;4,19E-12;4,66E-12;1,63E-14;1,84E-14;4,70E-12
0,83;4,09E-12;1,68E-14;1,61E-14;4,12E-12;4,10E-12;1,68E-14;1,61E-14;4,13E-12;4,22E-12;1,68E-14;1,61E-14;4,25E-12;4,73E-12;1,68E-14;1,61E-14;4,77E-12
0,84;4,24E-12;1,93E-14;2,25E-14;4,28E-12;4,25E-12;1,93E-14;2,25E-14;4,29E-12;4,30E-12;1,93E-14;2,25E-14;4,34E-12;4,55E-12;1,93E-14;2,25E-14;4,59E-12
0,85;4,33E-12;1,75E-14;1,76E-14;4,37E-12;4,34E-12;1,75E-14;1,76E-14;4,38E-12;4,45E-12;1,75E-14;1,76E-14;4,49E-12;4,95E-12;1,75E-14;1,76E-14;4,98E-12
0,86;4,20E-12;1,66E-14;1,96E-14;4,24E-12;4,25E-12;1,66E-14;1,96E-14;4,29E-12;4,71E-12;1,66E-14;1,96E-14;4,75E-12;6,76E-12;1,66E-14;1,96E-14;6,80E-12
0,87;4,18E-12;1,95E-14;2,07E-14;4,22E-12;4,22E-12;1,95E-14;2,07E-14;4,26E-12;4,61E-12;1,95E-14;2,07E-14;4,65E-12;6,34E-12;1,95E-14;2,07E-14;6,38E-12
0,88;4,28E-12;1,87E-14;2,69E-14;4,33E-12;4,34E-12;1,87E-14;2,69E-14;4,39E-12;4,97E-12;1,87E-14;2,69E-14;5,01E-12;7,74E-12;1,87E-14;2,69E-14;7,79E-12
0,89;4,25E-12;1,65E-14;2,04E-14;4,29E-12;4,33E-12;1,65E-14;2,04E-14;4,36E-12;5,05E-12;1,65E-14;2,04E-14;5,09E-12;8,26E-12;1,65E-14;2,04E-14;8,30E-12
0,90;4,32E-12;1,79E-14;2,26E-14;4,37E-12;4,40E-12;1,79E-14;2,26E-14;4,44E-12;5,20E-12;1,79E-14;2,26E-14;5,24E-12;8,73E-12;1,79E-14;2,26E-14;8,77E-12
0,91;4,57E-12;1,34E-14;1,68E-14;4,60E-12;4,61E-12;1,34E-14;1,68E-14;4,64E-12;4,98E-12;1,34E-14;1,68E-14;5,01E-12;6,65E-12;1,34E-14;1,68E-14;6,68E-12
0,92;4,33E-12;1,54E-14;1,95E-14;4,37E-12;4,39E-12;1,54E-14;1,95E-14;4,42E-12;4,94E-12;1,54E-14;1,95E-14;4,98E-12;7,41E-12;1,54E-14;1,95E-14;7,45E-12
0,93;4,35E-12;1,33E-14;2,09E-14;4,38E-12;4,38E-12;1,33E-14;2,09E-14;4,42E-12;4,71E-12;1,33E-14;2,09E-14;4,74E-12;6,15E-12;1,33E-14;2,09E-14;6,19E-12
0,94;4,37E-12;1,27E-14;2,06E-14;4,41E-12;4,41E-12;1,27E-14;2,06E-14;4,45E-12;4,81E-12;1,27E-14;2,06E-14;4,84E-12;6,56E-12;1,27E-14;2,06E-14;6,60E-12
0,95;4,31E-12;1,50E-14;2,35E-14;4,35E-12;4,34E-12;1,50E-14;2,35E-14;4,38E-12;4,59E-12;1,50E-14;2,35E-14;4,63E-12;5,73E-12;1,50E-14;2,35E-14;5,77E-12
0,96;4,26E-12;1,68E-14;2,14E-14;4,30E-12;4,28E-12;1,68E-14;2,14E-14;4,32E-12;4,45E-12;1,68E-14;2,14E-14;4,49E-12;5,22E-12;1,68E-14;2,14E-14;5,26E-12
0,97;4,03E-12;1,64E-14;2,47E-14;4,07E-12;4,04E-12;1,64E-14;2,47E-14;4,08E-12;4,14E-12;1,64E-14;2,47E-14;4,18E-12;4,58E-12;1,64E-14;2,47E-14;4,62E-12
0,98;4,19E-12;1,37E-14;2,64E-14;4,23E-12;4,21E-12;1,37E-14;2,64E-14;4,25E-12;4,39E-12;1,37E-14;2,64E-14;4,43E-12;5,20E-12;1,37E-14;2,64E-14;5,25E-12
0,99;4,00E-12;1,92E-14;1,72E-14;4,03E-12;4,04E-12;1,92E-14;1,72E-14;4,08E-12;4,51E-12;1,92E-14;1,72E-14;4,54E-12;6,57E-12;1,92E-14;1,72E-14;6,61E-12
1,00;4,01E-12;2,06E-14;2,03E-14;4,05E-12;4,04E-12;2,06E-14;2,03E-14;4,08E-12;4,35E-12;2,06E-14;2,03E-14;4,39E-12;5,71E-12;2,06E-14;2,03E-14;5,75E-12
1,01;3,99E-12;1,76E-14;2,62E-14;4,04E-12;4,10E-12;1,76E-14;2,62E-14;4,15E-12;5,18E-12;1,76E-14;2,62E-14;5,23E-12;9,99E-12;1,76E-14;2,62E-14;1,00E-11
1,02;4,31E-12;1,72E-14;2,52E-14;4,35E-12;4,36E-12;1,72E-14;2,52E-14;4,40E-12;4,82E-12;1,72E-14;2,52E-14;4,86E-12;6,87E-12;1,72E-14;2,52E-14;6,91E-12
1,03;4,31E-12;1,40E-14;2,64E-14;4,35E-12;4,46E-12;1,40E-14;2,64E-14;4,50E-12;5,97E-12;1,40E-14;2,64E-14;6,01E-12;1,27E-11;1,40E-14;2,64E-14;1,27E-11
1,04;4,27E-12;1,65E-14;2,30E-14;4,31E-12;4,33E-12;1,65E-14;2,30E-14;4,37E-12;4,91E-12;1,65E-14;2,30E-14;4,95E-12;7,49E-12;1,65E-14;2,30E-14;7,53E-12
1,05;4,32E-12;1,75E-14;1,80E-14;4,35E-12;4,41E-12;1,75E-14;1,80E-14;4,45E-12;5,41E-12;1,75E-14;1,80E-14;5,44E-12;9,82E-12;1,75E-14;1,80E-14;9,86E-12
1,06;3,90E-12;1,67E-14;2,15E-14;3,94E-12;4,02E-12;1,72E-14;2,15E-14;4,06E-12;5,14E-12;2,19E-14;2,15E-14;5,19E-12;1,02E-11;4,31E-14;2,15E-14;1,02E-11
1,07;4,24E-12;1,36E-14;2,06E-14;4,28E-12;4,34E-12;1,44E-14;2,06E-14;4,37E-12;5,27E-12;2,17E-14;2,06E-14;5,31E-12;9,42E-12;5,42E-14;2,06E-14;9,50E-12
1,08;4,15E-12;1,36E-14;2,12E-14;4,19E-12;4,23E-12;1,36E-14;2,12E-14;4,27E-12;5,03E-12;1,36E-14;2,12E-14;5,06E-12;8,57E-12;1,36E-14;2,12E-14;8,61E-12
1,09;4,30E-12;1,62E-14;2,03E-14;4,34E-12;4,35E-12;1,62E-14;2,03E-14;4,39E-12;4,87E-12;1,62E-14;2,03E-14;4,91E-12;7,17E-12;1,62E-14;2,03E-14;7,21E-12
1,10;4,44E-12;1,81E-14;2,09E-14;4,47E-12;4,49E-12;1,81E-14;2,09E-14;4,53E-12;5,05E-12;1,81E-14;2,15E-14;5,09E-12;7,56E-12;1,81E-14;2,38E-14;7,60E-12
1,11;4,25E-12;1,41E-14;2,43E-14;4,29E-12;4,33E-12;1,41E-14;2,43E-14;4,37E-12;5,09E-12;1,41E-14;2,43E-14;5,13E-12;8,46E-12;1,41E-14;2,43E-14;8,50E-12
1,12;4,35E-12;1,38E-14;2,46E-14;4,38E-12;4,52E-12;1,38E-14;2,46E-14;4,56E-12;6,29E-12;1,38E-14;2,46E-14;6,33E-12;1,42E-11;1,38E-14;2,46E-14;1,42E-11
1,13;4,33E-12;1,75E-14;1,98E-14;4,36E-12;4,48E-12;1,82E-14;1,98E-14;4,52E-12;6,07E-12;2,50E-14;1,98E-14;6,12E-12;1,31E-11;5,55E-14;1,98E-14;1,32E-11
1,14;4,51E-12;1,69E-14;1,76E-14;4,54E-12;4,73E-12;1,69E-14;1,76E-14;4,76E-12;6,95E-12;1,69E-14;1,76E-14;6,99E-12;1,68E-11;1,69E-14;1,76E-14;1,69E-11
1,15;4,73E-12;1,82E-14;1,93E-14;4,76E-12;4,96E-12;1,82E-14;1,93E-14;5,00E-12;7,33E-12;1,82E-14;1,93E-14;7,37E-12;1,79E-11;1,82E-14;1,93E-14;1,79E-11
1,16;4,58E-12;1,52E-14;1,63E-14;4,61E-12;4,96E-12;1,52E-14;1,63E-14;4,99E-12;8,71E-12;1,52E-14;1,63E-14;8,74E-12;2,54E-11;1,52E-14;1,63E-14;2,54E-11
1,17;4,74E-12;1,63E-14;1,41E-14;4,77E-12;5,10E-12;1,63E-14;1,41E-14;5,14E-12;8,72E-12;1,63E-14;1,45E-14;8,75E-12;2,48E-11;1,63E-14;1,63E-14;2,48E-11
