zero of S position (m) defined 1334,4m before the entrance of the first dipole;Stabilised Pressure profils Dose = 1A*h (7BA section);;;;;;;;;;;;;;;
Current ?;1mA;;;;10mA;;;;100mA;;;;500mA;;;
3,66;6,07E-11;1,05E-12;1,85E-13;6,19E-11;5,66E-10;1,02E-11;1,42E-12;5,78E-10;5,62E-09;1,01E-10;1,38E-11;5,74E-09;2,81E-08;5,06E-10;6,86E-11;2,87E-08
3,67;6,14E-11;1,01E-12;1,84E-13;6,26E-11;5,74E-10;9,74E-12;1,36E-12;5,85E-10;5,70E-09;9,70E-11;1,32E-11;5,81E-09;2,85E-08;4,85E-10;6,56E-11;2,90E-08
3,68;6,06E-11;9,69E-13;1,76E-13;6,18E-11;5,67E-10;9,35E-12;1,30E-12;5,78E-10;5,63E-09;9,32E-11;1,26E-11;5,74E-09;2,81E-08;4,66E-10;6,26E-11;2,87E-08
3,69;6,05E-11;9,24E-13;1,71E-13;6,16E-11;5,67E-10;8,91E-12;1,27E-12;5,77E-10;5,63E-09;8,87E-11;1,23E-11;5,74E-09;2,82E-08;4,44E-10;6,12E-11;2,87E-08
3,70;6,06E-11;9,13E-13;1,65E-13;6,16E-11;5,68E-10;8,79E-12;1,24E-12;5,78E-10;5,64E-09;8,76E-11;1,20E-11;5,74E-09;2,82E-08;4,38E-10;5,99E-11;2,87E-08
3,71;6,14E-11;8,97E-13;1,68E-13;6,25E-11;5,74E-10;8,64E-12;1,22E-12;5,84E-10;5,70E-09;8,61E-11;1,17E-11;5,80E-09;2,85E-08;4,30E-10;5,84E-11;2,90E-08
3,72;6,11E-11;8,85E-13;1,60E-13;6,22E-11;5,73E-10;8,50E-12;1,21E-12;5,82E-10;5,69E-09;8,46E-11;1,17E-11;5,78E-09;2,84E-08;4,23E-10;5,83E-11;2,89E-08
3,73;6,11E-11;8,74E-13;1,61E-13;6,21E-11;5,71E-10;8,41E-12;1,20E-12;5,81E-10;5,67E-09;8,37E-11;1,16E-11;5,77E-09;2,83E-08;4,19E-10;5,76E-11;2,88E-08
3,74;6,06E-11;8,73E-13;1,51E-13;6,17E-11;5,68E-10;8,43E-12;1,18E-12;5,77E-10;5,64E-09;8,40E-11;1,15E-11;5,74E-09;2,82E-08;4,20E-10;5,75E-11;2,87E-08
3,75;6,08E-11;8,62E-13;1,60E-13;6,18E-11;5,71E-10;8,30E-12;1,17E-12;5,80E-10;5,67E-09;8,26E-11;1,13E-11;5,76E-09;2,83E-08;4,13E-10;5,64E-11;2,88E-08
3,76;6,14E-11;8,62E-13;1,57E-13;6,24E-11;5,76E-10;8,31E-12;1,18E-12;5,85E-10;5,72E-09;8,27E-11;1,14E-11;5,82E-09;2,86E-08;4,14E-10;5,70E-11;2,91E-08
3,77;6,12E-11;8,61E-13;1,55E-13;6,22E-11;5,70E-10;8,27E-12;1,17E-12;5,80E-10;5,66E-09;8,24E-11;1,13E-11;5,75E-09;2,83E-08;4,12E-10;5,62E-11;2,88E-08
3,78;6,08E-11;8,46E-13;1,47E-13;6,18E-11;5,69E-10;8,15E-12;1,15E-12;5,78E-10;5,65E-09;8,12E-11;1,11E-11;5,74E-09;2,82E-08;4,06E-10;5,55E-11;2,87E-08
3,79;6,13E-11;8,32E-13;1,53E-13;6,23E-11;5,74E-10;8,01E-12;1,15E-12;5,83E-10;5,70E-09;7,98E-11;1,11E-11;5,79E-09;2,85E-08;3,99E-10;5,52E-11;2,89E-08
3,80;6,13E-11;8,25E-13;1,53E-13;6,23E-11;5,74E-10;7,94E-12;1,16E-12;5,84E-10;5,71E-09;7,90E-11;1,12E-11;5,80E-09;2,85E-08;3,95E-10;5,58E-11;2,90E-08
3,81;6,18E-11;8,45E-13;1,49E-13;6,28E-11;5,77E-10;8,18E-12;1,14E-12;5,86E-10;5,73E-09;8,15E-11;1,10E-11;5,82E-09;2,86E-08;4,08E-10;5,49E-11;2,91E-08
3,82;6,21E-11;8,41E-13;1,55E-13;6,30E-11;5,81E-10;8,09E-12;1,15E-12;5,90E-10;5,77E-09;8,05E-11;1,11E-11;5,86E-09;2,88E-08;4,03E-10;5,55E-11;2,93E-08
3,83;6,28E-11;8,57E-13;1,48E-13;6,38E-11;5,86E-10;8,26E-12;1,18E-12;5,96E-10;5,82E-09;8,23E-11;1,15E-11;5,91E-09;2,91E-08;4,11E-10;5,72E-11;2,96E-08
3,84;6,25E-11;8,53E-13;1,57E-13;6,35E-11;5,82E-10;8,23E-12;1,18E-12;5,92E-10;5,78E-09;8,20E-11;1,14E-11;5,87E-09;2,89E-08;4,10E-10;5,67E-11;2,94E-08
3,85;6,25E-11;8,78E-13;1,56E-13;6,35E-11;5,85E-10;8,47E-12;1,18E-12;5,94E-10;5,81E-09;8,44E-11;1,15E-11;5,90E-09;2,90E-08;4,22E-10;5,71E-11;2,95E-08
3,86;6,32E-11;8,71E-13;1,51E-13;6,42E-11;5,92E-10;8,38E-12;1,19E-12;6,01E-10;5,88E-09;8,35E-11;1,16E-11;5,97E-09;2,94E-08;4,17E-10;5,79E-11;2,98E-08
3,87;6,30E-11;8,85E-13;1,62E-13;6,40E-11;5,89E-10;8,51E-12;1,19E-12;5,99E-10;5,85E-09;8,48E-11;1,15E-11;5,94E-09;2,92E-08;4,24E-10;5,74E-11;2,97E-08
3,88;6,36E-11;8,88E-13;1,63E-13;6,46E-11;5,95E-10;8,53E-12;1,22E-12;6,04E-10;5,91E-09;8,49E-11;1,18E-11;6,00E-09;2,95E-08;4,24E-10;5,89E-11;3,00E-08
3,89;6,41E-11;9,14E-13;1,63E-13;6,52E-11;5,99E-10;8,85E-12;1,24E-12;6,09E-10;5,94E-09;8,82E-11;1,20E-11;6,04E-09;2,97E-08;4,41E-10;5,97E-11;3,02E-08
3,90;6,40E-11;9,32E-13;1,63E-13;6,51E-11;5,97E-10;8,95E-12;1,25E-12;6,07E-10;5,93E-09;8,91E-11;1,21E-11;6,03E-09;2,96E-08;4,45E-10;6,02E-11;3,01E-08
3,91;6,40E-11;9,58E-13;1,77E-13;6,51E-11;5,99E-10;9,25E-12;1,31E-12;6,10E-10;5,95E-09;9,22E-11;1,26E-11;6,06E-09;2,97E-08;4,61E-10;6,30E-11;3,03E-08
3,92;6,42E-11;1,01E-12;1,71E-13;6,54E-11;6,02E-10;9,80E-12;1,35E-12;6,13E-10;5,98E-09;9,76E-11;1,31E-11;6,09E-09;2,99E-08;4,88E-10;6,54E-11;3,04E-08
3,93;6,48E-11;1,06E-12;1,84E-13;6,60E-11;6,06E-10;1,03E-11;1,43E-12;6,18E-10;6,02E-09;1,02E-10;1,39E-11;6,13E-09;3,01E-08;5,11E-10;6,94E-11;3,06E-08
3,94;6,57E-11;1,13E-12;1,84E-13;6,70E-11;6,17E-10;1,09E-11;1,53E-12;6,30E-10;6,13E-09;1,09E-10;1,50E-11;6,26E-09;3,06E-08;5,46E-10;7,47E-11;3,13E-08
3,95;6,64E-11;1,23E-12;2,09E-13;6,78E-11;6,23E-10;1,20E-11;1,66E-12;6,36E-10;6,19E-09;1,19E-10;1,62E-11;6,32E-09;3,09E-08;5,96E-10;8,06E-11;3,16E-08
3,96;6,66E-11;1,29E-12;2,11E-13;6,81E-11;6,24E-10;1,26E-11;1,74E-12;6,38E-10;6,19E-09;1,25E-10;1,70E-11;6,33E-09;3,09E-08;6,27E-10;8,48E-11;3,17E-08
3,97;6,63E-11;1,33E-12;2,22E-13;6,78E-11;6,20E-10;1,29E-11;1,79E-12;6,35E-10;6,16E-09;1,29E-10;1,75E-11;6,31E-09;3,08E-08;6,44E-10;8,72E-11;3,15E-08
3,98;6,61E-11;1,37E-12;2,25E-13;6,77E-11;6,20E-10;1,33E-11;1,83E-12;6,35E-10;6,16E-09;1,33E-10;1,79E-11;6,31E-09;3,08E-08;6,64E-10;8,92E-11;3,15E-08
3,99;6,58E-11;1,39E-12;2,29E-13;6,74E-11;6,17E-10;1,35E-11;1,86E-12;6,33E-10;6,13E-09;1,34E-10;1,82E-11;6,28E-09;3,06E-08;6,72E-10;9,09E-11;3,14E-08
4,00;6,59E-11;1,39E-12;2,28E-13;6,75E-11;6,15E-10;1,35E-11;1,88E-12;6,30E-10;6,10E-09;1,35E-10;1,84E-11;6,25E-09;3,05E-08;6,75E-10;9,16E-11;3,13E-08
4,01;6,57E-11;1,40E-12;2,41E-13;6,73E-11;6,12E-10;1,36E-11;1,91E-12;6,28E-10;6,08E-09;1,36E-10;1,86E-11;6,23E-09;3,04E-08;6,80E-10;9,29E-11;3,11E-08
4,02;6,52E-11;1,39E-12;2,40E-13;6,68E-11;6,09E-10;1,35E-11;1,93E-12;6,24E-10;6,04E-09;1,35E-10;1,88E-11;6,20E-09;3,02E-08;6,75E-10;9,37E-11;3,10E-08
4,03;6,46E-11;1,37E-12;2,29E-13;6,62E-11;6,01E-10;1,34E-11;1,88E-12;6,16E-10;5,97E-09;1,34E-10;1,84E-11;6,12E-09;2,98E-08;6,69E-10;9,18E-11;3,06E-08
4,04;6,36E-11;1,38E-12;2,36E-13;6,52E-11;5,91E-10;1,34E-11;1,88E-12;6,07E-10;5,87E-09;1,33E-10;1,83E-11;6,02E-09;2,93E-08;6,66E-10;9,11E-11;3,01E-08
4,05;6,19E-11;1,33E-12;2,29E-13;6,35E-11;5,74E-10;1,29E-11;1,83E-12;5,89E-10;5,70E-09;1,29E-10;1,78E-11;5,84E-09;2,85E-08;6,45E-10;8,90E-11;2,92E-08
4,06;5,99E-11;1,30E-12;2,22E-13;6,14E-11;5,56E-10;1,26E-11;1,75E-12;5,70E-10;5,51E-09;1,26E-10;1,70E-11;5,66E-09;2,76E-08;6,29E-10;8,47E-11;2,83E-08
4,07;5,79E-11;1,21E-12;2,14E-13;5,93E-11;5,34E-10;1,17E-11;1,64E-12;5,47E-10;5,29E-09;1,17E-10;1,59E-11;5,42E-09;2,64E-08;5,83E-10;7,95E-11;2,71E-08
4,08;5,47E-11;1,07E-12;1,87E-13;5,60E-11;5,02E-10;1,04E-11;1,43E-12;5,14E-10;4,97E-09;1,04E-10;1,39E-11;5,09E-09;2,49E-08;5,19E-10;6,92E-11;2,54E-08
4,09;5,12E-11;8,79E-13;1,60E-13;5,23E-11;4,69E-10;8,47E-12;1,21E-12;4,79E-10;4,65E-09;8,44E-11;1,17E-11;4,75E-09;2,32E-08;4,22E-10;5,81E-11;2,37E-08
4,10;4,84E-11;7,41E-13;1,46E-13;4,93E-11;4,38E-10;7,11E-12;1,03E-12;4,46E-10;4,33E-09;7,08E-11;9,84E-12;4,41E-09;2,16E-08;3,54E-10;4,90E-11;2,20E-08
4,11;4,46E-11;6,57E-13;1,29E-13;4,53E-11;4,02E-10;6,34E-12;9,11E-13;4,09E-10;3,98E-09;6,31E-11;8,73E-12;4,05E-09;1,99E-08;3,16E-10;4,35E-11;2,02E-08
4,12;4,22E-11;6,02E-13;1,15E-13;4,30E-11;3,77E-10;5,73E-12;8,10E-13;3,84E-10;3,73E-09;5,70E-11;7,75E-12;3,79E-09;1,86E-08;2,85E-10;3,86E-11;1,89E-08
4,13;3,92E-11;5,36E-13;1,04E-13;3,99E-11;3,46E-10;5,09E-12;7,29E-13;3,52E-10;3,42E-09;5,06E-11;6,98E-12;3,48E-09;1,71E-08;2,53E-10;3,47E-11;1,74E-08
4,14;3,60E-11;4,85E-13;1,00E-13;3,66E-11;3,16E-10;4,62E-12;6,61E-13;3,21E-10;3,11E-09;4,60E-11;6,26E-12;3,17E-09;1,55E-08;2,30E-10;3,12E-11;1,58E-08
4,15;3,34E-11;4,39E-13;9,24E-14;3,39E-11;2,87E-10;4,14E-12;5,87E-13;2,92E-10;2,82E-09;4,11E-11;5,53E-12;2,87E-09;1,41E-08;2,05E-10;2,75E-11;1,43E-08
4,16;3,03E-11;3,92E-13;9,30E-14;3,08E-11;2,56E-10;3,63E-12;5,27E-13;2,61E-10;2,52E-09;3,60E-11;4,86E-12;2,56E-09;1,26E-08;1,80E-10;2,41E-11;1,28E-08
4,17;2,78E-11;3,59E-13;8,41E-14;2,82E-11;2,29E-10;3,24E-12;4,76E-13;2,32E-10;2,24E-09;3,21E-11;4,39E-12;2,27E-09;1,12E-08;1,60E-10;2,18E-11;1,13E-08
4,18;2,52E-11;3,61E-13;9,01E-14;2,56E-11;2,01E-10;3,25E-12;4,87E-13;2,05E-10;1,96E-09;3,21E-11;4,46E-12;2,00E-09;9,80E-09;1,60E-10;2,21E-11;9,98E-09
4,19;2,20E-11;3,04E-13;9,56E-14;2,24E-11;1,69E-10;2,64E-12;4,25E-13;1,72E-10;1,64E-09;2,60E-11;3,71E-12;1,67E-09;8,16E-09;1,30E-10;1,83E-11;8,31E-09
4,20;1,88E-11;2,53E-13;1,05E-13;1,91E-11;1,35E-10;2,01E-12;3,46E-13;1,37E-10;1,29E-09;1,95E-11;2,76E-12;1,31E-09;6,44E-09;9,74E-11;1,35E-11;6,55E-09
4,21;1,67E-11;2,12E-13;1,34E-13;1,70E-11;1,03E-10;1,27E-12;2,89E-13;1,05E-10;9,68E-10;1,19E-11;1,84E-12;9,82E-10;4,81E-09;5,91E-11;8,71E-12;4,88E-09
4,22;1,58E-11;2,00E-13;1,24E-13;1,62E-11;9,47E-11;1,12E-12;2,49E-13;9,60E-11;8,83E-10;1,03E-11;1,50E-12;8,95E-10;4,39E-09;5,11E-11;7,05E-12;4,44E-09
4,23;1,49E-11;1,80E-13;9,11E-14;1,52E-11;9,48E-11;1,25E-12;2,33E-13;9,63E-11;8,93E-10;1,19E-11;1,65E-12;9,07E-10;4,44E-09;5,95E-11;7,95E-12;4,51E-09
4,24;1,52E-11;1,57E-13;6,45E-14;1,54E-11;1,00E-10;1,24E-12;2,15E-13;1,02E-10;9,49E-10;1,21E-11;1,72E-12;9,63E-10;4,72E-09;6,02E-11;8,40E-12;4,79E-09
4,25;1,53E-11;1,29E-13;4,92E-14;1,55E-11;1,05E-10;1,03E-12;1,73E-13;1,06E-10;9,99E-10;1,00E-11;1,41E-12;1,01E-09;4,97E-09;4,99E-11;6,93E-12;5,03E-09
4,26;1,58E-11;1,21E-13;5,42E-14;1,60E-11;1,08E-10;9,86E-13;1,70E-13;1,09E-10;1,03E-09;9,64E-12;1,32E-12;1,04E-09;5,11E-09;4,81E-11;6,45E-12;5,17E-09
4,27;1,60E-11;1,42E-13;4,24E-14;1,62E-11;1,12E-10;1,22E-12;1,86E-13;1,14E-10;1,07E-09;1,19E-11;1,62E-12;1,09E-09;5,35E-09;5,96E-11;8,00E-12;5,42E-09
4,28;1,65E-11;1,85E-13;5,31E-14;1,68E-11;1,17E-10;1,65E-12;2,54E-13;1,18E-10;1,12E-09;1,63E-11;2,26E-12;1,13E-09;5,56E-09;8,14E-11;1,12E-11;5,65E-09
4,29;1,71E-11;2,13E-13;5,24E-14;1,73E-11;1,21E-10;1,96E-12;2,88E-13;1,23E-10;1,16E-09;1,95E-11;2,64E-12;1,18E-09;5,77E-09;9,72E-11;1,31E-11;5,88E-09
4,30;1,70E-11;2,13E-13;5,24E-14;1,73E-11;1,24E-10;1,95E-12;2,97E-13;1,26E-10;1,20E-09;1,93E-11;2,74E-12;1,22E-09;5,96E-09;9,64E-11;1,36E-11;6,07E-09
4,31;1,73E-11;2,15E-13;5,46E-14;1,76E-11;1,25E-10;1,98E-12;2,93E-13;1,28E-10;1,21E-09;1,96E-11;2,68E-12;1,23E-09;6,00E-09;9,79E-11;1,33E-11;6,12E-09
4,32;1,72E-11;2,01E-13;5,15E-14;1,75E-11;1,26E-10;1,85E-12;2,71E-13;1,28E-10;1,21E-09;1,84E-11;2,46E-12;1,23E-09;6,03E-09;9,18E-11;1,22E-11;6,13E-09
4,33;1,64E-11;1,78E-13;4,97E-14;1,67E-11;1,21E-10;1,60E-12;2,38E-13;1,23E-10;1,16E-09;1,58E-11;2,12E-12;1,18E-09;5,80E-09;7,91E-11;1,05E-11;5,89E-09
4,34;1,66E-11;1,68E-13;4,44E-14;1,68E-11;1,20E-10;1,48E-12;2,15E-13;1,21E-10;1,15E-09;1,46E-11;1,93E-12;1,17E-09;5,73E-09;7,29E-11;9,53E-12;5,81E-09
4,35;1,66E-11;1,54E-13;4,28E-14;1,68E-11;1,20E-10;1,37E-12;2,05E-13;1,21E-10;1,15E-09;1,36E-11;1,83E-12;1,16E-09;5,73E-09;6,77E-11;9,04E-12;5,80E-09
4,36;1,62E-11;1,44E-13;4,90E-14;1,64E-11;1,16E-10;1,28E-12;2,01E-13;1,18E-10;1,12E-09;1,27E-11;1,72E-12;1,13E-09;5,57E-09;6,34E-11;8,46E-12;5,65E-09
4,37;1,61E-11;1,46E-13;3,61E-14;1,63E-11;1,14E-10;1,29E-12;1,85E-13;1,16E-10;1,10E-09;1,27E-11;1,67E-12;1,11E-09;5,47E-09;6,36E-11;8,28E-12;5,54E-09
4,38;1,57E-11;1,33E-13;3,92E-14;1,59E-11;1,13E-10;1,18E-12;1,73E-13;1,15E-10;1,09E-09;1,16E-11;1,51E-12;1,10E-09;5,44E-09;5,80E-11;7,44E-12;5,50E-09
4,39;1,51E-11;1,30E-13;3,93E-14;1,53E-11;1,10E-10;1,15E-12;1,74E-13;1,11E-10;1,05E-09;1,13E-11;1,52E-12;1,07E-09;5,25E-09;5,66E-11;7,52E-12;5,31E-09
4,40;1,50E-11;1,21E-13;3,46E-14;1,52E-11;1,09E-10;1,07E-12;1,61E-13;1,10E-10;1,04E-09;1,05E-11;1,42E-12;1,06E-09;5,21E-09;5,25E-11;7,03E-12;5,27E-09
4,41;1,49E-11;1,21E-13;4,24E-14;1,50E-11;1,06E-10;1,04E-12;1,69E-13;1,07E-10;1,02E-09;1,02E-11;1,43E-12;1,03E-09;5,07E-09;5,11E-11;7,05E-12;5,13E-09
4,42;1,46E-11;1,14E-13;3,72E-14;1,47E-11;1,06E-10;1,01E-12;1,57E-13;1,07E-10;1,02E-09;9,98E-12;1,36E-12;1,03E-09;5,07E-09;4,99E-11;6,69E-12;5,12E-09
4,43;1,44E-11;1,21E-13;3,69E-14;1,45E-11;1,04E-10;1,03E-12;1,58E-13;1,05E-10;1,00E-09;1,01E-11;1,37E-12;1,01E-09;4,99E-09;5,06E-11;6,76E-12;5,05E-09
4,44;1,44E-11;1,11E-13;3,18E-14;1,46E-11;1,02E-10;9,78E-13;1,45E-13;1,03E-10;9,79E-10;9,65E-12;1,27E-12;9,90E-10;4,88E-09;4,82E-11;6,28E-12;4,93E-09
4,45;1,42E-11;1,10E-13;3,23E-14;1,44E-11;1,00E-10;9,41E-13;1,42E-13;1,01E-10;9,60E-10;9,25E-12;1,24E-12;9,71E-10;4,78E-09;4,62E-11;6,12E-12;4,83E-09
4,46;1,39E-11;1,07E-13;3,65E-14;1,41E-11;9,70E-11;9,16E-13;1,44E-13;9,80E-11;9,27E-10;9,01E-12;1,22E-12;9,38E-10;4,62E-09;4,50E-11;5,98E-12;4,67E-09
4,47;1,36E-11;1,05E-13;3,46E-14;1,38E-11;9,48E-11;8,82E-13;1,38E-13;9,58E-11;9,06E-10;8,65E-12;1,17E-12;9,16E-10;4,51E-09;4,32E-11;5,78E-12;4,56E-09
4,48;1,36E-11;1,03E-13;3,95E-14;1,37E-11;9,48E-11;8,74E-13;1,44E-13;9,59E-11;9,07E-10;8,58E-12;1,19E-12;9,17E-10;4,52E-09;4,28E-11;5,83E-12;4,57E-09
4,49;1,32E-11;9,91E-14;4,02E-14;1,34E-11;9,05E-11;8,31E-13;1,40E-13;9,15E-11;8,63E-10;8,15E-12;1,14E-12;8,73E-10;4,30E-09;4,07E-11;5,59E-12;4,34E-09
4,50;1,33E-11;9,83E-14;3,02E-14;1,34E-11;8,93E-11;8,01E-13;1,28E-13;9,03E-11;8,49E-10;7,83E-12;1,11E-12;8,58E-10;4,23E-09;3,91E-11;5,47E-12;4,27E-09
4,51;1,29E-11;9,50E-14;3,53E-14;1,30E-11;8,65E-11;7,74E-13;1,31E-13;8,74E-11;8,23E-10;7,56E-12;1,09E-12;8,31E-10;4,09E-09;3,77E-11;5,36E-12;4,14E-09
4,52;1,26E-11;9,39E-14;3,37E-14;1,28E-11;8,36E-11;7,40E-13;1,29E-13;8,45E-11;7,94E-10;7,20E-12;1,08E-12;8,02E-10;3,95E-09;3,59E-11;5,31E-12;3,99E-09
4,53;1,26E-11;8,80E-14;3,50E-14;1,27E-11;8,45E-11;7,37E-13;1,23E-13;8,53E-11;8,04E-10;7,23E-12;1,00E-12;8,12E-10;4,00E-09;3,61E-11;4,91E-12;4,04E-09
4,54;1,25E-11;8,82E-14;3,78E-14;1,26E-11;8,26E-11;7,54E-13;1,25E-13;8,34E-11;7,83E-10;7,41E-12;9,95E-13;7,92E-10;3,90E-09;3,70E-11;4,86E-12;3,94E-09
4,55;1,22E-11;9,46E-14;2,80E-14;1,23E-11;7,96E-11;7,54E-13;1,14E-13;8,05E-11;7,53E-10;7,34E-12;9,74E-13;7,62E-10;3,75E-09;3,66E-11;4,80E-12;3,79E-09
4,56;1,19E-11;8,62E-14;3,09E-14;1,20E-11;7,65E-11;7,23E-13;1,16E-13;7,73E-11;7,22E-10;7,09E-12;9,69E-13;7,30E-10;3,59E-09;3,54E-11;4,76E-12;3,63E-09
4,57;1,17E-11;8,67E-14;2,80E-14;1,18E-11;7,48E-11;7,13E-13;1,06E-13;7,56E-11;7,06E-10;6,98E-12;8,86E-13;7,14E-10;3,51E-09;3,48E-11;4,35E-12;3,55E-09
4,58;1,15E-11;8,95E-14;3,14E-14;1,16E-11;7,07E-11;7,00E-13;1,09E-13;7,16E-11;6,63E-10;6,81E-12;8,87E-13;6,71E-10;3,30E-09;3,40E-11;4,34E-12;3,33E-09
4,59;1,14E-11;9,09E-14;3,51E-14;1,15E-11;7,01E-11;6,95E-13;1,14E-13;7,09E-11;6,57E-10;6,74E-12;9,01E-13;6,65E-10;3,27E-09;3,36E-11;4,40E-12;3,31E-09
4,60;1,15E-11;7,65E-14;3,41E-14;1,16E-11;7,05E-11;6,07E-13;1,08E-13;7,12E-11;6,60E-10;5,91E-12;8,49E-13;6,67E-10;3,28E-09;2,95E-11;4,14E-12;3,32E-09
4,61;1,11E-11;7,73E-14;2,85E-14;1,12E-11;6,67E-11;5,97E-13;1,02E-13;6,74E-11;6,23E-10;5,80E-12;8,35E-13;6,30E-10;3,10E-09;2,89E-11;4,10E-12;3,13E-09
4,62;1,07E-11;7,95E-14;2,81E-14;1,08E-11;6,53E-11;5,95E-13;1,01E-13;6,60E-11;6,12E-10;5,75E-12;8,33E-13;6,18E-10;3,04E-09;2,87E-11;4,08E-12;3,07E-09
4,63;1,08E-11;7,53E-14;2,99E-14;1,09E-11;6,52E-11;5,59E-13;1,04E-13;6,59E-11;6,09E-10;5,40E-12;8,46E-13;6,15E-10;3,03E-09;2,69E-11;4,14E-12;3,06E-09
4,64;1,07E-11;7,81E-14;3,06E-14;1,09E-11;6,32E-11;6,00E-13;1,05E-13;6,39E-11;5,88E-10;5,82E-12;8,52E-13;5,95E-10;2,92E-09;2,90E-11;4,17E-12;2,95E-09
4,65;1,06E-11;7,16E-14;3,13E-14;1,07E-11;6,27E-11;5,53E-13;1,00E-13;6,34E-11;5,83E-10;5,37E-12;7,89E-13;5,90E-10;2,90E-09;2,68E-11;3,85E-12;2,93E-09
4,66;1,00E-11;7,42E-14;3,43E-14;1,02E-11;5,96E-11;5,78E-13;1,03E-13;6,03E-11;5,55E-10;5,61E-12;7,94E-13;5,61E-10;2,76E-09;2,80E-11;3,86E-12;2,79E-09
4,67;1,04E-11;7,22E-14;3,12E-14;1,05E-11;5,87E-11;5,38E-13;9,90E-14;5,94E-11;5,42E-10;5,20E-12;7,77E-13;5,48E-10;2,69E-09;2,59E-11;3,79E-12;2,72E-09
4,68;9,83E-12;7,56E-14;2,74E-14;9,93E-12;5,73E-11;5,48E-13;9,07E-14;5,80E-11;5,32E-10;5,27E-12;7,24E-13;5,38E-10;2,64E-09;2,63E-11;3,54E-12;2,67E-09
4,69;9,94E-12;7,10E-14;2,64E-14;1,00E-11;5,71E-11;5,24E-13;8,61E-14;5,77E-11;5,29E-10;5,06E-12;6,83E-13;5,34E-10;2,62E-09;2,52E-11;3,33E-12;2,65E-09
4,70;9,34E-12;6,90E-14;2,99E-14;9,44E-12;5,40E-11;5,29E-13;9,06E-14;5,46E-11;5,01E-10;5,13E-12;6,98E-13;5,07E-10;2,49E-09;2,56E-11;3,40E-12;2,52E-09
4,71;9,25E-12;6,28E-14;2,81E-14;9,34E-12;5,30E-11;4,91E-13;8,67E-14;5,36E-11;4,91E-10;4,78E-12;6,73E-13;4,96E-10;2,44E-09;2,38E-11;3,28E-12;2,46E-09
4,72;9,19E-12;6,08E-14;2,74E-14;9,28E-12;5,24E-11;4,81E-13;8,83E-14;5,30E-11;4,84E-10;4,68E-12;6,97E-13;4,90E-10;2,40E-09;2,33E-11;3,40E-12;2,43E-09
4,73;9,45E-12;6,22E-14;3,19E-14;9,54E-12;5,20E-11;4,52E-13;8,86E-14;5,25E-11;4,77E-10;4,35E-12;6,55E-13;4,82E-10;2,37E-09;2,17E-11;3,17E-12;2,39E-09
4,74;8,94E-12;5,55E-14;3,15E-14;9,03E-12;5,06E-11;4,47E-13;8,55E-14;5,11E-11;4,67E-10;4,36E-12;6,25E-13;4,72E-10;2,32E-09;2,18E-11;3,02E-12;2,34E-09
4,75;8,64E-12;5,96E-14;2,73E-14;8,73E-12;4,92E-11;4,42E-13;8,13E-14;4,98E-11;4,55E-10;4,26E-12;6,21E-13;4,60E-10;2,26E-09;2,13E-11;3,02E-12;2,28E-09
4,76;8,70E-12;6,13E-14;2,52E-14;8,78E-12;4,74E-11;4,63E-13;7,98E-14;4,80E-11;4,35E-10;4,48E-12;6,26E-13;4,40E-10;2,16E-09;2,23E-11;3,05E-12;2,18E-09
4,77;8,64E-12;6,38E-14;2,38E-14;8,73E-12;4,73E-11;4,61E-13;7,63E-14;4,79E-11;4,34E-10;4,43E-12;6,02E-13;4,39E-10;2,15E-09;2,21E-11;2,94E-12;2,18E-09
4,78;8,76E-12;6,20E-14;3,13E-14;8,85E-12;4,65E-11;4,52E-13;8,52E-14;4,71E-11;4,24E-10;4,35E-12;6,24E-13;4,29E-10;2,10E-09;2,17E-11;3,02E-12;2,13E-09
4,79;8,61E-12;5,63E-14;3,39E-14;8,70E-12;4,49E-11;4,23E-13;8,20E-14;4,54E-11;4,08E-10;4,09E-12;5,63E-13;4,13E-10;2,02E-09;2,04E-11;2,70E-12;2,04E-09
4,80;8,37E-12;6,08E-14;2,74E-14;8,46E-12;4,37E-11;4,61E-13;7,46E-14;4,42E-11;3,97E-10;4,47E-12;5,46E-13;4,02E-10;1,97E-09;2,23E-11;2,64E-12;1,99E-09
4,81;8,13E-12;6,04E-14;2,87E-14;8,22E-12;4,16E-11;4,31E-13;7,58E-14;4,21E-11;3,76E-10;4,13E-12;5,46E-13;3,81E-10;1,86E-09;2,06E-11;2,64E-12;1,89E-09
4,82;8,07E-12;5,51E-14;2,43E-14;8,15E-12;3,99E-11;3,90E-13;7,07E-14;4,03E-11;3,58E-10;3,74E-12;5,34E-13;3,62E-10;1,77E-09;1,86E-11;2,59E-12;1,79E-09
4,83;7,91E-12;5,43E-14;2,66E-14;7,99E-12;3,79E-11;3,92E-13;7,28E-14;3,84E-11;3,38E-10;3,77E-12;5,35E-13;3,43E-10;1,67E-09;1,88E-11;2,59E-12;1,69E-09
4,84;7,49E-12;5,63E-14;2,87E-14;7,57E-12;3,65E-11;3,88E-13;7,55E-14;3,70E-11;3,27E-10;3,71E-12;5,43E-13;3,31E-10;1,62E-09;1,85E-11;2,62E-12;1,64E-09
