zero of S position (m) defined 1334,4m before the entrance of the first dipole;Stabilised Pressure profils Dose = 10A*h (7BA section);;;;;;;;;;;;;;;
Current ?;1mA;;;;10mA;;;;100mA;;;;500mA;;;
3,93;1,36E-11;9,75E-14;5,43E-14;1,38E-11;9,54E-11;6,30E-13;9,71E-14;9,61E-11;9,13E-10;5,96E-12;5,25E-13;9,19E-10;4,55E-09;2,96E-11;2,43E-12;4,58E-09
3,94;1,37E-11;1,07E-13;6,65E-14;1,38E-11;9,61E-11;6,87E-13;1,13E-13;9,69E-11;9,21E-10;6,49E-12;5,82E-13;9,28E-10;4,59E-09;3,23E-11;2,67E-12;4,62E-09
3,95;1,39E-11;1,12E-13;6,17E-14;1,40E-11;9,70E-11;7,45E-13;1,12E-13;9,79E-11;9,28E-10;7,07E-12;6,17E-13;9,36E-10;4,62E-09;3,52E-11;2,86E-12;4,66E-09
3,96;1,38E-11;1,15E-13;6,60E-14;1,40E-11;9,77E-11;7,70E-13;1,19E-13;9,86E-11;9,36E-10;7,33E-12;6,45E-13;9,44E-10;4,66E-09;3,65E-11;2,98E-12;4,70E-09
3,97;1,39E-11;1,22E-13;6,40E-14;1,41E-11;9,80E-11;8,06E-13;1,19E-13;9,89E-11;9,39E-10;7,64E-12;6,64E-13;9,47E-10;4,68E-09;3,80E-11;3,09E-12;4,72E-09
3,98;1,38E-11;1,21E-13;6,01E-14;1,39E-11;9,72E-11;8,24E-13;1,16E-13;9,81E-11;9,31E-10;7,86E-12;6,74E-13;9,40E-10;4,64E-09;3,91E-11;3,16E-12;4,68E-09
3,99;1,37E-11;1,24E-13;6,61E-14;1,39E-11;9,66E-11;8,32E-13;1,23E-13;9,76E-11;9,26E-10;7,91E-12;6,91E-13;9,34E-10;4,61E-09;3,94E-11;3,22E-12;4,65E-09
4,00;1,39E-11;1,24E-13;7,26E-14;1,41E-11;9,62E-11;8,52E-13;1,30E-13;9,72E-11;9,19E-10;8,13E-12;7,07E-13;9,28E-10;4,58E-09;4,05E-11;3,27E-12;4,62E-09
4,01;1,36E-11;1,21E-13;6,83E-14;1,38E-11;9,50E-11;8,53E-13;1,27E-13;9,59E-11;9,09E-10;8,17E-12;7,10E-13;9,17E-10;4,52E-09;4,07E-11;3,30E-12;4,57E-09
4,02;1,35E-11;1,28E-13;7,22E-14;1,37E-11;9,43E-11;8,63E-13;1,30E-13;9,53E-11;9,03E-10;8,21E-12;7,10E-13;9,12E-10;4,50E-09;4,09E-11;3,29E-12;4,54E-09
4,03;1,38E-11;1,24E-13;6,98E-14;1,40E-11;9,36E-11;8,49E-13;1,28E-13;9,46E-11;8,92E-10;8,10E-12;7,05E-13;9,01E-10;4,44E-09;4,03E-11;3,27E-12;4,49E-09
4,04;1,35E-11;1,19E-13;7,00E-14;1,37E-11;9,20E-11;8,39E-13;1,27E-13;9,29E-11;8,77E-10;8,04E-12;6,97E-13;8,85E-10;4,36E-09;4,01E-11;3,23E-12;4,41E-09
4,05;1,31E-11;1,20E-13;6,26E-14;1,33E-11;8,95E-11;8,20E-13;1,17E-13;9,04E-11;8,53E-10;7,82E-12;6,62E-13;8,62E-10;4,25E-09;3,89E-11;3,09E-12;4,29E-09
4,06;1,31E-11;1,21E-13;6,74E-14;1,32E-11;8,63E-11;7,82E-13;1,19E-13;8,72E-11;8,19E-10;7,39E-12;6,41E-13;8,27E-10;4,07E-09;3,68E-11;2,96E-12;4,11E-09
4,07;1,30E-11;1,12E-13;6,27E-14;1,31E-11;8,30E-11;7,32E-13;1,12E-13;8,38E-11;7,83E-10;6,94E-12;6,04E-13;7,91E-10;3,90E-09;3,45E-11;2,79E-12;3,93E-09
4,08;1,23E-11;1,03E-13;5,77E-14;1,25E-11;7,96E-11;6,53E-13;1,01E-13;8,03E-11;7,52E-10;6,15E-12;5,32E-13;7,59E-10;3,74E-09;3,06E-11;2,45E-12;3,77E-09
4,09;1,22E-11;8,81E-14;5,42E-14;1,23E-11;7,48E-11;5,44E-13;9,02E-14;7,54E-11;7,01E-10;5,10E-12;4,50E-13;7,06E-10;3,48E-09;2,53E-11;2,05E-12;3,51E-09
4,10;1,16E-11;7,67E-14;4,69E-14;1,17E-11;7,00E-11;4,58E-13;7,72E-14;7,05E-11;6,54E-10;4,27E-12;3,81E-13;6,58E-10;3,25E-09;2,12E-11;1,73E-12;3,27E-09
4,11;1,11E-11;7,24E-14;5,05E-14;1,13E-11;6,58E-11;4,08E-13;7,69E-14;6,63E-11;6,13E-10;3,77E-12;3,41E-13;6,17E-10;3,04E-09;1,87E-11;1,51E-12;3,06E-09
4,12;1,07E-11;6,73E-14;4,15E-14;1,08E-11;6,11E-11;3,63E-13;6,49E-14;6,16E-11;5,66E-10;3,32E-12;2,99E-13;5,69E-10;2,81E-09;1,65E-11;1,34E-12;2,83E-09
4,13;1,04E-11;6,41E-14;3,93E-14;1,05E-11;5,72E-11;3,28E-13;6,01E-14;5,76E-11;5,26E-10;2,96E-12;2,68E-13;5,29E-10;2,61E-09;1,47E-11;1,19E-12;2,62E-09
4,14;1,01E-11;5,64E-14;4,75E-14;1,02E-11;5,28E-11;2,93E-13;6,58E-14;5,31E-11;4,79E-10;2,66E-12;2,49E-13;4,82E-10;2,37E-09;1,32E-11;1,06E-12;2,39E-09
4,15;9,27E-12;5,89E-14;4,88E-14;9,38E-12;4,78E-11;2,68E-13;6,54E-14;4,81E-11;4,33E-10;2,36E-12;2,31E-13;4,36E-10;2,14E-09;1,16E-11;9,68E-13;2,16E-09
4,16;9,07E-12;5,23E-14;4,76E-14;9,17E-12;4,33E-11;2,33E-13;6,19E-14;4,36E-11;3,86E-10;2,04E-12;2,05E-13;3,88E-10;1,91E-09;1,01E-11;8,40E-13;1,92E-09
4,17;8,49E-12;5,35E-14;4,39E-14;8,59E-12;3,85E-11;2,16E-13;5,70E-14;3,88E-11;3,39E-10;1,84E-12;1,89E-13;3,41E-10;1,67E-09;9,04E-12;7,74E-13;1,68E-09
4,18;8,61E-12;5,59E-14;5,45E-14;8,72E-12;3,54E-11;2,19E-13;6,75E-14;3,57E-11;3,04E-10;1,85E-12;1,98E-13;3,06E-10;1,50E-09;9,09E-12;7,76E-13;1,51E-09
4,19;7,97E-12;5,79E-14;5,43E-14;8,09E-12;3,02E-11;1,90E-13;6,49E-14;3,04E-11;2,52E-10;1,51E-12;1,72E-13;2,54E-10;1,24E-09;7,40E-12;6,47E-13;1,25E-09
4,20;7,69E-12;7,82E-14;8,13E-14;7,85E-12;2,49E-11;1,78E-13;8,89E-14;2,52E-11;1,97E-10;1,18E-12;1,65E-13;1,98E-10;9,61E-10;5,61E-12;5,04E-13;9,67E-10
4,21;8,31E-12;1,08E-13;1,30E-13;8,55E-12;2,10E-11;1,68E-13;1,35E-13;2,13E-11;1,48E-10;7,76E-13;1,82E-13;1,49E-10;7,13E-10;3,47E-12;3,92E-13;7,17E-10
4,22;8,28E-12;1,11E-13;1,28E-13;8,52E-12;1,99E-11;1,63E-13;1,32E-13;2,02E-11;1,36E-10;6,89E-13;1,73E-13;1,37E-10;6,51E-10;3,03E-12;3,52E-13;6,55E-10
4,23;7,72E-12;6,94E-14;8,16E-14;7,87E-12;1,96E-11;1,29E-13;8,62E-14;1,98E-11;1,38E-10;7,22E-13;1,33E-13;1,39E-10;6,66E-10;3,36E-12;3,39E-13;6,69E-10
4,24;7,00E-12;4,88E-14;5,49E-14;7,11E-12;1,97E-11;1,09E-13;5,96E-14;1,99E-11;1,47E-10;7,07E-13;1,06E-13;1,48E-10;7,13E-10;3,36E-12;3,13E-13;7,17E-10
4,25;6,93E-12;3,96E-14;4,48E-14;7,01E-12;1,99E-11;9,18E-14;4,88E-14;2,00E-11;1,49E-10;6,14E-13;8,86E-14;1,50E-10;7,24E-10;2,93E-12;2,66E-13;7,27E-10
4,26;6,99E-12;3,29E-14;3,36E-14;7,05E-12;2,04E-11;8,23E-14;3,75E-14;2,05E-11;1,54E-10;5,76E-13;7,64E-14;1,55E-10;7,50E-10;2,77E-12;2,49E-13;7,53E-10
4,27;7,03E-12;3,31E-14;3,91E-14;7,10E-12;2,10E-11;9,08E-14;4,39E-14;2,12E-11;1,61E-10;6,67E-13;9,19E-14;1,62E-10;7,84E-10;3,23E-12;3,05E-13;7,87E-10
4,28;7,04E-12;3,01E-14;3,18E-14;7,10E-12;2,18E-11;1,08E-13;3,81E-14;2,20E-11;1,70E-10;8,90E-13;1,02E-13;1,71E-10;8,26E-10;4,36E-12;3,83E-13;8,31E-10
4,29;6,90E-12;2,70E-14;2,79E-14;6,96E-12;2,20E-11;1,21E-13;3,52E-14;2,22E-11;1,73E-10;1,06E-12;1,09E-13;1,74E-10;8,45E-10;5,22E-12;4,34E-13;8,51E-10
4,30;6,75E-12;2,94E-14;2,72E-14;6,80E-12;2,24E-11;1,30E-13;3,48E-14;2,26E-11;1,79E-10;1,13E-12;1,11E-13;1,80E-10;8,76E-10;5,58E-12;4,52E-13;8,82E-10
4,31;6,81E-12;2,99E-14;2,77E-14;6,86E-12;2,21E-11;1,26E-13;3,55E-14;2,23E-11;1,75E-10;1,08E-12;1,13E-13;1,76E-10;8,54E-10;5,35E-12;4,57E-13;8,60E-10
4,32;6,54E-12;3,15E-14;2,85E-14;6,60E-12;2,17E-11;1,22E-13;3,54E-14;2,19E-11;1,74E-10;1,02E-12;1,05E-13;1,75E-10;8,50E-10;5,03E-12;4,13E-13;8,55E-10
4,33;6,41E-12;2,50E-14;2,40E-14;6,45E-12;2,15E-11;1,02E-13;2,99E-14;2,16E-11;1,72E-10;8,73E-13;8,96E-14;1,73E-10;8,43E-10;4,30E-12;3,55E-13;8,47E-10
4,34;6,58E-12;2,27E-14;2,23E-14;6,62E-12;2,12E-11;9,25E-14;2,79E-14;2,13E-11;1,67E-10;7,90E-13;8,33E-14;1,68E-10;8,16E-10;3,89E-12;3,30E-13;8,20E-10
4,35;6,49E-12;2,30E-14;3,00E-14;6,54E-12;2,12E-11;8,70E-14;3,53E-14;2,13E-11;1,68E-10;7,27E-13;8,82E-14;1,69E-10;8,23E-10;3,57E-12;3,24E-13;8,26E-10
4,36;6,40E-12;2,79E-14;2,92E-14;6,46E-12;2,06E-11;8,86E-14;3,41E-14;2,07E-11;1,62E-10;6,95E-13;8,30E-14;1,63E-10;7,93E-10;3,39E-12;3,00E-13;7,96E-10
4,37;6,31E-12;2,42E-14;2,90E-14;6,36E-12;2,02E-11;8,29E-14;3,37E-14;2,03E-11;1,59E-10;6,69E-13;8,03E-14;1,60E-10;7,78E-10;3,27E-12;2,87E-13;7,81E-10
4,38;6,31E-12;2,60E-14;2,45E-14;6,36E-12;2,00E-11;8,35E-14;2,90E-14;2,01E-11;1,57E-10;6,58E-13;7,44E-14;1,57E-10;7,64E-10;3,21E-12;2,76E-13;7,67E-10
4,39;6,52E-12;2,38E-14;2,41E-14;6,57E-12;2,02E-11;7,87E-14;2,85E-14;2,03E-11;1,57E-10;6,28E-13;7,23E-14;1,58E-10;7,65E-10;3,07E-12;2,67E-13;7,68E-10
4,40;6,43E-12;2,08E-14;2,75E-14;6,48E-12;1,99E-11;7,53E-14;3,18E-14;2,00E-11;1,54E-10;6,21E-13;7,51E-14;1,55E-10;7,51E-10;3,04E-12;2,68E-13;7,55E-10
4,41;6,41E-12;2,75E-14;2,23E-14;6,46E-12;1,97E-11;7,91E-14;2,65E-14;1,98E-11;1,53E-10;5,95E-13;6,88E-14;1,53E-10;7,43E-10;2,89E-12;2,57E-13;7,46E-10
4,42;5,92E-12;2,42E-14;2,12E-14;5,96E-12;1,89E-11;7,31E-14;2,51E-14;1,90E-11;1,48E-10;5,62E-13;6,50E-14;1,49E-10;7,24E-10;2,74E-12;2,42E-13;7,27E-10
4,43;5,97E-12;2,24E-14;2,46E-14;6,02E-12;1,86E-11;7,05E-14;2,82E-14;1,87E-11;1,45E-10;5,51E-13;6,43E-14;1,46E-10;7,09E-10;2,69E-12;2,25E-13;7,12E-10
4,44;5,83E-12;2,10E-14;2,20E-14;5,87E-12;1,77E-11;6,75E-14;2,57E-14;1,78E-11;1,36E-10;5,33E-13;6,34E-14;1,37E-10;6,63E-10;2,60E-12;2,31E-13;6,66E-10
4,45;5,73E-12;2,61E-14;2,50E-14;5,78E-12;1,76E-11;7,19E-14;2,85E-14;1,77E-11;1,37E-10;5,30E-13;6,31E-14;1,37E-10;6,65E-10;2,57E-12;2,17E-13;6,68E-10
4,46;5,90E-12;2,38E-14;2,42E-14;5,95E-12;1,77E-11;6,78E-14;2,77E-14;1,78E-11;1,36E-10;5,08E-13;6,26E-14;1,36E-10;6,59E-10;2,46E-12;2,18E-13;6,62E-10
4,47;5,64E-12;2,45E-14;2,71E-14;5,69E-12;1,70E-11;6,80E-14;3,06E-14;1,71E-11;1,31E-10;5,04E-13;6,50E-14;1,31E-10;6,35E-10;2,44E-12;2,18E-13;6,38E-10
4,48;5,54E-12;2,31E-14;2,51E-14;5,59E-12;1,68E-11;6,30E-14;2,84E-14;1,69E-11;1,29E-10;4,62E-13;6,15E-14;1,30E-10;6,29E-10;2,23E-12;2,09E-13;6,32E-10
4,49;5,43E-12;2,67E-14;2,54E-14;5,48E-12;1,63E-11;6,70E-14;2,87E-14;1,64E-11;1,25E-10;4,70E-13;6,16E-14;1,26E-10;6,09E-10;2,26E-12;2,08E-13;6,11E-10
4,50;5,49E-12;2,49E-14;2,78E-14;5,55E-12;1,62E-11;6,45E-14;3,10E-14;1,63E-11;1,23E-10;4,60E-13;6,32E-14;1,23E-10;5,98E-10;2,22E-12;2,06E-13;6,00E-10
4,51;5,85E-12;2,16E-14;2,65E-14;5,90E-12;1,63E-11;5,82E-14;2,95E-14;1,64E-11;1,21E-10;4,25E-13;5,95E-14;1,21E-10;5,86E-10;2,05E-12;1,93E-13;5,88E-10
4,52;5,43E-12;2,21E-14;2,81E-14;5,48E-12;1,52E-11;5,70E-14;3,11E-14;1,53E-11;1,13E-10;4,06E-13;6,18E-14;1,14E-10;5,48E-10;1,96E-12;1,98E-13;5,50E-10
4,53;5,61E-12;1,88E-14;2,04E-14;5,65E-12;1,52E-11;5,49E-14;2,33E-14;1,53E-11;1,11E-10;4,15E-13;5,27E-14;1,12E-10;5,37E-10;2,02E-12;1,83E-13;5,39E-10
4,54;5,58E-12;2,16E-14;2,10E-14;5,62E-12;1,50E-11;5,79E-14;2,36E-14;1,51E-11;1,09E-10;4,20E-13;4,99E-14;1,10E-10;5,28E-10;2,03E-12;1,67E-13;5,30E-10
4,55;5,36E-12;1,99E-14;2,67E-14;5,40E-12;1,49E-11;5,46E-14;2,93E-14;1,49E-11;1,10E-10;4,02E-13;5,54E-14;1,10E-10;5,32E-10;1,95E-12;1,71E-13;5,34E-10
4,56;5,69E-12;1,78E-14;2,66E-14;5,74E-12;1,49E-11;5,20E-14;2,93E-14;1,50E-11;1,07E-10;3,93E-13;5,61E-14;1,07E-10;5,15E-10;1,91E-12;1,75E-13;5,17E-10
4,57;5,45E-12;2,41E-14;2,26E-14;5,49E-12;1,43E-11;5,38E-14;2,50E-14;1,44E-11;1,03E-10;3,51E-13;4,94E-14;1,03E-10;4,97E-10;1,67E-12;1,58E-13;4,98E-10
4,58;5,46E-12;2,17E-14;2,42E-14;5,50E-12;1,41E-11;5,38E-14;2,67E-14;1,41E-11;1,00E-10;3,75E-13;5,12E-14;1,01E-10;4,83E-10;1,80E-12;1,60E-13;4,85E-10
4,59;5,58E-12;2,21E-14;2,68E-14;5,63E-12;1,41E-11;5,33E-14;2,93E-14;1,42E-11;9,95E-11;3,65E-13;5,41E-14;9,99E-11;4,79E-10;1,75E-12;1,64E-13;4,81E-10
4,60;5,33E-12;2,30E-14;2,26E-14;5,38E-12;1,36E-11;5,17E-14;2,51E-14;1,37E-11;9,61E-11;3,39E-13;4,96E-14;9,65E-11;4,63E-10;1,62E-12;1,59E-13;4,65E-10
4,61;5,46E-12;2,21E-14;2,55E-14;5,51E-12;1,37E-11;5,12E-14;2,78E-14;1,38E-11;9,59E-11;3,43E-13;5,03E-14;9,62E-11;4,61E-10;1,64E-12;1,50E-13;4,63E-10
4,62;5,46E-12;1,53E-14;2,52E-14;5,50E-12;1,34E-11;4,52E-14;2,74E-14;1,35E-11;9,26E-11;3,44E-13;4,97E-14;9,30E-11;4,45E-10;1,67E-12;1,48E-13;4,47E-10
4,63;5,38E-12;2,56E-14;3,54E-14;5,44E-12;1,30E-11;5,41E-14;3,76E-14;1,31E-11;8,91E-11;3,39E-13;5,97E-14;8,95E-11;4,27E-10;1,60E-12;1,58E-13;4,29E-10
4,64;5,37E-12;2,25E-14;2,83E-14;5,42E-12;1,28E-11;4,89E-14;3,06E-14;1,29E-11;8,76E-11;3,13E-13;5,39E-14;8,79E-11;4,20E-10;1,49E-12;1,58E-13;4,21E-10
4,65;5,31E-12;2,89E-14;2,52E-14;5,37E-12;1,26E-11;5,49E-14;2,74E-14;1,27E-11;8,53E-11;3,15E-13;4,92E-14;8,57E-11;4,09E-10;1,47E-12;1,46E-13;4,10E-10
4,66;5,29E-12;2,47E-14;2,31E-14;5,33E-12;1,25E-11;4,97E-14;2,52E-14;1,26E-11;8,48E-11;2,99E-13;4,67E-14;8,52E-11;4,06E-10;1,41E-12;1,42E-13;4,08E-10
4,67;5,18E-12;2,37E-14;2,14E-14;5,23E-12;1,22E-11;5,00E-14;2,35E-14;1,23E-11;8,27E-11;3,13E-13;4,44E-14;8,30E-11;3,96E-10;1,48E-12;1,37E-13;3,97E-10
4,68;5,31E-12;2,26E-14;2,22E-14;5,36E-12;1,22E-11;4,75E-14;2,42E-14;1,23E-11;8,12E-11;2,96E-13;4,40E-14;8,16E-11;3,88E-10;1,40E-12;1,32E-13;3,90E-10
4,69;5,18E-12;2,96E-14;2,36E-14;5,23E-12;1,18E-11;5,51E-14;2,57E-14;1,19E-11;7,80E-11;3,11E-13;4,67E-14;7,84E-11;3,72E-10;1,45E-12;1,40E-13;3,74E-10
4,70;5,40E-12;2,28E-14;2,05E-14;5,45E-12;1,19E-11;4,73E-14;2,25E-14;1,19E-11;7,64E-11;2,93E-13;4,24E-14;7,67E-11;3,63E-10;1,38E-12;1,31E-13;3,65E-10
4,71;5,42E-12;2,30E-14;2,08E-14;5,46E-12;1,20E-11;4,80E-14;2,28E-14;1,21E-11;7,76E-11;2,98E-13;4,24E-14;7,80E-11;3,69E-10;1,41E-12;1,30E-13;3,71E-10
4,72;5,21E-12;1,97E-14;2,46E-14;5,25E-12;1,14E-11;4,42E-14;2,65E-14;1,15E-11;7,34E-11;2,89E-13;4,58E-14;7,38E-11;3,49E-10;1,38E-12;1,31E-13;3,51E-10
4,73;5,67E-12;2,53E-14;2,35E-14;5,72E-12;1,16E-11;4,85E-14;2,52E-14;1,16E-11;7,06E-11;2,81E-13;4,27E-14;7,09E-11;3,33E-10;1,32E-12;1,20E-13;3,34E-10
4,74;5,30E-12;2,37E-14;2,16E-14;5,35E-12;1,14E-11;4,57E-14;2,34E-14;1,14E-11;7,20E-11;2,66E-13;4,14E-14;7,23E-11;3,42E-10;1,24E-12;1,21E-13;3,43E-10
4,75;5,51E-12;1,96E-14;2,09E-14;5,55E-12;1,14E-11;4,19E-14;2,25E-14;1,14E-11;6,98E-11;2,64E-13;3,91E-14;7,01E-11;3,29E-10;1,25E-12;1,13E-13;3,31E-10
4,76;5,19E-12;1,95E-14;2,41E-14;5,24E-12;1,08E-11;3,98E-14;2,57E-14;1,09E-11;6,67E-11;2,43E-13;4,16E-14;6,70E-11;3,15E-10;1,15E-12;1,12E-13;3,17E-10
4,77;5,39E-12;2,11E-14;2,36E-14;5,44E-12;1,09E-11;4,13E-14;2,52E-14;1,10E-11;6,59E-11;2,44E-13;4,17E-14;6,61E-11;3,10E-10;1,14E-12;1,15E-13;3,11E-10
4,78;5,34E-12;2,83E-14;2,13E-14;5,39E-12;1,07E-11;4,79E-14;2,29E-14;1,08E-11;6,40E-11;2,44E-13;3,85E-14;6,43E-11;3,01E-10;1,12E-12;1,08E-13;3,02E-10
4,79;5,12E-12;2,92E-14;1,38E-14;5,16E-12;1,04E-11;4,87E-14;1,54E-14;1,04E-11;6,29E-11;2,44E-13;3,13E-14;6,32E-11;2,96E-10;1,11E-12;1,02E-13;2,98E-10
4,80;5,07E-12;2,43E-14;1,58E-14;5,11E-12;9,94E-12;4,42E-14;1,74E-14;1,00E-11;5,87E-11;2,43E-13;3,32E-14;5,90E-11;2,75E-10;1,12E-12;1,03E-13;2,77E-10
4,81;5,21E-12;2,08E-14;2,35E-14;5,26E-12;9,83E-12;4,08E-14;2,51E-14;9,90E-12;5,60E-11;2,40E-13;4,08E-14;5,63E-11;2,61E-10;1,13E-12;1,11E-13;2,63E-10
4,82;5,32E-12;2,00E-14;1,96E-14;5,35E-12;9,69E-12;3,74E-14;2,11E-14;9,74E-12;5,34E-11;2,12E-13;3,63E-14;5,36E-11;2,48E-10;9,89E-13;1,04E-13;2,49E-10
4,83;5,32E-12;2,56E-14;1,92E-14;5,37E-12;9,65E-12;4,45E-14;2,07E-14;9,72E-12;5,29E-11;2,33E-13;3,52E-14;5,32E-11;2,45E-10;1,07E-12;9,96E-14;2,47E-10
4,84;5,29E-12;2,28E-14;2,09E-14;5,33E-12;9,47E-12;3,98E-14;2,23E-14;9,54E-12;5,13E-11;2,10E-13;3,65E-14;5,16E-11;2,37E-10;9,66E-13;9,96E-14;2,38E-10
4,85;5,28E-12;2,03E-14;2,22E-14;5,33E-12;9,18E-12;3,68E-14;2,37E-14;9,24E-12;4,82E-11;2,02E-13;3,84E-14;4,84E-11;2,21E-10;9,36E-13;1,04E-13;2,22E-10
4,86;5,15E-12;1,69E-14;2,00E-14;5,19E-12;8,87E-12;3,35E-14;2,13E-14;8,92E-12;4,60E-11;2,00E-13;3,41E-14;4,62E-11;2,11E-10;9,39E-13;9,11E-14;2,12E-10
4,87;5,07E-12;1,68E-14;2,85E-14;5,12E-12;8,56E-12;3,15E-14;2,98E-14;8,62E-12;4,34E-11;1,79E-13;4,26E-14;4,37E-11;1,98E-10;8,34E-13;9,96E-14;1,99E-10
4,88;4,96E-12;1,93E-14;2,07E-14;5,00E-12;8,18E-12;3,27E-14;2,18E-14;8,24E-12;4,04E-11;1,67E-13;3,26E-14;4,06E-11;1,84E-10;7,62E-13;8,08E-14;1,84E-10
4,89;5,01E-12;1,69E-14;2,49E-14;5,06E-12;8,03E-12;2,84E-14;2,57E-14;8,08E-12;3,82E-11;1,43E-13;3,42E-14;3,83E-11;1,72E-10;6,52E-13;7,20E-14;1,73E-10
4,90;4,97E-12;1,84E-14;1,99E-14;5,01E-12;7,84E-12;2,62E-14;2,05E-14;7,89E-12;3,65E-11;1,04E-13;2,67E-14;3,66E-11;1,64E-10;4,50E-13;5,42E-14;1,64E-10
4,91;5,13E-12;2,09E-14;1,93E-14;5,17E-12;7,63E-12;2,53E-14;1,97E-14;7,68E-12;3,27E-11;6,92E-14;2,33E-14;3,28E-11;1,44E-10;2,64E-13;3,94E-14;1,44E-10
4,92;5,15E-12;1,78E-14;2,40E-14;5,19E-12;7,61E-12;2,03E-14;2,42E-14;7,66E-12;3,22E-11;4,53E-14;2,67E-14;3,23E-11;1,42E-10;1,56E-13;3,78E-14;1,42E-10
4,93;4,89E-12;1,55E-14;2,05E-14;4,93E-12;7,31E-12;1,77E-14;2,07E-14;7,35E-12;3,16E-11;3,92E-14;2,24E-14;3,16E-11;1,39E-10;1,35E-13;3,01E-14;1,40E-10
4,94;4,78E-12;1,46E-14;2,10E-14;4,81E-12;7,11E-12;1,63E-14;2,11E-14;7,14E-12;3,04E-11;3,30E-14;2,29E-14;3,04E-11;1,34E-10;1,07E-13;3,09E-14;1,34E-10
4,95;5,01E-12;1,75E-14;2,17E-14;5,05E-12;7,33E-12;1,95E-14;2,18E-14;7,37E-12;3,05E-11;3,87E-14;2,32E-14;3,06E-11;1,33E-10;1,24E-13;2,91E-14;1,34E-10
4,96;4,93E-12;1,93E-14;2,02E-14;4,97E-12;7,20E-12;2,14E-14;2,04E-14;7,24E-12;2,99E-11;4,26E-14;2,22E-14;3,00E-11;1,31E-10;1,37E-13;3,06E-14;1,31E-10
4,97;5,03E-12;1,87E-14;1,86E-14;5,07E-12;7,35E-12;2,11E-14;1,88E-14;7,39E-12;3,05E-11;4,44E-14;2,05E-14;3,06E-11;1,33E-10;1,48E-13;2,84E-14;1,34E-10
4,98;4,79E-12;1,86E-14;1,97E-14;4,83E-12;6,96E-12;2,20E-14;1,99E-14;7,00E-12;2,86E-11;5,63E-14;2,23E-14;2,87E-11;1,25E-10;2,09E-13;3,32E-14;1,25E-10
4,99;4,85E-12;1,93E-14;2,57E-14;4,89E-12;7,05E-12;2,38E-14;2,60E-14;7,10E-12;2,91E-11;6,89E-14;2,98E-14;2,92E-11;1,27E-10;2,69E-13;4,65E-14;1,28E-10
5,00;4,74E-12;2,01E-14;2,33E-14;4,78E-12;7,02E-12;2,62E-14;2,38E-14;7,07E-12;2,98E-11;8,74E-14;2,88E-14;2,99E-11;1,31E-10;3,59E-13;5,13E-14;1,31E-10
5,01;4,90E-12;2,02E-14;2,45E-14;4,95E-12;7,32E-12;3,18E-14;2,53E-14;7,38E-12;3,15E-11;1,48E-13;3,32E-14;3,17E-11;1,39E-10;6,63E-13;6,82E-14;1,40E-10
5,02;4,80E-12;2,31E-14;1,79E-14;4,84E-12;7,32E-12;4,22E-14;1,93E-14;7,38E-12;3,25E-11;2,33E-13;3,30E-14;3,27E-11;1,44E-10;1,08E-12;9,42E-14;1,45E-10
5,03;5,13E-12;2,68E-14;1,75E-14;5,18E-12;7,66E-12;4,06E-14;1,85E-14;7,72E-12;3,29E-11;1,79E-13;2,88E-14;3,31E-11;1,45E-10;7,93E-13;7,45E-14;1,46E-10
5,04;4,79E-12;1,77E-14;1,96E-14;4,83E-12;7,03E-12;2,82E-14;2,03E-14;7,08E-12;2,94E-11;1,33E-13;2,74E-14;2,96E-11;1,29E-10;5,98E-13;5,89E-14;1,30E-10
5,05;4,73E-12;2,08E-14;1,90E-14;4,77E-12;7,04E-12;2,82E-14;1,95E-14;7,09E-12;3,02E-11;1,02E-13;2,46E-14;3,03E-11;1,33E-10;4,30E-13;4,69E-14;1,33E-10
5,06;4,93E-12;1,81E-14;2,26E-14;4,97E-12;7,11E-12;2,34E-14;2,30E-14;7,16E-12;2,89E-11;7,67E-14;2,75E-14;2,90E-11;1,26E-10;3,14E-13;4,76E-14;1,26E-10
5,07;4,92E-12;2,18E-14;2,00E-14;4,96E-12;7,11E-12;2,69E-14;2,04E-14;7,16E-12;2,90E-11;7,81E-14;2,39E-14;2,91E-11;1,26E-10;3,06E-13;3,95E-14;1,27E-10
5,08;5,04E-12;1,46E-14;2,39E-14;5,07E-12;7,22E-12;1,99E-14;2,42E-14;7,26E-12;2,90E-11;7,30E-14;2,77E-14;2,91E-11;1,26E-10;3,09E-13;4,28E-14;1,26E-10
5,09;5,00E-12;1,44E-14;1,80E-14;5,04E-12;7,14E-12;1,88E-14;1,83E-14;7,18E-12;2,85E-11;6,24E-14;2,16E-14;2,86E-11;1,24E-10;2,56E-13;3,61E-14;1,24E-10
5,10;4,97E-12;1,50E-14;2,26E-14;5,01E-12;7,21E-12;1,89E-14;2,29E-14;7,25E-12;2,96E-11;5,84E-14;2,60E-14;2,97E-11;1,29E-10;2,34E-13;3,96E-14;1,29E-10
5,11;4,97E-12;1,55E-14;2,67E-14;5,01E-12;7,13E-12;1,90E-14;2,70E-14;7,17E-12;2,87E-11;5,35E-14;3,03E-14;2,88E-11;1,24E-10;2,07E-13;4,47E-14;1,25E-10
