zero of S position (m) defined 1334,4m before the entrance of the first dipole;Stabilised Pressure profils Dose = 0,1A*h (7BA section);;;;;;;;;;;;;;;
Current ?;1mA;;;;10mA;;;;100mA;;;;500mA;;;
Average (mbar)?;1,46E-10;6,94E-12;1,73E-12;1,55E-10;1,42E-09;6,92E-11;1,70E-11;1,50E-09;1,41E-08;6,91E-10;1,70E-10;1,50E-08;7,06E-08;3,46E-09;8,49E-10;7,49E-08
S position (m);H2;CO;CO2;Total;H2;CO;CO2;Total;H2;CO;CO2;Total;H2;CO;CO2;Total
4,18;1,57E-10;7,33E-12;1,78E-12;1,66E-10;1,52E-09;7,31E-11;1,74E-11;1,61E-09;1,51E-08;7,30E-10;1,73E-10;1,61E-08;7,57E-08;3,65E-09;8,66E-10;8,02E-08
4,19;1,32E-10;5,99E-12;1,52E-12;1,39E-10;1,27E-09;5,96E-11;1,46E-11;1,34E-09;1,26E-08;5,95E-10;1,46E-10;1,34E-08;6,31E-08;2,98E-09;7,29E-10;6,69E-08
4,20;1,06E-10;4,49E-12;1,13E-12;1,11E-10;1,00E-09;4,44E-11;1,06E-11;1,06E-09;9,99E-09;4,44E-10;1,05E-10;1,05E-08;4,99E-08;2,22E-09;5,24E-10;5,27E-08
4,21;8,22E-11;2,91E-12;7,88E-13;8,59E-11;7,59E-10;2,83E-11;6,76E-12;7,94E-10;7,52E-09;2,82E-10;6,65E-11;7,87E-09;3,76E-08;1,41E-09;3,32E-10;3,93E-08
4,22;7,64E-11;2,59E-12;6,93E-13;7,97E-11;7,00E-10;2,50E-11;5,87E-12;7,31E-10;6,94E-09;2,49E-10;5,76E-11;7,25E-09;3,47E-08;1,25E-09;2,87E-10;3,62E-08
4,23;7,77E-11;2,88E-12;7,49E-13;8,13E-11;7,18E-10;2,82E-11;6,72E-12;7,53E-10;7,12E-09;2,82E-10;6,64E-11;7,47E-09;3,56E-08;1,41E-09;3,32E-10;3,73E-08
4,24;8,24E-11;2,82E-12;7,54E-13;8,60E-11;7,69E-10;2,78E-11;7,03E-12;8,04E-10;7,63E-09;2,78E-10;6,97E-11;7,98E-09;3,81E-08;1,39E-09;3,48E-10;3,99E-08
4,25;8,56E-11;2,48E-12;5,97E-13;8,86E-11;8,04E-10;2,45E-11;5,60E-12;8,34E-10;7,99E-09;2,45E-10;5,57E-11;8,29E-09;3,99E-08;1,22E-09;2,78E-10;4,14E-08
4,26;8,87E-11;2,25E-12;5,56E-13;9,15E-11;8,35E-10;2,22E-11;5,21E-12;8,63E-10;8,30E-09;2,22E-10;5,18E-11;8,57E-09;4,15E-08;1,11E-09;2,59E-10;4,28E-08
4,27;9,15E-11;2,77E-12;7,32E-13;9,50E-11;8,68E-10;2,74E-11;7,04E-12;9,02E-10;8,63E-09;2,74E-10;7,01E-11;8,98E-09;4,31E-08;1,37E-09;3,50E-10;4,49E-08
4,28;9,89E-11;3,88E-12;9,78E-13;1,04E-10;9,39E-10;3,86E-11;9,46E-12;9,88E-10;9,34E-09;3,86E-10;9,43E-11;9,82E-09;4,67E-08;1,93E-09;4,71E-10;4,91E-08
4,29;1,03E-10;4,66E-12;1,12E-12;1,09E-10;9,86E-10;4,64E-11;1,10E-11;1,04E-09;9,81E-09;4,64E-10;1,10E-10;1,04E-08;4,90E-08;2,32E-09;5,49E-10;5,19E-08
4,30;1,04E-10;4,88E-12;1,17E-12;1,10E-10;9,97E-10;4,86E-11;1,15E-11;1,06E-09;9,92E-09;4,86E-10;1,15E-10;1,05E-08;4,96E-08;2,43E-09;5,73E-10;5,26E-08
4,31;1,04E-10;4,57E-12;1,14E-12;1,10E-10;9,96E-10;4,55E-11;1,12E-11;1,05E-09;9,91E-09;4,55E-10;1,12E-10;1,05E-08;4,96E-08;2,27E-09;5,58E-10;5,24E-08
4,32;1,05E-10;4,14E-12;1,04E-12;1,10E-10;1,01E-09;4,12E-11;1,02E-11;1,06E-09;1,00E-08;4,12E-10;1,02E-10;1,06E-08;5,02E-08;2,06E-09;5,08E-10;5,28E-08
4,33;1,02E-10;3,62E-12;9,05E-13;1,07E-10;9,80E-10;3,60E-11;8,90E-12;1,02E-09;9,75E-09;3,60E-10;8,88E-11;1,02E-08;4,87E-08;1,80E-09;4,44E-10;5,10E-08
4,34;1,01E-10;3,41E-12;8,40E-13;1,05E-10;9,65E-10;3,40E-11;8,23E-12;1,01E-09;9,61E-09;3,39E-10;8,21E-11;1,00E-08;4,80E-08;1,70E-09;4,10E-10;5,01E-08
4,35;9,91E-11;3,17E-12;8,09E-13;1,03E-10;9,45E-10;3,15E-11;7,89E-12;9,84E-10;9,41E-09;3,15E-10;7,87E-11;9,80E-09;4,70E-08;1,57E-09;3,93E-10;4,90E-08
4,36;9,80E-11;3,03E-12;7,65E-13;1,02E-10;9,37E-10;3,01E-11;7,46E-12;9,75E-10;9,33E-09;3,01E-10;7,44E-11;9,71E-09;4,66E-08;1,51E-09;3,72E-10;4,85E-08
4,37;9,59E-11;2,85E-12;6,79E-13;9,94E-11;9,13E-10;2,84E-11;6,61E-12;9,48E-10;9,09E-09;2,83E-10;6,59E-11;9,44E-09;4,54E-08;1,42E-09;3,29E-10;4,72E-08
4,38;9,48E-11;2,72E-12;6,94E-13;9,83E-11;9,05E-10;2,71E-11;6,77E-12;9,38E-10;9,00E-09;2,71E-10;6,75E-11;9,34E-09;4,50E-08;1,35E-09;3,38E-10;4,67E-08
4,39;9,07E-11;2,64E-12;6,83E-13;9,40E-11;8,63E-10;2,63E-11;6,61E-12;8,96E-10;8,58E-09;2,63E-10;6,58E-11;8,91E-09;4,29E-08;1,31E-09;3,29E-10;4,45E-08
4,40;9,03E-11;2,49E-12;6,24E-13;9,34E-11;8,58E-10;2,47E-11;6,04E-12;8,88E-10;8,53E-09;2,47E-10;6,02E-11;8,84E-09;4,26E-08;1,24E-09;3,01E-10;4,42E-08
4,41;8,85E-11;2,54E-12;6,42E-13;9,16E-11;8,45E-10;2,52E-11;6,27E-12;8,77E-10;8,41E-09;2,52E-10;6,25E-11;8,73E-09;4,20E-08;1,26E-09;3,13E-10;4,36E-08
4,42;8,46E-11;2,34E-12;6,15E-13;8,76E-11;8,05E-10;2,33E-11;5,98E-12;8,34E-10;8,00E-09;2,33E-10;5,96E-11;8,30E-09;4,00E-08;1,16E-09;2,98E-10;4,15E-08
4,43;8,36E-11;2,38E-12;5,91E-13;8,66E-11;7,93E-10;2,36E-11;5,74E-12;8,22E-10;7,88E-09;2,36E-10;5,72E-11;8,18E-09;3,94E-08;1,18E-09;2,86E-10;4,09E-08
4,44;8,00E-11;2,24E-12;5,81E-13;8,28E-11;7,60E-10;2,22E-11;5,61E-12;7,87E-10;7,56E-09;2,22E-10;5,59E-11;7,83E-09;3,78E-08;1,11E-09;2,79E-10;3,91E-08
4,45;7,97E-11;2,08E-12;5,57E-13;8,23E-11;7,56E-10;2,07E-11;5,41E-12;7,82E-10;7,52E-09;2,07E-10;5,39E-11;7,78E-09;3,76E-08;1,04E-09;2,70E-10;3,89E-08
4,46;7,81E-11;2,05E-12;5,62E-13;8,07E-11;7,42E-10;2,03E-11;5,42E-12;7,68E-10;7,38E-09;2,03E-10;5,40E-11;7,64E-09;3,69E-08;1,01E-09;2,70E-10;3,82E-08
4,47;7,81E-11;2,06E-12;5,27E-13;8,06E-11;7,42E-10;2,04E-11;5,09E-12;7,67E-10;7,38E-09;2,04E-10;5,08E-11;7,63E-09;3,69E-08;1,02E-09;2,54E-10;3,82E-08
4,48;7,64E-11;2,02E-12;5,12E-13;7,89E-11;7,26E-10;2,00E-11;4,93E-12;7,51E-10;7,22E-09;2,00E-10;4,91E-11;7,47E-09;3,61E-08;1,00E-09;2,45E-10;3,73E-08
4,49;7,60E-11;1,99E-12;5,15E-13;7,85E-11;7,22E-10;1,98E-11;4,95E-12;7,47E-10;7,19E-09;1,98E-10;4,93E-11;7,43E-09;3,59E-08;9,89E-10;2,46E-10;3,72E-08
4,50;7,42E-11;1,97E-12;4,88E-13;7,66E-11;7,02E-10;1,95E-11;4,71E-12;7,26E-10;6,98E-09;1,95E-10;4,69E-11;7,22E-09;3,49E-08;9,75E-10;2,35E-10;3,61E-08
4,51;6,95E-11;1,90E-12;4,83E-13;7,19E-11;6,56E-10;1,88E-11;4,63E-12;6,80E-10;6,52E-09;1,88E-10;4,61E-11;6,76E-09;3,26E-08;9,41E-10;2,30E-10;3,38E-08
4,52;6,99E-11;1,82E-12;4,58E-13;7,22E-11;6,61E-10;1,81E-11;4,43E-12;6,84E-10;6,57E-09;1,81E-10;4,41E-11;6,80E-09;3,29E-08;9,03E-10;2,21E-10;3,40E-08
4,53;6,78E-11;1,81E-12;4,55E-13;7,01E-11;6,41E-10;1,79E-11;4,36E-12;6,63E-10;6,37E-09;1,79E-10;4,34E-11;6,59E-09;3,18E-08;8,96E-10;2,17E-10;3,29E-08
4,54;6,71E-11;1,76E-12;4,45E-13;6,93E-11;6,34E-10;1,74E-11;4,31E-12;6,55E-10;6,30E-09;1,74E-10;4,30E-11;6,52E-09;3,15E-08;8,71E-10;2,15E-10;3,26E-08
4,55;6,55E-11;1,74E-12;4,55E-13;6,77E-11;6,16E-10;1,72E-11;4,33E-12;6,38E-10;6,12E-09;1,72E-10;4,31E-11;6,34E-09;3,06E-08;8,59E-10;2,15E-10;3,17E-08
4,56;6,48E-11;1,69E-12;4,18E-13;6,69E-11;6,08E-10;1,67E-11;3,98E-12;6,28E-10;6,04E-09;1,67E-10;3,96E-11;6,24E-09;3,02E-08;8,36E-10;1,98E-10;3,12E-08
4,57;6,37E-11;1,68E-12;4,16E-13;6,58E-11;5,98E-10;1,66E-11;3,93E-12;6,19E-10;5,94E-09;1,66E-10;3,90E-11;6,15E-09;2,97E-08;8,31E-10;1,95E-10;3,07E-08
4,58;6,12E-11;1,56E-12;3,71E-13;6,31E-11;5,72E-10;1,54E-11;3,52E-12;5,91E-10;5,68E-09;1,54E-10;3,50E-11;5,87E-09;2,84E-08;7,70E-10;1,75E-10;2,93E-08
4,59;6,01E-11;1,53E-12;3,61E-13;6,20E-11;5,61E-10;1,51E-11;3,42E-12;5,80E-10;5,57E-09;1,51E-10;3,40E-11;5,76E-09;2,79E-08;7,54E-10;1,70E-10;2,88E-08
4,60;5,86E-11;1,49E-12;3,57E-13;6,04E-11;5,44E-10;1,47E-11;3,39E-12;5,62E-10;5,40E-09;1,47E-10;3,37E-11;5,58E-09;2,70E-08;7,35E-10;1,68E-10;2,79E-08
4,61;5,54E-11;1,43E-12;3,56E-13;5,72E-11;5,13E-10;1,42E-11;3,40E-12;5,31E-10;5,09E-09;1,41E-10;3,38E-11;5,27E-09;2,54E-08;7,07E-10;1,69E-10;2,63E-08
4,62;5,60E-11;1,46E-12;3,52E-13;5,78E-11;5,20E-10;1,44E-11;3,33E-12;5,38E-10;5,17E-09;1,43E-10;3,31E-11;5,34E-09;2,58E-08;7,17E-10;1,66E-10;2,67E-08
4,63;5,42E-11;1,36E-12;3,32E-13;5,59E-11;5,04E-10;1,34E-11;3,10E-12;5,21E-10;5,00E-09;1,34E-10;3,08E-11;5,17E-09;2,50E-08;6,71E-10;1,54E-10;2,58E-08
4,64;5,19E-11;1,37E-12;3,36E-13;5,36E-11;4,81E-10;1,35E-11;3,14E-12;4,98E-10;4,78E-09;1,35E-10;3,12E-11;4,94E-09;2,39E-08;6,75E-10;1,56E-10;2,47E-08
4,65;5,12E-11;1,25E-12;3,26E-13;5,27E-11;4,74E-10;1,23E-11;3,08E-12;4,89E-10;4,70E-09;1,23E-10;3,06E-11;4,85E-09;2,35E-08;6,15E-10;1,53E-10;2,42E-08
4,66;5,01E-11;1,30E-12;3,25E-13;5,18E-11;4,63E-10;1,28E-11;3,01E-12;4,79E-10;4,59E-09;1,28E-10;2,99E-11;4,75E-09;2,29E-08;6,40E-10;1,49E-10;2,37E-08
4,67;5,07E-11;1,26E-12;3,22E-13;5,22E-11;4,66E-10;1,25E-11;2,99E-12;4,82E-10;4,62E-09;1,25E-10;2,96E-11;4,77E-09;2,31E-08;6,24E-10;1,48E-10;2,39E-08
4,68;4,84E-11;1,28E-12;3,21E-13;5,00E-11;4,44E-10;1,27E-11;2,99E-12;4,60E-10;4,41E-09;1,27E-10;2,96E-11;4,56E-09;2,20E-08;6,33E-10;1,48E-10;2,28E-08
4,69;4,90E-11;1,16E-12;3,19E-13;5,05E-11;4,51E-10;1,14E-11;3,00E-12;4,66E-10;4,47E-09;1,14E-10;2,98E-11;4,62E-09;2,23E-08;5,70E-10;1,49E-10;2,31E-08
4,70;4,68E-11;1,17E-12;2,80E-13;4,83E-11;4,28E-10;1,15E-11;2,59E-12;4,42E-10;4,24E-09;1,15E-10;2,57E-11;4,38E-09;2,12E-08;5,75E-10;1,29E-10;2,19E-08
4,71;4,74E-11;1,14E-12;2,91E-13;4,89E-11;4,31E-10;1,13E-11;2,72E-12;4,45E-10;4,27E-09;1,12E-10;2,70E-11;4,41E-09;2,13E-08;5,62E-10;1,35E-10;2,20E-08
4,72;4,54E-11;1,16E-12;3,02E-13;4,69E-11;4,15E-10;1,14E-11;2,82E-12;4,29E-10;4,11E-09;1,14E-10;2,80E-11;4,25E-09;2,05E-08;5,69E-10;1,40E-10;2,12E-08
4,73;4,46E-11;1,06E-12;3,03E-13;4,59E-11;4,06E-10;1,05E-11;2,87E-12;4,19E-10;4,02E-09;1,05E-10;2,85E-11;4,15E-09;2,01E-08;5,24E-10;1,43E-10;2,07E-08
4,74;4,48E-11;1,07E-12;3,20E-13;4,62E-11;4,10E-10;1,05E-11;3,04E-12;4,23E-10;4,06E-09;1,05E-10;3,02E-11;4,19E-09;2,03E-08;5,25E-10;1,51E-10;2,09E-08
4,75;4,39E-11;1,04E-12;2,90E-13;4,52E-11;4,01E-10;1,03E-11;2,70E-12;4,14E-10;3,97E-09;1,03E-10;2,68E-11;4,10E-09;1,98E-08;5,15E-10;1,34E-10;2,05E-08
4,76;4,09E-11;1,07E-12;2,77E-13;4,22E-11;3,73E-10;1,05E-11;2,56E-12;3,86E-10;3,69E-09;1,05E-10;2,54E-11;3,82E-09;1,84E-08;5,24E-10;1,27E-10;1,91E-08
4,77;3,91E-11;9,91E-13;2,72E-13;4,03E-11;3,53E-10;9,75E-12;2,51E-12;3,65E-10;3,49E-09;9,73E-11;2,49E-11;3,61E-09;1,74E-08;4,87E-10;1,25E-10;1,81E-08
4,78;3,91E-11;1,02E-12;2,60E-13;4,03E-11;3,53E-10;1,00E-11;2,41E-12;3,65E-10;3,49E-09;1,00E-10;2,39E-11;3,61E-09;1,74E-08;5,00E-10;1,19E-10;1,80E-08
4,79;3,74E-11;1,04E-12;2,59E-13;3,87E-11;3,34E-10;1,03E-11;2,39E-12;3,47E-10;3,30E-09;1,02E-10;2,37E-11;3,43E-09;1,65E-08;5,12E-10;1,18E-10;1,71E-08
4,80;3,65E-11;1,07E-12;2,37E-13;3,78E-11;3,25E-10;1,05E-11;2,17E-12;3,38E-10;3,21E-09;1,05E-10;2,15E-11;3,34E-09;1,61E-08;5,27E-10;1,07E-10;1,67E-08
4,81;3,52E-11;9,52E-13;2,40E-13;3,64E-11;3,16E-10;9,37E-12;2,11E-12;3,27E-10;3,12E-09;9,35E-11;2,08E-11;3,24E-09;1,56E-08;4,68E-10;1,04E-10;1,62E-08
4,82;3,42E-11;9,12E-13;2,23E-13;3,53E-11;3,04E-10;9,02E-12;1,96E-12;3,15E-10;3,00E-09;9,01E-11;1,94E-11;3,11E-09;1,50E-08;4,50E-10;9,67E-11;1,55E-08
4,83;3,34E-11;9,13E-13;2,37E-13;3,45E-11;2,94E-10;8,99E-12;2,15E-12;3,05E-10;2,90E-09;8,98E-11;2,12E-11;3,01E-09;1,45E-08;4,49E-10;1,06E-10;1,50E-08
4,84;3,20E-11;9,41E-13;2,43E-13;3,32E-11;2,82E-10;9,23E-12;2,22E-12;2,93E-10;2,78E-09;9,22E-11;2,20E-11;2,90E-09;1,39E-08;4,61E-10;1,10E-10;1,45E-08
4,85;3,09E-11;8,43E-13;2,38E-13;3,19E-11;2,71E-10;8,22E-12;2,17E-12;2,81E-10;2,67E-09;8,20E-11;2,15E-11;2,77E-09;1,33E-08;4,10E-10;1,07E-10;1,39E-08
4,86;2,89E-11;8,02E-13;2,08E-13;2,99E-11;2,51E-10;7,88E-12;1,87E-12;2,61E-10;2,48E-09;7,87E-11;1,85E-11;2,57E-09;1,24E-08;3,93E-10;9,26E-11;1,29E-08
4,87;2,81E-11;7,20E-13;1,88E-13;2,90E-11;2,43E-10;7,03E-12;1,68E-12;2,52E-10;2,39E-09;7,01E-11;1,66E-11;2,48E-09;1,20E-08;3,51E-10;8,31E-11;1,24E-08
4,88;2,59E-11;6,45E-13;1,72E-13;2,67E-11;2,23E-10;6,32E-12;1,58E-12;2,31E-10;2,19E-09;6,30E-11;1,56E-11;2,27E-09;1,09E-08;3,15E-10;7,82E-11;1,13E-08
4,89;2,36E-11;5,72E-13;1,56E-13;2,44E-11;1,98E-10;5,55E-12;1,39E-12;2,05E-10;1,94E-09;5,53E-11;1,37E-11;2,01E-09;9,68E-09;2,76E-10;6,86E-11;1,00E-08
4,90;2,26E-11;3,58E-13;1,11E-13;2,31E-11;1,87E-10;3,43E-12;9,17E-13;1,91E-10;1,83E-09;3,41E-11;8,98E-12;1,87E-09;9,11E-09;1,70E-10;4,48E-11;9,33E-09
4,91;2,09E-11;2,11E-13;7,20E-14;2,12E-11;1,72E-10;1,97E-12;5,40E-13;1,75E-10;1,68E-09;1,95E-11;5,22E-12;1,71E-09;8,41E-09;9,76E-11;2,60E-11;8,53E-09
4,92;2,08E-11;1,56E-13;4,87E-14;2,10E-11;1,71E-10;1,43E-12;3,33E-13;1,72E-10;1,67E-09;1,42E-11;3,18E-12;1,69E-09;8,32E-09;7,08E-11;1,58E-11;8,41E-09
4,93;2,02E-11;1,18E-13;4,09E-14;2,04E-11;1,64E-10;1,06E-12;2,55E-13;1,66E-10;1,61E-09;1,05E-11;2,39E-12;1,62E-09;8,01E-09;5,23E-11;1,19E-11;8,08E-09
4,94;1,90E-11;1,26E-13;3,94E-14;1,92E-11;1,52E-10;1,09E-12;2,38E-13;1,54E-10;1,49E-09;1,08E-11;2,23E-12;1,50E-09;7,41E-09;5,38E-11;1,11E-11;7,47E-09
4,95;1,97E-11;1,19E-13;3,95E-14;1,99E-11;1,60E-10;1,06E-12;2,22E-13;1,61E-10;1,56E-09;1,05E-11;2,04E-12;1,58E-09;7,80E-09;5,22E-11;1,01E-11;7,86E-09
4,96;1,82E-11;1,30E-13;4,53E-14;1,83E-11;1,43E-10;1,20E-12;2,61E-13;1,45E-10;1,40E-09;1,19E-11;2,42E-12;1,41E-09;6,97E-09;5,97E-11;1,20E-11;7,04E-09
4,97;1,87E-11;1,56E-13;5,00E-14;1,89E-11;1,48E-10;1,40E-12;3,24E-13;1,50E-10;1,44E-09;1,38E-11;3,06E-12;1,46E-09;7,21E-09;6,89E-11;1,52E-11;7,29E-09
4,98;1,90E-11;1,75E-13;6,08E-14;1,92E-11;1,51E-10;1,60E-12;4,33E-13;1,53E-10;1,47E-09;1,58E-11;4,16E-12;1,49E-09;7,34E-09;7,91E-11;2,07E-11;7,44E-09
4,99;1,90E-11;2,43E-13;7,42E-14;1,93E-11;1,50E-10;2,28E-12;5,93E-13;1,53E-10;1,46E-09;2,27E-11;5,78E-12;1,49E-09;7,27E-09;1,13E-10;2,88E-11;7,42E-09
5,00;1,90E-11;3,27E-13;9,95E-14;1,94E-11;1,51E-10;3,11E-12;7,97E-13;1,54E-10;1,47E-09;3,09E-11;7,77E-12;1,50E-09;7,31E-09;1,55E-10;3,88E-11;7,51E-09
5,01;1,90E-11;5,37E-13;1,43E-13;1,97E-11;1,52E-10;5,23E-12;1,22E-12;1,59E-10;1,49E-09;5,22E-11;1,20E-11;1,55E-09;7,41E-09;2,61E-10;5,99E-11;7,73E-09
5,02;2,03E-11;8,79E-13;2,21E-13;2,14E-11;1,61E-10;8,65E-12;2,06E-12;1,72E-10;1,57E-09;8,63E-11;2,05E-11;1,68E-09;7,84E-09;4,32E-10;1,02E-10;8,38E-09
5,03;1,97E-11;7,68E-13;1,85E-13;2,07E-11;1,57E-10;7,53E-12;1,71E-12;1,66E-10;1,53E-09;7,52E-11;1,69E-11;1,62E-09;7,62E-09;3,76E-10;8,46E-11;8,08E-09
5,04;1,94E-11;4,91E-13;1,30E-13;2,00E-11;1,53E-10;4,77E-12;1,07E-12;1,59E-10;1,49E-09;4,75E-11;1,05E-11;1,55E-09;7,44E-09;2,38E-10;5,25E-11;7,73E-09
5,05;1,92E-11;3,67E-13;1,14E-13;1,97E-11;1,50E-10;3,47E-12;9,54E-13;1,55E-10;1,46E-09;3,45E-11;9,36E-12;1,50E-09;7,28E-09;1,73E-10;4,67E-11;7,50E-09
5,06;1,87E-11;2,94E-13;9,99E-14;1,91E-11;1,46E-10;2,78E-12;8,20E-13;1,49E-10;1,42E-09;2,77E-11;8,02E-12;1,45E-09;7,06E-09;1,38E-10;4,00E-11;7,24E-09
5,07;1,84E-11;2,67E-13;7,30E-14;1,87E-11;1,43E-10;2,50E-12;5,74E-13;1,47E-10;1,39E-09;2,49E-11;5,58E-12;1,42E-09;6,95E-09;1,24E-10;2,78E-11;7,11E-09
5,08;1,78E-11;2,17E-13;7,06E-14;1,81E-11;1,39E-10;2,04E-12;5,22E-13;1,41E-10;1,35E-09;2,02E-11;5,04E-12;1,38E-09;6,73E-09;1,01E-10;2,51E-11;6,86E-09
5,09;1,75E-11;2,33E-13;7,06E-14;1,78E-11;1,37E-10;2,17E-12;5,40E-13;1,40E-10;1,33E-09;2,15E-11;5,23E-12;1,36E-09;6,63E-09;1,08E-10;2,61E-11;6,76E-09
5,10;1,82E-11;1,95E-13;7,14E-14;1,85E-11;1,43E-10;1,80E-12;5,48E-13;1,45E-10;1,39E-09;1,78E-11;5,31E-12;1,41E-09;6,94E-09;8,90E-11;2,65E-11;7,05E-09
5,11;1,89E-11;2,00E-13;6,14E-14;1,91E-11;1,48E-10;1,85E-12;4,80E-13;1,50E-10;1,44E-09;1,83E-11;4,66E-12;1,46E-09;7,17E-09;9,16E-11;2,33E-11;7,29E-09
5,12;1,85E-11;2,05E-13;6,47E-14;1,87E-11;1,44E-10;1,92E-12;5,19E-13;1,47E-10;1,40E-09;1,90E-11;5,07E-12;1,43E-09;7,00E-09;9,51E-11;2,53E-11;7,12E-09
5,13;1,85E-11;1,95E-13;6,32E-14;1,87E-11;1,47E-10;1,81E-12;4,50E-13;1,49E-10;1,43E-09;1,79E-11;4,32E-12;1,45E-09;7,14E-09;8,96E-11;2,15E-11;7,25E-09
5,14;1,88E-11;1,89E-13;6,89E-14;1,90E-11;1,50E-10;1,77E-12;4,66E-13;1,52E-10;1,46E-09;1,76E-11;4,44E-12;1,48E-09;7,29E-09;8,80E-11;2,21E-11;7,40E-09
5,15;1,94E-11;1,83E-13;6,75E-14;1,97E-11;1,56E-10;1,64E-12;4,37E-13;1,58E-10;1,52E-09;1,62E-11;4,13E-12;1,54E-09;7,58E-09;8,11E-11;2,06E-11;7,69E-09
5,16;1,97E-11;1,91E-13;6,78E-14;2,00E-11;1,58E-10;1,78E-12;4,35E-13;1,60E-10;1,54E-09;1,77E-11;4,11E-12;1,56E-09;7,70E-09;8,84E-11;2,04E-11;7,81E-09
5,17;2,07E-11;1,55E-13;6,55E-14;2,10E-11;1,68E-10;1,39E-12;4,27E-13;1,70E-10;1,64E-09;1,38E-11;4,04E-12;1,66E-09;8,19E-09;6,88E-11;2,01E-11;8,28E-09
5,18;2,08E-11;1,72E-13;5,75E-14;2,10E-11;1,67E-10;1,55E-12;3,20E-13;1,69E-10;1,63E-09;1,54E-11;2,94E-12;1,65E-09;8,13E-09;7,68E-11;1,46E-11;8,22E-09
5,19;2,14E-11;1,56E-13;4,81E-14;2,16E-11;1,74E-10;1,42E-12;2,83E-13;1,76E-10;1,70E-09;1,40E-11;2,63E-12;1,72E-09;8,50E-09;7,01E-11;1,31E-11;8,58E-09
5,20;2,20E-11;1,23E-13;3,99E-14;2,22E-11;1,80E-10;1,09E-12;2,24E-13;1,81E-10;1,76E-09;1,07E-11;2,06E-12;1,77E-09;8,77E-09;5,36E-11;1,02E-11;8,83E-09
5,21;2,29E-11;8,48E-14;3,88E-14;2,30E-11;1,89E-10;7,10E-13;1,79E-13;1,90E-10;1,85E-09;6,97E-12;1,58E-12;1,86E-09;9,24E-09;3,48E-11;7,79E-12;9,28E-09
5,22;2,44E-11;5,96E-14;2,75E-14;2,44E-11;2,06E-10;4,55E-13;9,72E-14;2,06E-10;2,02E-09;4,41E-12;7,94E-13;2,03E-09;1,01E-08;2,20E-11;3,89E-12;1,01E-08
5,23;2,47E-11;4,60E-14;3,01E-14;2,48E-11;2,06E-10;3,02E-13;8,79E-14;2,07E-10;2,02E-09;2,86E-12;6,66E-13;2,03E-09;1,01E-08;1,42E-11;3,23E-12;1,01E-08
5,24;2,48E-11;3,98E-14;2,11E-14;2,49E-11;2,08E-10;2,67E-13;5,68E-14;2,08E-10;2,04E-09;2,54E-12;4,13E-13;2,04E-09;1,02E-08;1,26E-11;2,00E-12;1,02E-08
5,25;2,50E-11;3,58E-14;2,89E-14;2,51E-11;2,12E-10;2,12E-13;7,71E-14;2,12E-10;2,08E-09;1,98E-12;5,59E-13;2,08E-09;1,04E-08;9,82E-12;2,70E-12;1,04E-08
5,26;2,61E-11;2,47E-14;2,16E-14;2,62E-11;2,25E-10;9,73E-14;4,10E-14;2,25E-10;2,21E-09;8,23E-13;2,35E-13;2,21E-09;1,10E-08;4,05E-12;1,10E-12;1,10E-08
5,27;2,74E-11;2,09E-14;1,87E-14;2,74E-11;2,35E-10;8,55E-14;4,24E-14;2,35E-10;2,31E-09;7,31E-13;2,80E-13;2,31E-09;1,15E-08;3,60E-12;1,33E-12;1,15E-08
5,28;2,87E-11;2,42E-14;2,45E-14;2,88E-11;2,49E-10;1,28E-13;4,71E-14;2,50E-10;2,46E-09;1,16E-12;2,73E-13;2,46E-09;1,23E-08;5,75E-12;1,28E-12;1,23E-08
5,29;3,04E-11;2,33E-14;2,22E-14;3,04E-11;2,67E-10;1,01E-13;4,06E-14;2,67E-10;2,63E-09;8,82E-13;2,24E-13;2,64E-09;1,32E-08;4,35E-12;1,04E-12;1,32E-08
5,30;3,28E-11;2,02E-14;2,56E-14;3,28E-11;2,91E-10;8,99E-14;5,88E-14;2,91E-10;2,87E-09;7,87E-13;3,91E-13;2,87E-09;1,43E-08;3,88E-12;1,87E-12;1,43E-08
5,31;3,37E-11;2,59E-14;3,16E-14;3,38E-11;3,00E-10;1,23E-13;4,80E-14;3,00E-10;2,96E-09;1,10E-12;2,12E-13;2,96E-09;1,48E-08;5,43E-12;9,42E-13;1,48E-08
5,32;3,56E-11;2,93E-14;2,23E-14;3,57E-11;3,19E-10;1,58E-13;6,94E-14;3,19E-10;3,15E-09;1,45E-12;5,41E-13;3,16E-09;1,58E-08;7,19E-12;2,64E-12;1,58E-08
5,33;3,87E-11;3,35E-14;2,93E-14;3,88E-11;3,47E-10;1,92E-13;7,44E-14;3,47E-10;3,43E-09;1,78E-12;5,25E-13;3,43E-09;1,71E-08;8,82E-12;2,53E-12;1,71E-08
5,34;4,09E-11;4,45E-14;2,47E-14;4,10E-11;3,70E-10;3,17E-13;9,08E-14;3,70E-10;3,66E-09;3,05E-12;7,53E-13;3,66E-09;1,83E-08;1,52E-11;3,69E-12;1,83E-08
5,35;4,23E-11;4,30E-14;3,77E-14;4,24E-11;3,86E-10;2,72E-13;1,34E-13;3,86E-10;3,82E-09;2,57E-12;1,10E-12;3,82E-09;1,91E-08;1,28E-11;5,39E-12;1,91E-08
