zero of S position (m) defined 2m before the entrance of the first dipole;Stabilised Pressure profils Dose = 1A*h (4BA section);;;;;;;;;;;;;;;
Current ?;1mA;;;;10mA;;;;100mA;;;;500mA;;;
1,78;4,41E-12;1,77E-14;2,37E-14;4,45E-12;4,57E-12;3,27E-14;4,52E-14;4,65E-12;6,23E-12;1,82E-13;2,60E-13;6,67E-12;1,36E-11;8,48E-13;1,21E-12;1,57E-11
1,79;4,42E-12;1,71E-14;2,29E-14;4,46E-12;4,58E-12;3,30E-14;4,23E-14;4,65E-12;6,16E-12;1,92E-13;2,37E-13;6,59E-12;1,32E-11;8,99E-13;1,10E-12;1,52E-11
1,80;4,37E-12;1,75E-14;2,31E-14;4,41E-12;4,54E-12;3,09E-14;3,87E-14;4,61E-12;6,25E-12;1,65E-13;1,94E-13;6,61E-12;1,38E-11;7,60E-13;8,85E-13;1,55E-11
1,81;4,38E-12;1,86E-14;2,33E-14;4,42E-12;4,54E-12;2,66E-14;3,24E-14;4,60E-12;6,12E-12;1,07E-13;1,23E-13;6,35E-12;1,31E-11;4,65E-13;5,25E-13;1,41E-11
1,82;4,42E-12;1,74E-14;2,22E-14;4,46E-12;4,59E-12;2,67E-14;2,81E-14;4,64E-12;6,28E-12;1,20E-13;8,72E-14;6,49E-12;1,38E-11;5,34E-13;3,50E-13;1,47E-11
1,83;4,37E-12;1,67E-14;2,26E-14;4,41E-12;4,54E-12;2,11E-14;2,89E-14;4,59E-12;6,21E-12;6,49E-14;9,20E-14;6,36E-12;1,36E-11;2,60E-13;3,73E-13;1,43E-11
1,84;4,35E-12;1,83E-14;2,15E-14;4,39E-12;4,52E-12;3,50E-14;3,11E-14;4,59E-12;6,22E-12;2,02E-13;1,26E-13;6,55E-12;1,38E-11;9,46E-13;5,50E-13;1,53E-11
1,85;4,35E-12;1,72E-14;2,17E-14;4,38E-12;4,54E-12;3,72E-14;2,77E-14;4,60E-12;6,43E-12;2,37E-13;8,82E-14;6,76E-12;1,49E-11;1,13E-12;3,57E-13;1,63E-11
1,86;4,33E-12;1,84E-14;2,10E-14;4,37E-12;4,51E-12;4,08E-14;2,12E-14;4,57E-12;6,33E-12;2,65E-13;2,39E-14;6,62E-12;1,44E-11;1,26E-12;3,56E-14;1,57E-11
1,87;4,35E-12;1,78E-14;2,19E-14;4,39E-12;4,53E-12;3,15E-14;2,40E-14;4,59E-12;6,34E-12;1,69E-13;4,48E-14;6,55E-12;1,44E-11;7,81E-13;1,38E-13;1,53E-11
1,88;4,33E-12;1,89E-14;2,31E-14;4,37E-12;4,52E-12;3,07E-14;3,09E-14;4,58E-12;6,35E-12;1,49E-13;1,08E-13;6,61E-12;1,45E-11;6,73E-13;4,53E-13;1,56E-11
1,89;4,35E-12;1,68E-14;2,14E-14;4,39E-12;4,54E-12;2,32E-14;2,30E-14;4,59E-12;6,44E-12;8,75E-14;3,86E-14;6,57E-12;1,49E-11;3,73E-13;1,08E-13;1,53E-11
1,90;4,37E-12;1,69E-14;2,23E-14;4,40E-12;4,56E-12;2,36E-14;4,14E-14;4,62E-12;6,49E-12;9,13E-14;2,32E-13;6,82E-12;1,51E-11;3,92E-13;1,08E-12;1,66E-11
1,91;4,47E-12;1,96E-14;2,12E-14;4,51E-12;4,68E-12;4,56E-14;2,67E-14;4,75E-12;6,77E-12;3,06E-13;8,21E-14;7,15E-12;1,60E-11;1,46E-12;3,28E-13;1,78E-11
1,92;4,43E-12;1,99E-14;2,24E-14;4,48E-12;4,63E-12;5,29E-14;3,20E-14;4,72E-12;6,60E-12;3,83E-13;1,28E-13;7,11E-12;1,53E-11;1,85E-12;5,57E-13;1,78E-11
1,93;4,42E-12;1,88E-14;2,41E-14;4,46E-12;4,63E-12;4,50E-14;3,49E-14;4,71E-12;6,75E-12;3,06E-13;1,43E-13;7,20E-12;1,61E-11;1,47E-12;6,22E-13;1,82E-11
1,94;4,43E-12;1,80E-14;2,29E-14;4,47E-12;4,65E-12;2,95E-14;2,63E-14;4,70E-12;6,88E-12;1,45E-13;5,97E-14;7,09E-12;1,68E-11;6,59E-13;2,08E-13;1,77E-11
1,95;4,47E-12;1,85E-14;2,14E-14;4,51E-12;4,74E-12;4,08E-14;2,16E-14;4,80E-12;7,44E-12;2,64E-13;2,34E-14;7,73E-12;1,94E-11;1,25E-12;3,15E-14;2,07E-11
1,96;4,50E-12;1,83E-14;2,21E-14;4,54E-12;4,77E-12;3,10E-14;2,23E-14;4,82E-12;7,45E-12;1,58E-13;2,50E-14;7,64E-12;1,94E-11;7,25E-13;3,68E-14;2,01E-11
1,97;4,50E-12;1,74E-14;2,16E-14;4,54E-12;4,81E-12;2,30E-14;2,19E-14;4,85E-12;7,82E-12;7,90E-14;2,54E-14;7,92E-12;2,12E-11;3,28E-13;4,09E-14;2,16E-11
1,98;4,49E-12;1,96E-14;2,05E-14;4,53E-12;4,80E-12;3,23E-14;2,08E-14;4,85E-12;7,86E-12;1,59E-13;2,35E-14;8,04E-12;2,15E-11;7,23E-13;3,57E-14;2,22E-11
1,99;4,47E-12;1,84E-14;2,14E-14;4,51E-12;4,76E-12;2,75E-14;2,17E-14;4,81E-12;7,74E-12;1,19E-13;2,52E-14;7,88E-12;2,10E-11;5,28E-13;4,06E-14;2,15E-11
2,00;4,44E-12;1,93E-14;2,14E-14;4,48E-12;4,71E-12;4,48E-14;2,17E-14;4,78E-12;7,43E-12;3,00E-13;2,52E-14;7,75E-12;1,95E-11;1,43E-12;4,07E-14;2,10E-11
2,01;4,56E-12;2,00E-14;2,79E-14;4,61E-12;4,89E-12;4,41E-14;8,94E-14;5,02E-12;8,17E-12;2,85E-13;7,05E-13;9,16E-12;2,28E-11;1,36E-12;3,44E-12;2,76E-11
2,02;4,60E-12;2,25E-14;4,36E-14;4,66E-12;5,07E-12;6,93E-14;2,57E-13;5,40E-12;9,83E-12;5,37E-13;2,39E-12;1,28E-11;3,10E-11;2,62E-12;1,19E-11;4,55E-11
2,03;4,57E-12;2,59E-14;2,30E-14;4,62E-12;5,18E-12;1,10E-13;5,07E-14;5,34E-12;1,12E-11;9,56E-13;3,28E-13;1,25E-11;3,81E-11;4,71E-12;1,56E-12;4,44E-11
2,04;4,54E-12;2,81E-14;2,71E-14;4,60E-12;5,26E-12;1,33E-13;8,40E-14;5,47E-12;1,24E-11;1,19E-12;6,54E-13;1,42E-11;4,42E-11;5,86E-12;3,18E-12;5,33E-11
2,05;4,61E-12;2,48E-14;3,34E-14;4,67E-12;5,47E-12;1,04E-13;1,34E-13;5,71E-12;1,40E-11;8,96E-13;1,14E-12;1,61E-11;5,22E-11;4,42E-12;5,61E-12;6,22E-11
2,06;4,62E-12;3,21E-14;4,96E-14;4,70E-12;5,56E-12;1,70E-13;3,04E-13;6,03E-12;1,50E-11;1,55E-12;2,84E-12;1,94E-11;5,69E-11;7,69E-12;1,41E-11;7,87E-11
2,07;4,51E-12;3,02E-14;3,93E-14;4,58E-12;5,67E-12;1,51E-13;2,03E-13;6,02E-12;1,73E-11;1,36E-12;1,84E-12;2,05E-11;6,88E-11;6,74E-12;9,10E-12;8,47E-11
2,08;4,54E-12;3,54E-14;3,59E-14;4,61E-12;5,77E-12;1,92E-13;1,76E-13;6,14E-12;1,81E-11;1,76E-12;1,58E-12;2,14E-11;7,27E-11;8,71E-12;7,83E-12;8,93E-11
2,09;4,52E-12;3,73E-14;2,54E-14;4,59E-12;6,07E-12;2,22E-13;6,70E-14;6,36E-12;2,15E-11;2,07E-12;4,83E-13;2,41E-11;9,01E-11;1,03E-11;2,33E-12;1,03E-10
2,10;4,56E-12;4,03E-14;2,66E-14;4,63E-12;6,24E-12;2,48E-13;7,78E-14;6,57E-12;2,31E-11;2,33E-12;5,90E-13;2,60E-11;9,78E-11;1,16E-11;2,87E-12;1,12E-10
2,11;4,60E-12;4,36E-14;2,82E-14;4,67E-12;6,38E-12;2,90E-13;9,31E-14;6,77E-12;2,43E-11;2,76E-12;7,42E-13;2,78E-11;1,04E-10;1,37E-11;3,62E-12;1,21E-10
2,12;4,66E-12;4,32E-14;7,01E-14;4,77E-12;6,62E-12;2,73E-13;5,11E-13;7,41E-12;2,63E-11;2,57E-12;4,92E-12;3,38E-11;1,14E-10;1,28E-11;2,45E-11;1,51E-10
2,13;4,68E-12;4,64E-14;6,63E-14;4,79E-12;6,82E-12;3,05E-13;4,62E-13;7,59E-12;2,83E-11;2,90E-12;4,42E-12;3,56E-11;1,24E-10;1,44E-11;2,20E-11;1,60E-10
2,14;4,67E-12;3,74E-14;6,79E-14;4,78E-12;6,96E-12;2,24E-13;4,88E-13;7,67E-12;2,99E-11;2,09E-12;4,69E-12;3,66E-11;1,32E-10;1,04E-11;2,34E-11;1,65E-10
2,15;4,72E-12;3,88E-14;6,45E-14;4,82E-12;7,28E-12;2,37E-13;4,56E-13;7,98E-12;3,29E-11;2,22E-12;4,37E-12;3,95E-11;1,47E-10;1,10E-11;2,18E-11;1,80E-10
2,16;4,71E-12;3,79E-14;5,65E-14;4,80E-12;7,34E-12;2,16E-13;3,81E-13;7,94E-12;3,37E-11;1,99E-12;3,62E-12;3,93E-11;1,51E-10;9,90E-12;1,80E-11;1,79E-10
2,17;4,76E-12;3,31E-14;7,41E-14;4,87E-12;7,72E-12;1,75E-13;5,42E-13;8,44E-12;3,73E-11;1,59E-12;5,22E-12;4,41E-11;1,69E-10;7,89E-12;2,60E-11;2,03E-10
2,18;4,76E-12;4,26E-14;3,02E-14;4,83E-12;7,86E-12;2,73E-13;1,08E-13;8,24E-12;3,89E-11;2,58E-12;8,90E-13;4,24E-11;1,77E-10;1,28E-11;4,36E-12;1,94E-10
2,19;4,80E-12;5,17E-14;6,43E-14;4,92E-12;8,02E-12;3,68E-13;4,52E-13;8,84E-12;4,02E-11;3,53E-12;4,33E-12;4,81E-11;1,83E-10;1,76E-11;2,16E-11;2,23E-10
2,20;4,87E-12;5,52E-14;3,34E-14;4,96E-12;8,32E-12;4,02E-13;1,50E-13;8,87E-12;4,28E-11;3,87E-12;1,31E-12;4,80E-11;1,96E-10;1,93E-11;6,48E-12;2,22E-10
2,21;4,88E-12;6,69E-14;4,78E-14;4,99E-12;8,66E-12;5,16E-13;2,86E-13;9,46E-12;4,64E-11;5,01E-12;2,67E-12;5,41E-11;2,14E-10;2,50E-11;1,33E-11;2,53E-10
2,22;4,99E-12;4,56E-14;3,77E-14;5,08E-12;9,08E-12;2,96E-13;1,92E-13;9,57E-12;5,00E-11;2,80E-12;1,74E-12;5,45E-11;2,32E-10;1,39E-11;8,62E-12;2,54E-10
2,23;5,00E-12;5,49E-14;5,30E-14;5,11E-12;9,31E-12;3,99E-13;3,39E-13;1,01E-11;5,24E-11;3,84E-12;3,20E-12;5,94E-11;2,44E-10;1,91E-11;1,59E-11;2,79E-10
2,24;5,05E-12;5,52E-14;5,75E-14;5,16E-12;9,67E-12;4,03E-13;3,74E-13;1,04E-11;5,59E-11;3,88E-12;3,54E-12;6,33E-11;2,61E-10;1,93E-11;1,76E-11;2,98E-10
2,25;5,09E-12;5,55E-14;3,19E-14;5,18E-12;1,02E-11;4,03E-13;1,17E-13;1,07E-11;6,10E-11;3,88E-12;9,64E-13;6,58E-11;2,87E-10;1,94E-11;4,73E-12;3,11E-10
2,26;5,07E-12;3,83E-14;7,42E-14;5,18E-12;1,03E-11;2,33E-13;5,45E-13;1,10E-11;6,23E-11;2,18E-12;5,26E-12;6,97E-11;2,94E-10;1,08E-11;2,62E-11;3,31E-10
2,27;5,15E-12;2,28E-14;5,52E-14;5,23E-12;1,07E-11;8,63E-14;3,62E-13;1,12E-11;6,67E-11;7,20E-13;3,43E-12;7,08E-11;3,15E-10;3,54E-12;1,71E-11;3,36E-10
2,28;5,19E-12;2,15E-14;3,67E-14;5,25E-12;1,11E-11;6,87E-14;1,74E-13;1,13E-11;7,01E-11;5,41E-13;1,55E-12;7,22E-11;3,32E-10;2,64E-12;7,66E-12;3,43E-10
2,29;5,27E-12;6,44E-14;5,36E-14;5,39E-12;1,18E-11;4,99E-13;3,34E-13;1,26E-11;7,67E-11;4,85E-12;3,14E-12;8,47E-11;3,65E-10;2,42E-11;1,56E-11;4,05E-10
2,30;5,27E-12;6,83E-14;2,22E-14;5,36E-12;1,22E-11;5,34E-13;2,23E-14;1,27E-11;8,12E-11;5,19E-12;2,40E-14;8,64E-11;3,88E-10;2,59E-11;3,13E-14;4,14E-10
2,31;5,31E-12;9,03E-14;5,35E-14;5,45E-12;1,26E-11;7,58E-13;3,43E-13;1,37E-11;8,50E-11;7,43E-12;3,23E-12;9,56E-11;4,07E-10;3,71E-11;1,61E-11;4,60E-10
2,32;5,38E-12;9,31E-14;8,84E-14;5,56E-12;1,30E-11;7,92E-13;6,82E-13;1,45E-11;8,91E-11;7,78E-12;6,62E-12;1,04E-10;4,27E-10;3,88E-11;3,30E-11;4,99E-10
2,33;5,48E-12;7,95E-14;3,45E-14;5,60E-12;1,35E-11;6,43E-13;1,43E-13;1,42E-11;9,31E-11;6,28E-12;1,23E-12;1,01E-10;4,47E-10;3,13E-11;6,06E-12;4,85E-10
2,34;5,52E-12;5,23E-14;2,20E-14;5,59E-12;1,42E-11;3,74E-13;2,23E-14;1,46E-11;1,01E-10;3,59E-12;2,54E-14;1,05E-10;4,89E-10;1,79E-11;3,91E-14;5,07E-10
2,35;5,61E-12;1,05E-13;2,14E-14;5,73E-12;1,51E-11;8,94E-13;2,24E-14;1,61E-11;1,10E-10;8,79E-12;3,21E-14;1,19E-10;5,34E-10;4,39E-11;7,51E-14;5,78E-10
2,36;5,62E-12;3,29E-14;7,90E-14;5,73E-12;1,56E-11;1,73E-13;5,96E-13;1,64E-11;1,15E-10;1,57E-12;5,76E-12;1,23E-10;5,59E-10;7,78E-12;2,87E-11;5,95E-10
2,37;5,72E-12;1,78E-14;3,93E-14;5,78E-12;1,64E-11;2,11E-14;2,04E-13;1,66E-11;1,23E-10;5,34E-14;1,85E-12;1,25E-10;5,99E-10;1,97E-13;9,18E-12;6,08E-10
2,38;5,86E-12;1,78E-14;5,86E-14;5,94E-12;1,74E-11;2,04E-14;3,87E-13;1,78E-11;1,33E-10;4,61E-14;3,67E-12;1,37E-10;6,46E-10;1,60E-13;1,83E-11;6,65E-10
2,39;5,92E-12;1,81E-14;2,17E-14;5,96E-12;1,78E-11;1,92E-14;2,20E-14;1,79E-11;1,37E-10;3,05E-14;2,46E-14;1,37E-10;6,66E-10;8,08E-14;3,62E-14;6,66E-10
2,40;5,97E-12;1,86E-14;2,15E-14;6,01E-12;1,86E-11;2,23E-14;2,19E-14;1,87E-11;1,45E-10;5,89E-14;2,58E-14;1,45E-10;7,07E-10;2,22E-13;4,34E-14;7,07E-10
2,41;6,10E-12;1,75E-14;2,05E-14;6,14E-12;1,96E-11;2,00E-14;2,09E-14;1,97E-11;1,55E-10;4,53E-14;2,48E-14;1,55E-10;7,57E-10;1,57E-13;4,19E-14;7,57E-10
2,42;6,25E-12;1,74E-14;2,11E-14;6,29E-12;2,06E-11;2,18E-14;2,15E-14;2,06E-11;1,64E-10;6,54E-14;2,48E-14;1,64E-10;7,99E-10;2,59E-13;3,96E-14;8,00E-10
2,43;6,23E-12;1,64E-14;2,08E-14;6,27E-12;2,14E-11;1,95E-14;2,11E-14;2,14E-11;1,73E-10;5,04E-14;2,44E-14;1,73E-10;8,45E-10;1,88E-13;3,90E-14;8,45E-10
2,44;6,37E-12;1,73E-14;2,16E-14;6,41E-12;2,24E-11;2,53E-14;2,22E-14;2,24E-11;1,82E-10;1,05E-13;2,79E-14;1,82E-10;8,93E-10;4,61E-13;5,33E-14;8,94E-10
2,45;6,44E-12;1,70E-14;2,27E-14;6,48E-12;2,33E-11;2,28E-14;2,32E-14;2,34E-11;1,92E-10;8,11E-14;2,79E-14;1,92E-10;9,43E-10;3,40E-13;4,88E-14;9,44E-10
2,46;6,50E-12;1,71E-14;2,17E-14;6,54E-12;2,46E-11;2,33E-14;2,21E-14;2,46E-11;2,05E-10;8,47E-14;2,66E-14;2,06E-10;1,01E-09;3,58E-13;4,67E-14;1,01E-09
2,47;6,63E-12;1,74E-14;2,16E-14;6,67E-12;2,56E-11;2,27E-14;2,26E-14;2,56E-11;2,15E-10;7,52E-14;3,21E-14;2,15E-10;1,06E-09;3,09E-13;7,47E-14;1,06E-09
2,48;6,74E-12;1,76E-14;2,11E-14;6,78E-12;2,68E-11;2,33E-14;2,18E-14;2,68E-11;2,27E-10;8,03E-14;2,91E-14;2,27E-10;1,12E-09;3,34E-13;6,13E-14;1,12E-09
2,49;6,90E-12;1,71E-14;1,98E-14;6,94E-12;2,81E-11;2,32E-14;2,03E-14;2,82E-11;2,40E-10;8,47E-14;2,53E-14;2,40E-10;1,18E-09;3,58E-13;4,79E-14;1,18E-09
2,50;7,02E-12;1,78E-14;2,16E-14;7,06E-12;2,96E-11;2,82E-14;2,25E-14;2,97E-11;2,56E-10;1,32E-13;3,16E-14;2,56E-10;1,26E-09;5,96E-13;7,19E-14;1,26E-09
2,51;7,15E-12;1,83E-14;2,16E-14;7,19E-12;3,10E-11;3,04E-14;2,28E-14;3,11E-11;2,70E-10;1,51E-13;3,49E-14;2,70E-10;1,33E-09;6,88E-13;8,85E-14;1,33E-09
2,52;7,36E-12;1,88E-14;2,01E-14;7,40E-12;3,27E-11;3,28E-14;2,13E-14;3,27E-11;2,86E-10;1,72E-13;3,28E-14;2,86E-10;1,41E-09;7,93E-13;8,40E-14;1,41E-09
2,53;7,47E-12;1,85E-14;2,06E-14;7,50E-12;3,41E-11;3,38E-14;2,16E-14;3,41E-11;3,00E-10;1,87E-13;3,15E-14;3,00E-10;1,48E-09;8,66E-13;7,60E-14;1,48E-09
2,54;7,62E-12;1,94E-14;2,15E-14;7,66E-12;3,57E-11;3,38E-14;2,30E-14;3,58E-11;3,17E-10;1,78E-13;3,77E-14;3,17E-10;1,57E-09;8,17E-13;1,03E-13;1,57E-09
2,55;7,84E-12;2,01E-14;2,20E-14;7,88E-12;3,73E-11;3,49E-14;2,40E-14;3,73E-11;3,31E-10;1,83E-13;4,39E-14;3,32E-10;1,64E-09;8,41E-13;1,33E-13;1,64E-09
2,56;7,93E-12;1,92E-14;2,21E-14;7,97E-12;3,88E-11;3,40E-14;2,36E-14;3,89E-11;3,48E-10;1,82E-13;3,78E-14;3,48E-10;1,72E-09;8,39E-13;1,01E-13;1,72E-09
2,57;8,33E-12;2,02E-14;2,17E-14;8,38E-12;4,20E-11;4,31E-14;2,34E-14;4,21E-11;3,79E-10;2,72E-13;4,10E-14;3,79E-10;1,87E-09;1,29E-12;1,19E-13;1,88E-09
2,58;8,89E-12;2,21E-14;2,17E-14;8,93E-12;4,72E-11;6,04E-14;2,50E-14;4,73E-11;4,31E-10;4,44E-13;5,89E-14;4,31E-10;2,14E-09;2,15E-12;2,09E-13;2,14E-09
2,59;9,26E-12;2,30E-14;2,19E-14;9,30E-12;5,15E-11;6,59E-14;2,68E-14;5,16E-11;4,74E-10;4,95E-13;7,56E-14;4,74E-10;2,35E-09;2,40E-12;2,92E-13;2,35E-09
2,60;9,72E-12;2,39E-14;2,36E-14;9,77E-12;5,65E-11;7,58E-14;3,03E-14;5,66E-11;5,24E-10;5,95E-13;9,66E-14;5,25E-10;2,60E-09;2,90E-12;3,92E-13;2,61E-09
2,61;1,02E-11;2,80E-14;2,34E-14;1,03E-11;6,16E-11;1,12E-13;3,34E-14;6,17E-11;5,75E-10;9,53E-13;1,33E-13;5,76E-10;2,86E-09;4,69E-12;5,77E-13;2,86E-09
2,62;1,10E-11;3,04E-14;2,51E-14;1,10E-11;6,82E-11;1,39E-13;3,85E-14;6,83E-11;6,40E-10;1,22E-12;1,73E-13;6,42E-10;3,18E-09;6,05E-12;7,71E-13;3,19E-09
2,63;1,16E-11;3,59E-14;2,61E-14;1,16E-11;7,45E-11;1,93E-13;4,54E-14;7,48E-11;7,04E-10;1,76E-12;2,39E-13;7,06E-10;3,50E-09;8,73E-12;1,10E-12;3,51E-09
2,64;1,23E-11;4,34E-14;2,77E-14;1,24E-11;8,22E-11;2,69E-13;5,53E-14;8,26E-11;7,82E-10;2,53E-12;3,32E-13;7,84E-10;3,89E-09;1,26E-11;1,56E-12;3,90E-09
2,65;1,30E-11;5,74E-14;2,84E-14;1,31E-11;8,89E-11;3,94E-13;6,80E-14;8,94E-11;8,48E-10;3,76E-12;4,64E-13;8,52E-10;4,22E-09;1,87E-11;2,22E-12;4,24E-09
2,66;1,37E-11;7,75E-14;3,08E-14;1,38E-11;9,64E-11;5,88E-13;8,82E-14;9,71E-11;9,23E-10;5,70E-12;6,62E-13;9,29E-10;4,60E-09;2,84E-11;3,21E-12;4,63E-09
2,67;1,46E-11;9,73E-14;3,41E-14;1,47E-11;1,05E-10;7,81E-13;1,13E-13;1,06E-10;1,01E-09;7,61E-12;9,07E-13;1,02E-09;5,05E-09;3,80E-11;4,43E-12;5,09E-09
2,68;1,56E-11;1,32E-13;3,94E-14;1,58E-11;1,16E-10;1,12E-12;1,57E-13;1,17E-10;1,11E-09;1,11E-11;1,33E-12;1,13E-09;5,56E-09;5,52E-11;6,56E-12;5,62E-09
2,69;1,66E-11;1,86E-13;4,69E-14;1,69E-11;1,25E-10;1,67E-12;2,24E-13;1,27E-10;1,21E-09;1,65E-11;2,00E-12;1,23E-09;6,04E-09;8,25E-11;9,89E-12;6,14E-09
2,70;1,77E-11;2,73E-13;5,91E-14;1,80E-11;1,37E-10;2,52E-12;3,28E-13;1,40E-10;1,33E-09;2,50E-11;3,01E-12;1,35E-09;6,62E-09;1,25E-10;1,50E-11;6,75E-09
2,71;1,89E-11;4,06E-13;7,70E-14;1,94E-11;1,49E-10;3,82E-12;4,83E-13;1,53E-10;1,45E-09;3,79E-11;4,54E-12;1,49E-09;7,22E-09;1,90E-10;2,26E-11;7,44E-09
2,72;1,99E-11;6,16E-13;1,06E-13;2,06E-11;1,60E-10;5,88E-12;7,28E-13;1,67E-10;1,57E-09;5,85E-11;6,95E-12;1,63E-09;7,81E-09;2,92E-10;3,46E-11;8,14E-09
2,73;2,09E-11;8,81E-13;1,45E-13;2,19E-11;1,71E-10;8,48E-12;1,05E-12;1,81E-10;1,68E-09;8,45E-11;1,01E-11;1,77E-09;8,37E-09;4,22E-10;5,04E-11;8,84E-09
2,74;2,15E-11;1,16E-12;1,91E-13;2,28E-11;1,78E-10;1,12E-11;1,40E-12;1,90E-10;1,74E-09;1,12E-10;1,35E-11;1,87E-09;8,68E-09;5,59E-10;6,73E-11;9,31E-09
2,75;2,07E-11;1,33E-12;2,23E-13;2,23E-11;1,71E-10;1,28E-11;1,61E-12;1,86E-10;1,68E-09;1,28E-10;1,55E-11;1,82E-09;8,36E-09;6,37E-10;7,73E-11;9,08E-09
2,76;1,84E-11;1,32E-12;2,36E-13;1,99E-11;1,49E-10;1,25E-11;1,58E-12;1,64E-10;1,46E-09;1,24E-10;1,51E-11;1,60E-09;7,28E-09;6,22E-10;7,50E-11;7,98E-09
2,77;1,66E-11;1,22E-12;2,35E-13;1,80E-11;1,32E-10;1,15E-11;1,46E-12;1,45E-10;1,29E-09;1,14E-10;1,37E-11;1,42E-09;6,44E-09;5,71E-10;6,82E-11;7,08E-09
2,78;1,59E-11;1,09E-12;2,11E-13;1,72E-11;1,25E-10;1,03E-11;1,29E-12;1,37E-10;1,22E-09;1,02E-10;1,21E-11;1,33E-09;6,07E-09;5,11E-10;6,01E-11;6,64E-09
2,79;1,57E-11;9,31E-13;1,74E-13;1,69E-11;1,22E-10;8,78E-12;1,09E-12;1,32E-10;1,19E-09;8,73E-11;1,03E-11;1,28E-09;5,91E-09;4,36E-10;5,12E-11;6,40E-09
2,80;1,50E-11;7,35E-13;1,37E-13;1,59E-11;1,13E-10;6,95E-12;8,70E-13;1,21E-10;1,10E-09;6,91E-11;8,20E-12;1,17E-09;5,47E-09;3,45E-10;4,08E-11;5,86E-09
2,81;1,40E-11;5,42E-13;1,01E-13;1,46E-11;1,01E-10;5,12E-12;6,43E-13;1,07E-10;9,75E-10;5,09E-11;6,06E-12;1,03E-09;4,86E-09;2,54E-10;3,02E-11;5,14E-09
2,82;1,41E-11;4,32E-13;7,67E-14;1,46E-11;1,01E-10;4,08E-12;4,96E-13;1,06E-10;9,74E-10;4,05E-11;4,68E-12;1,02E-09;4,85E-09;2,02E-10;2,33E-11;5,08E-09
2,83;1,44E-11;3,95E-13;7,40E-14;1,49E-11;1,04E-10;3,72E-12;4,72E-13;1,08E-10;9,97E-10;3,70E-11;4,45E-12;1,04E-09;4,97E-09;1,85E-10;2,21E-11;5,18E-09
2,84;1,46E-11;3,84E-13;7,11E-14;1,50E-11;1,04E-10;3,63E-12;4,56E-13;1,08E-10;9,98E-10;3,61E-11;4,30E-12;1,04E-09;4,97E-09;1,80E-10;2,14E-11;5,17E-09
2,85;1,45E-11;3,77E-13;7,24E-14;1,49E-11;1,04E-10;3,57E-12;4,56E-13;1,08E-10;1,00E-09;3,55E-11;4,29E-12;1,04E-09;4,99E-09;1,77E-10;2,13E-11;5,19E-09
2,86;1,44E-11;3,73E-13;7,10E-14;1,49E-11;1,04E-10;3,53E-12;4,44E-13;1,08E-10;1,00E-09;3,51E-11;4,17E-12;1,04E-09;4,99E-09;1,75E-10;2,07E-11;5,19E-09
2,87;1,44E-11;3,61E-13;6,74E-14;1,49E-11;1,04E-10;3,41E-12;4,15E-13;1,08E-10;1,00E-09;3,39E-11;3,89E-12;1,04E-09;5,00E-09;1,69E-10;1,94E-11;5,19E-09
2,88;1,44E-11;3,53E-13;6,55E-14;1,48E-11;1,04E-10;3,31E-12;4,08E-13;1,08E-10;9,98E-10;3,29E-11;3,83E-12;1,04E-09;4,97E-09;1,65E-10;1,90E-11;5,16E-09
2,89;1,44E-11;3,43E-13;6,31E-14;1,48E-11;1,03E-10;3,22E-12;3,91E-13;1,07E-10;9,91E-10;3,20E-11;3,67E-12;1,03E-09;4,94E-09;1,60E-10;1,82E-11;5,12E-09
2,90;1,44E-11;3,32E-13;6,05E-14;1,48E-11;1,03E-10;3,12E-12;3,80E-13;1,06E-10;9,88E-10;3,10E-11;3,58E-12;1,02E-09;4,92E-09;1,55E-10;1,78E-11;5,09E-09
2,91;1,42E-11;3,19E-13;6,12E-14;1,46E-11;1,02E-10;2,99E-12;3,79E-13;1,06E-10;9,84E-10;2,97E-11;3,55E-12;1,02E-09;4,90E-09;1,48E-10;1,77E-11;5,07E-09
2,92;1,41E-11;3,09E-13;6,01E-14;1,45E-11;1,01E-10;2,90E-12;3,57E-13;1,05E-10;9,73E-10;2,88E-11;3,33E-12;1,01E-09;4,85E-09;1,44E-10;1,65E-11;5,01E-09
2,93;1,41E-11;2,97E-13;5,74E-14;1,44E-11;1,01E-10;2,79E-12;3,45E-13;1,04E-10;9,69E-10;2,77E-11;3,22E-12;1,00E-09;4,83E-09;1,38E-10;1,60E-11;4,98E-09
2,94;1,40E-11;2,86E-13;5,67E-14;1,44E-11;1,00E-10;2,67E-12;3,26E-13;1,03E-10;9,62E-10;2,65E-11;3,02E-12;9,92E-10;4,79E-09;1,33E-10;1,50E-11;4,94E-09
2,95;1,39E-11;2,73E-13;5,83E-14;1,42E-11;9,88E-11;2,52E-12;3,27E-13;1,02E-10;9,48E-10;2,50E-11;3,02E-12;9,76E-10;4,72E-09;1,25E-10;1,50E-11;4,86E-09
2,96;1,38E-11;2,67E-13;5,59E-14;1,41E-11;9,84E-11;2,46E-12;3,14E-13;1,01E-10;9,44E-10;2,44E-11;2,89E-12;9,72E-10;4,70E-09;1,22E-10;1,44E-11;4,84E-09
