zero of S position (m) defined 2m before the entrance of the first dipole;Stabilised Pressure profils Dose = 1A*h (4BA section);;;;;;;;;;;;;;;
Current ?;1mA;;;;10mA;;;;100mA;;;;500mA;;;
1,02;4,49E-12;1,80E-14;1,94E-14;4,53E-12;4,62E-12;2,57E-14;1,95E-14;4,67E-12;5,93E-12;1,03E-13;2,09E-14;6,05E-12;1,17E-11;4,47E-13;2,69E-14;1,22E-11
1,03;4,52E-12;1,83E-14;2,08E-14;4,55E-12;4,64E-12;2,44E-14;2,11E-14;4,68E-12;5,86E-12;8,54E-14;2,40E-14;5,97E-12;1,13E-11;3,56E-13;3,71E-14;1,17E-11
1,04;4,51E-12;1,78E-14;2,05E-14;4,55E-12;4,63E-12;2,48E-14;2,06E-14;4,67E-12;5,84E-12;9,48E-14;2,15E-14;5,96E-12;1,12E-11;4,06E-13;2,53E-14;1,17E-11
1,05;4,54E-12;1,74E-14;2,00E-14;4,58E-12;4,66E-12;2,01E-14;2,22E-14;4,71E-12;5,85E-12;4,71E-14;4,36E-14;5,94E-12;1,11E-11;1,67E-13;1,39E-13;1,14E-11
1,06;4,53E-12;1,75E-14;2,13E-14;4,57E-12;4,66E-12;2,13E-14;2,77E-14;4,71E-12;5,99E-12;5,89E-14;9,13E-14;6,14E-12;1,19E-11;2,26E-13;3,74E-13;1,25E-11
1,07;4,52E-12;1,71E-14;2,01E-14;4,56E-12;4,65E-12;2,52E-14;2,05E-14;4,70E-12;5,95E-12;1,06E-13;2,49E-14;6,08E-12;1,17E-11;4,65E-13;4,41E-14;1,22E-11
1,08;4,45E-12;1,78E-14;2,25E-14;4,49E-12;4,58E-12;2,61E-14;3,34E-14;4,64E-12;5,86E-12;1,09E-13;1,43E-13;6,11E-12;1,16E-11;4,75E-13;6,29E-13;1,27E-11
1,09;4,40E-12;1,81E-14;2,16E-14;4,44E-12;4,53E-12;2,29E-14;2,61E-14;4,58E-12;5,84E-12;7,10E-14;7,13E-14;5,98E-12;1,16E-11;2,84E-13;2,72E-13;1,22E-11
1,10;4,48E-12;1,85E-14;2,26E-14;4,52E-12;4,61E-12;2,49E-14;2,41E-14;4,66E-12;5,90E-12;8,96E-14;3,85E-14;6,03E-12;1,16E-11;3,77E-13;1,03E-13;1,21E-11
1,11;4,45E-12;1,67E-14;2,35E-14;4,49E-12;4,58E-12;2,17E-14;3,37E-14;4,63E-12;5,83E-12;7,22E-14;1,36E-13;6,04E-12;1,14E-11;2,97E-13;5,90E-13;1,23E-11
1,12;4,49E-12;1,77E-14;2,51E-14;4,53E-12;4,62E-12;2,14E-14;5,01E-14;4,69E-12;5,94E-12;5,85E-14;3,00E-13;6,30E-12;1,18E-11;2,24E-13;1,41E-12;1,35E-11
1,13;4,49E-12;1,82E-14;2,41E-14;4,53E-12;4,62E-12;2,21E-14;4,02E-14;4,68E-12;5,94E-12;6,11E-14;2,01E-13;6,20E-12;1,18E-11;2,35E-13;9,17E-13;1,29E-11
1,14;4,53E-12;1,93E-14;2,20E-14;4,57E-12;4,67E-12;2,28E-14;2,40E-14;4,72E-12;6,09E-12;5,75E-14;4,41E-14;6,19E-12;1,24E-11;2,12E-13;1,34E-13;1,27E-11
1,15;4,50E-12;1,68E-14;2,29E-14;4,54E-12;4,62E-12;1,90E-14;2,37E-14;4,66E-12;5,85E-12;4,12E-14;3,13E-14;5,92E-12;1,13E-11;1,40E-13;6,51E-14;1,15E-11
1,16;4,53E-12;1,72E-14;2,27E-14;4,57E-12;4,66E-12;2,57E-14;2,85E-14;4,71E-12;5,93E-12;1,10E-13;8,60E-14;6,13E-12;1,16E-11;4,85E-13;3,42E-13;1,24E-11
1,17;4,54E-12;1,77E-14;2,37E-14;4,58E-12;4,66E-12;2,52E-14;4,25E-14;4,73E-12;5,93E-12;9,97E-14;2,31E-13;6,26E-12;1,15E-11;4,31E-13;1,07E-12;1,30E-11
1,18;4,55E-12;1,74E-14;2,24E-14;4,59E-12;4,68E-12;2,53E-14;2,98E-14;4,74E-12;6,05E-12;1,04E-13;1,04E-13;6,25E-12;1,21E-11;4,55E-13;4,33E-13;1,30E-11
1,19;4,59E-12;1,69E-14;2,16E-14;4,63E-12;4,72E-12;2,47E-14;2,82E-14;4,77E-12;6,04E-12;1,03E-13;9,43E-14;6,23E-12;1,19E-11;4,48E-13;3,88E-13;1,27E-11
1,20;4,54E-12;1,80E-14;2,17E-14;4,58E-12;4,66E-12;2,79E-14;2,76E-14;4,71E-12;5,83E-12;1,27E-13;8,70E-14;6,05E-12;1,11E-11;5,67E-13;3,51E-13;1,20E-11
1,21;4,55E-12;1,77E-14;2,06E-14;4,59E-12;4,67E-12;2,32E-14;2,22E-14;4,71E-12;5,85E-12;7,76E-14;3,80E-14;5,96E-12;1,11E-11;3,20E-13;1,08E-13;1,15E-11
1,22;4,51E-12;1,65E-14;2,05E-14;4,54E-12;4,62E-12;1,88E-14;2,08E-14;4,66E-12;5,81E-12;4,13E-14;2,38E-14;5,87E-12;1,11E-11;1,42E-13;3,69E-14;1,13E-11
1,23;4,55E-12;1,75E-14;2,03E-14;4,59E-12;4,68E-12;2,38E-14;2,36E-14;4,73E-12;5,99E-12;8,63E-14;5,68E-14;6,13E-12;1,18E-11;3,64E-13;2,04E-13;1,24E-11
1,24;4,49E-12;1,72E-14;2,16E-14;4,53E-12;4,63E-12;2,41E-14;3,88E-14;4,69E-12;5,94E-12;9,32E-14;2,11E-13;6,24E-12;1,18E-11;4,00E-13;9,76E-13;1,32E-11
1,25;4,41E-12;1,76E-14;2,33E-14;4,46E-12;4,53E-12;2,81E-14;5,64E-14;4,62E-12;5,70E-12;1,34E-13;3,87E-13;6,22E-12;1,09E-11;6,02E-13;1,86E-12;1,34E-11
1,26;4,48E-12;1,69E-14;2,20E-14;4,51E-12;4,60E-12;2,04E-14;3,09E-14;4,65E-12;5,82E-12;5,54E-14;1,20E-13;6,00E-12;1,13E-11;2,11E-13;5,15E-13;1,20E-11
1,27;4,44E-12;1,62E-14;2,21E-14;4,48E-12;4,58E-12;2,11E-14;2,23E-14;4,62E-12;5,91E-12;6,98E-14;2,45E-14;6,00E-12;1,18E-11;2,86E-13;3,40E-14;1,21E-11
1,28;4,39E-12;1,70E-14;2,35E-14;4,43E-12;4,50E-12;2,45E-14;3,21E-14;4,56E-12;5,67E-12;9,89E-14;1,18E-13;5,88E-12;1,08E-11;4,30E-13;4,99E-13;1,18E-11
1,29;4,38E-12;1,87E-14;2,28E-14;4,42E-12;4,50E-12;2,81E-14;4,00E-14;4,57E-12;5,75E-12;1,22E-13;2,12E-13;6,09E-12;1,13E-11;5,39E-13;9,74E-13;1,28E-11
1,30;4,37E-12;1,87E-14;2,03E-14;4,41E-12;4,50E-12;2,55E-14;2,06E-14;4,54E-12;5,76E-12;9,35E-14;2,34E-14;5,88E-12;1,14E-11;3,96E-13;3,57E-14;1,18E-11
1,31;4,38E-12;1,83E-14;2,05E-14;4,42E-12;4,51E-12;3,15E-14;2,63E-14;4,57E-12;5,85E-12;1,64E-13;8,48E-14;6,10E-12;1,18E-11;7,55E-13;3,45E-13;1,29E-11
1,32;4,41E-12;1,78E-14;2,11E-14;4,45E-12;4,53E-12;2,60E-14;2,87E-14;4,59E-12;5,79E-12;1,07E-13;1,05E-13;6,00E-12;1,13E-11;4,67E-13;4,45E-13;1,23E-11
1,33;4,43E-12;1,63E-14;2,11E-14;4,46E-12;4,56E-12;1,99E-14;2,30E-14;4,61E-12;5,94E-12;5,63E-14;4,17E-14;6,04E-12;1,21E-11;2,18E-13;1,25E-13;1,24E-11
1,34;4,43E-12;1,79E-14;2,21E-14;4,47E-12;4,56E-12;2,45E-14;2,66E-14;4,61E-12;5,87E-12;9,04E-14;7,20E-14;6,04E-12;1,17E-11;3,83E-13;2,74E-13;1,24E-11
1,35;4,45E-12;1,97E-14;2,19E-14;4,49E-12;4,57E-12;3,27E-14;2,54E-14;4,63E-12;5,80E-12;1,63E-13;6,12E-14;6,03E-12;1,13E-11;7,43E-13;2,20E-13;1,22E-11
1,36;4,42E-12;1,85E-14;2,13E-14;4,46E-12;4,54E-12;2,90E-14;2,24E-14;4,59E-12;5,73E-12;1,34E-13;3,37E-14;5,90E-12;1,10E-11;6,03E-13;8,37E-14;1,17E-11
1,37;4,44E-12;1,75E-14;2,42E-14;4,48E-12;4,57E-12;2,54E-14;4,96E-14;4,65E-12;5,93E-12;1,05E-13;3,04E-13;6,34E-12;1,20E-11;4,57E-13;1,44E-12;1,39E-11
1,38;4,45E-12;1,69E-14;2,23E-14;4,49E-12;4,59E-12;2,38E-14;2,85E-14;4,64E-12;5,89E-12;9,20E-14;9,02E-14;6,08E-12;1,17E-11;3,95E-13;3,64E-13;1,25E-11
1,39;4,43E-12;1,71E-14;2,18E-14;4,47E-12;4,56E-12;2,44E-14;2,21E-14;4,61E-12;5,85E-12;9,70E-14;2,56E-14;5,97E-12;1,16E-11;4,20E-13;4,11E-14;1,21E-11
1,40;4,46E-12;1,67E-14;2,30E-14;4,50E-12;4,59E-12;2,12E-14;3,37E-14;4,64E-12;5,86E-12;6,61E-14;1,41E-13;6,07E-12;1,15E-11;2,65E-13;6,16E-13;1,24E-11
1,41;4,49E-12;1,78E-14;2,48E-14;4,53E-12;4,62E-12;2,32E-14;4,91E-14;4,69E-12;5,92E-12;7,70E-14;2,92E-13;6,29E-12;1,17E-11;3,16E-13;1,37E-12;1,34E-11
1,42;4,52E-12;1,87E-14;2,35E-14;4,56E-12;4,65E-12;3,32E-14;3,82E-14;4,72E-12;5,94E-12;1,78E-13;1,86E-13;6,30E-12;1,17E-11;8,23E-13;8,41E-13;1,33E-11
1,43;4,45E-12;1,88E-14;2,26E-14;4,49E-12;4,58E-12;3,42E-14;2,74E-14;4,64E-12;5,92E-12;1,88E-13;7,56E-14;6,19E-12;1,19E-11;8,74E-13;2,90E-13;1,30E-11
1,44;4,38E-12;1,86E-14;2,28E-14;4,42E-12;4,52E-12;2,80E-14;3,62E-14;4,58E-12;5,93E-12;1,22E-13;1,70E-13;6,22E-12;1,22E-11;5,41E-13;7,66E-13;1,35E-11
1,45;4,45E-12;1,79E-14;2,10E-14;4,49E-12;4,59E-12;2,80E-14;2,26E-14;4,64E-12;5,95E-12;1,29E-13;3,88E-14;6,12E-12;1,20E-11;5,76E-13;1,11E-13;1,27E-11
1,46;4,40E-12;1,72E-14;2,07E-14;4,44E-12;4,48E-12;2,00E-14;2,14E-14;4,53E-12;5,28E-12;4,88E-14;2,78E-14;5,35E-12;8,81E-12;1,77E-13;5,66E-14;9,04E-12
1,47;4,47E-12;1,80E-14;2,02E-14;4,51E-12;4,51E-12;1,98E-14;2,05E-14;4,55E-12;4,92E-12;3,77E-14;2,34E-14;4,98E-12;6,75E-12;1,17E-13;3,64E-14;6,90E-12
1,48;4,48E-12;1,86E-14;2,23E-14;4,52E-12;4,51E-12;2,18E-14;2,50E-14;4,56E-12;4,87E-12;5,44E-14;5,19E-14;4,97E-12;6,44E-12;1,99E-13;1,71E-13;6,81E-12
1,49;4,51E-12;1,73E-14;2,02E-14;4,55E-12;4,54E-12;2,01E-14;2,09E-14;4,58E-12;4,84E-12;4,83E-14;2,76E-14;4,92E-12;6,17E-12;1,74E-13;5,77E-14;6,40E-12
1,50;4,50E-12;1,69E-14;2,16E-14;4,54E-12;4,53E-12;2,28E-14;2,21E-14;4,58E-12;4,85E-12;8,13E-14;2,72E-14;4,96E-12;6,25E-12;3,42E-13;5,01E-14;6,64E-12
1,51;4,50E-12;1,77E-14;2,30E-14;4,54E-12;4,53E-12;2,30E-14;3,69E-14;4,59E-12;4,84E-12;7,64E-14;1,76E-13;5,09E-12;6,19E-12;3,14E-13;7,93E-13;7,30E-12
1,52;4,46E-12;1,74E-14;2,09E-14;4,50E-12;4,49E-12;2,60E-14;2,13E-14;4,54E-12;4,82E-12;1,12E-13;2,48E-14;4,96E-12;6,27E-12;4,97E-13;4,04E-14;6,81E-12
1,53;4,44E-12;1,62E-14;2,24E-14;4,48E-12;4,46E-12;1,96E-14;3,72E-14;4,52E-12;4,72E-12;5,38E-14;1,85E-13;4,96E-12;5,87E-12;2,06E-13;8,42E-13;6,92E-12
1,54;4,41E-12;1,70E-14;2,08E-14;4,45E-12;4,45E-12;1,79E-14;2,24E-14;4,49E-12;4,79E-12;2,63E-14;3,83E-14;4,86E-12;6,31E-12;6,37E-14;1,09E-13;6,48E-12
1,55;4,42E-12;1,57E-14;1,98E-14;4,46E-12;4,45E-12;1,67E-14;2,17E-14;4,49E-12;4,70E-12;2,68E-14;4,09E-14;4,77E-12;5,84E-12;7,18E-14;1,26E-13;6,03E-12
1,56;4,43E-12;1,59E-14;1,95E-14;4,46E-12;4,46E-12;1,65E-14;1,99E-14;4,49E-12;4,76E-12;2,20E-14;2,31E-14;4,81E-12;6,10E-12;4,67E-14;3,75E-14;6,19E-12
1,57;4,40E-12;1,73E-14;2,06E-14;4,44E-12;4,43E-12;2,02E-14;2,09E-14;4,47E-12;4,70E-12;4,87E-14;2,35E-14;4,77E-12;5,89E-12;1,76E-13;3,53E-14;6,10E-12
1,58;4,42E-12;1,73E-14;2,16E-14;4,45E-12;4,47E-12;2,46E-14;2,38E-14;4,51E-12;4,97E-12;9,76E-14;4,61E-14;5,11E-12;7,21E-12;4,22E-13;1,45E-13;7,78E-12
1,59;4,42E-12;1,71E-14;2,28E-14;4,46E-12;4,53E-12;2,26E-14;3,52E-14;4,58E-12;5,61E-12;7,72E-14;1,60E-13;5,85E-12;1,04E-11;3,20E-13;7,13E-13;1,14E-11
1,60;4,52E-12;1,56E-14;2,22E-14;4,56E-12;4,66E-12;1,96E-14;2,33E-14;4,71E-12;6,09E-12;5,95E-14;3,39E-14;6,18E-12;1,24E-11;2,37E-13;8,10E-14;1,27E-11
1,61;4,51E-12;1,71E-14;2,17E-14;4,55E-12;4,66E-12;2,62E-14;2,21E-14;4,71E-12;6,16E-12;1,17E-13;2,68E-14;6,30E-12;1,28E-11;5,19E-13;4,76E-14;1,34E-11
1,62;4,42E-12;1,59E-14;2,16E-14;4,46E-12;4,57E-12;2,24E-14;2,19E-14;4,62E-12;6,05E-12;8,78E-14;2,47E-14;6,17E-12;1,26E-11;3,79E-13;3,72E-14;1,31E-11
1,63;4,42E-12;1,59E-14;2,38E-14;4,46E-12;4,57E-12;2,36E-14;4,23E-14;4,64E-12;6,08E-12;1,00E-13;2,27E-13;6,41E-12;1,28E-11;4,40E-13;1,05E-12;1,43E-11
1,64;4,49E-12;1,75E-14;2,17E-14;4,53E-12;4,63E-12;2,63E-14;3,05E-14;4,68E-12;6,03E-12;1,15E-13;1,18E-13;6,26E-12;1,22E-11;5,08E-13;5,08E-13;1,33E-11
1,65;4,54E-12;1,76E-14;2,17E-14;4,58E-12;4,69E-12;2,92E-14;3,23E-14;4,75E-12;6,16E-12;1,45E-13;1,39E-13;6,44E-12;1,27E-11;6,58E-13;6,13E-13;1,40E-11
1,66;4,55E-12;1,81E-14;2,19E-14;4,59E-12;4,71E-12;2,47E-14;2,65E-14;4,76E-12;6,33E-12;9,14E-14;7,24E-14;6,50E-12;1,35E-11;3,88E-13;2,76E-13;1,42E-11
1,67;4,55E-12;1,72E-14;2,07E-14;4,58E-12;4,70E-12;2,80E-14;2,44E-14;4,75E-12;6,22E-12;1,36E-13;6,09E-14;6,42E-12;1,30E-11;6,18E-13;2,23E-13;1,38E-11
1,68;4,60E-12;1,78E-14;2,09E-14;4,64E-12;4,74E-12;2,28E-14;2,11E-14;4,79E-12;6,14E-12;7,28E-14;2,28E-14;6,23E-12;1,23E-11;2,95E-13;3,04E-14;1,27E-11
1,69;4,64E-12;1,72E-14;2,07E-14;4,67E-12;4,79E-12;2,13E-14;2,09E-14;4,83E-12;6,34E-12;6,22E-14;2,35E-14;6,42E-12;1,32E-11;2,44E-13;3,50E-14;1,35E-11
1,70;4,53E-12;1,77E-14;2,11E-14;4,56E-12;4,68E-12;2,30E-14;2,19E-14;4,73E-12;6,25E-12;7,60E-14;3,02E-14;6,35E-12;1,32E-11;3,12E-13;6,68E-14;1,36E-11
1,71;4,45E-12;1,76E-14;2,40E-14;4,49E-12;4,60E-12;2,67E-14;4,92E-14;4,68E-12;6,11E-12;1,17E-13;3,01E-13;6,53E-12;1,28E-11;5,20E-13;1,42E-12;1,47E-11
1,72;4,38E-12;1,89E-14;2,19E-14;4,42E-12;4,54E-12;2,83E-14;3,64E-14;4,60E-12;6,08E-12;1,23E-13;1,82E-13;6,39E-12;1,29E-11;5,42E-13;8,28E-13;1,43E-11
1,73;4,43E-12;1,81E-14;2,12E-14;4,47E-12;4,58E-12;2,71E-14;2,99E-14;4,64E-12;6,16E-12;1,17E-13;1,16E-13;6,39E-12;1,32E-11;5,18E-13;4,98E-13;1,42E-11
1,74;4,46E-12;1,93E-14;2,14E-14;4,50E-12;4,62E-12;3,31E-14;2,49E-14;4,68E-12;6,22E-12;1,71E-13;5,97E-14;6,45E-12;1,33E-11;7,83E-13;2,14E-13;1,43E-11
1,75;4,44E-12;1,81E-14;2,08E-14;4,48E-12;4,59E-12;2,79E-14;2,21E-14;4,64E-12;6,11E-12;1,27E-13;3,41E-14;6,27E-12;1,28E-11;5,66E-13;8,77E-14;1,35E-11
1,76;4,40E-12;1,67E-14;2,09E-14;4,43E-12;4,56E-12;2,61E-14;2,13E-14;4,61E-12;6,20E-12;1,19E-13;2,55E-14;6,34E-12;1,35E-11;5,34E-13;4,42E-14;1,40E-11
1,77;4,41E-12;1,66E-14;2,24E-14;4,45E-12;4,56E-12;2,67E-14;2,87E-14;4,62E-12;6,08E-12;1,28E-13;9,14E-14;6,30E-12;1,28E-11;5,76E-13;3,70E-13;1,38E-11
