zero of S position (m) defined 2m before the entrance of the first dipole;Stabilised Pressure profils Dose = 100A*h (4BA section);;;;;;;;;;;;;;;
Current ?;1mA;;;;10mA;;;;100mA;;;;500mA;;;
Average (mbar)?;5,08E-12;2,84E-14;3,51E-14;5,14E-12;6,61E-12;4,06E-14;4,65E-14;6,70E-12;2,20E-11;1,63E-13;1,61E-13;2,23E-11;9,02E-11;7,06E-13;6,67E-13;9,16E-11
S position (m);H2;CO;CO2;Total;H2;CO;CO2;Total;H2;CO;CO2;Total;H2;CO;CO2;Total
1,72;4,63E-12;2,12E-14;2,73E-14;4,67E-12;4,63E-12;3,49E-14;4,26E-14;4,71E-12;4,66E-12;1,72E-13;1,96E-13;5,03E-12;4,80E-12;7,81E-13;8,79E-13;6,46E-12
1,73;4,63E-12;2,06E-14;2,61E-14;4,67E-12;4,63E-12;2,70E-14;3,48E-14;4,69E-12;4,66E-12;9,13E-14;1,22E-13;4,87E-12;4,80E-12;3,77E-13;5,08E-13;5,68E-12
1,74;4,66E-12;2,03E-14;2,67E-14;4,70E-12;4,66E-12;3,40E-14;3,01E-14;4,72E-12;4,69E-12;1,72E-13;6,45E-14;4,93E-12;4,83E-12;7,84E-13;2,17E-13;5,84E-12
1,75;4,66E-12;1,89E-14;2,57E-14;4,71E-12;4,67E-12;2,49E-14;2,78E-14;4,72E-12;4,70E-12;8,49E-14;4,83E-14;4,83E-12;4,84E-12;3,52E-13;1,39E-13;5,33E-12
1,76;4,65E-12;1,87E-14;2,69E-14;4,69E-12;4,65E-12;2,61E-14;2,86E-14;4,71E-12;4,68E-12;9,99E-14;4,57E-14;4,83E-12;4,83E-12;4,28E-13;1,22E-13;5,38E-12
1,77;4,54E-12;1,92E-14;2,55E-14;4,59E-12;4,55E-12;2,69E-14;3,19E-14;4,60E-12;4,58E-12;1,04E-13;9,57E-14;4,78E-12;4,74E-12;4,47E-13;3,79E-13;5,56E-12
1,78;4,56E-12;2,03E-14;2,58E-14;4,61E-12;4,57E-12;3,50E-14;4,73E-14;4,65E-12;4,60E-12;1,83E-13;2,62E-13;5,04E-12;4,75E-12;8,38E-13;1,22E-12;6,80E-12
1,79;4,61E-12;1,92E-14;2,51E-14;4,66E-12;4,61E-12;2,93E-14;4,44E-14;4,69E-12;4,65E-12;1,31E-13;2,38E-13;5,02E-12;4,80E-12;5,83E-13;1,10E-12;6,48E-12
1,80;4,70E-12;2,03E-14;2,52E-14;4,75E-12;4,71E-12;3,13E-14;4,07E-14;4,78E-12;4,74E-12;1,41E-13;1,96E-13;5,08E-12;4,89E-12;6,30E-13;8,87E-13;6,41E-12
1,81;4,68E-12;1,94E-14;2,45E-14;4,73E-12;4,69E-12;2,32E-14;4,09E-14;4,75E-12;4,72E-12;6,07E-14;2,04E-13;4,99E-12;4,88E-12;2,27E-13;9,31E-13;6,04E-12
1,82;4,68E-12;1,92E-14;2,43E-14;4,72E-12;4,68E-12;2,60E-14;3,05E-14;4,74E-12;4,72E-12;9,39E-14;9,22E-14;4,90E-12;4,88E-12;3,96E-13;3,67E-13;5,64E-12
1,83;4,60E-12;2,07E-14;2,53E-14;4,65E-12;4,60E-12;2,48E-14;3,16E-14;4,66E-12;4,64E-12;6,52E-14;9,47E-14;4,80E-12;4,79E-12;2,45E-13;3,75E-13;5,41E-12
1,84;4,57E-12;2,00E-14;2,48E-14;4,61E-12;4,57E-12;3,67E-14;3,48E-14;4,64E-12;4,61E-12;2,04E-13;1,35E-13;4,94E-12;4,75E-12;9,45E-13;5,81E-13;6,28E-12
1,85;4,56E-12;2,05E-14;2,66E-14;4,60E-12;4,56E-12;3,55E-14;4,44E-14;4,64E-12;4,60E-12;1,86E-13;2,22E-13;5,01E-12;4,76E-12;8,56E-13;1,01E-12;6,63E-12
1,86;4,51E-12;2,19E-14;2,61E-14;4,56E-12;4,51E-12;3,44E-14;3,66E-14;4,59E-12;4,55E-12;1,59E-13;1,42E-13;4,85E-12;4,72E-12;7,15E-13;6,10E-13;6,05E-12
1,87;4,50E-12;2,16E-14;2,31E-14;4,54E-12;4,50E-12;3,29E-14;2,70E-14;4,56E-12;4,55E-12;1,46E-13;6,63E-14;4,76E-12;4,73E-12;6,50E-13;2,41E-13;5,62E-12
1,88;4,51E-12;2,23E-14;2,47E-14;4,55E-12;4,51E-12;3,40E-14;3,85E-14;4,58E-12;4,55E-12;1,51E-13;1,76E-13;4,88E-12;4,75E-12;6,70E-13;7,86E-13;6,20E-12
1,89;4,51E-12;2,14E-14;2,40E-14;4,56E-12;4,52E-12;2,78E-14;2,56E-14;4,57E-12;4,56E-12;9,21E-14;4,17E-14;4,69E-12;4,74E-12;3,78E-13;1,13E-13;5,23E-12
1,90;4,48E-12;1,98E-14;2,70E-14;4,53E-12;4,49E-12;2,66E-14;4,63E-14;4,56E-12;4,53E-12;9,43E-14;2,39E-13;4,86E-12;4,72E-12;3,95E-13;1,09E-12;6,21E-12
1,91;4,49E-12;2,14E-14;2,64E-14;4,54E-12;4,50E-12;3,83E-14;4,60E-14;4,58E-12;4,54E-12;2,08E-13;2,43E-13;4,99E-12;4,73E-12;9,61E-13;1,12E-12;6,80E-12
1,92;4,55E-12;2,21E-14;2,61E-14;4,59E-12;4,55E-12;4,17E-14;3,69E-14;4,63E-12;4,59E-12;2,38E-13;1,45E-13;4,98E-12;4,79E-12;1,11E-12;6,24E-13;6,53E-12
1,93;4,58E-12;2,12E-14;2,70E-14;4,63E-12;4,58E-12;3,43E-14;3,96E-14;4,66E-12;4,63E-12;1,66E-13;1,66E-13;4,96E-12;4,83E-12;7,51E-13;7,27E-13;6,31E-12
1,94;4,54E-12;2,27E-14;2,51E-14;4,59E-12;4,55E-12;3,33E-14;3,08E-14;4,61E-12;4,60E-12;1,39E-13;8,83E-14;4,82E-12;4,81E-12;6,07E-13;3,44E-13;5,76E-12
1,95;4,46E-12;2,38E-14;2,33E-14;4,51E-12;4,47E-12;4,56E-14;2,40E-14;4,54E-12;4,53E-12;2,63E-13;3,12E-14;4,82E-12;4,78E-12;1,23E-12;6,27E-14;6,07E-12
1,96;4,48E-12;2,03E-14;2,36E-14;4,52E-12;4,48E-12;3,31E-14;2,40E-14;4,54E-12;4,55E-12;1,61E-13;2,75E-14;4,74E-12;4,83E-12;7,27E-13;4,30E-14;5,60E-12
1,97;4,45E-12;1,94E-14;2,56E-14;4,50E-12;4,46E-12;2,50E-14;2,59E-14;4,51E-12;4,52E-12;8,11E-14;2,94E-14;4,63E-12;4,79E-12;3,30E-13;4,49E-14;5,16E-12
1,98;4,47E-12;1,98E-14;2,38E-14;4,51E-12;4,47E-12;3,25E-14;2,41E-14;4,53E-12;4,54E-12;1,59E-13;2,76E-14;4,72E-12;4,82E-12;7,23E-13;4,31E-14;5,58E-12
1,99;4,50E-12;1,99E-14;2,47E-14;4,55E-12;4,51E-12;2,91E-14;2,51E-14;4,56E-12;4,57E-12;1,21E-13;2,86E-14;4,72E-12;4,86E-12;5,29E-13;4,41E-14;5,43E-12
2,00;4,45E-12;2,14E-14;2,39E-14;4,50E-12;4,46E-12;3,76E-14;2,43E-14;4,52E-12;4,53E-12;1,99E-13;2,78E-14;4,75E-12;4,83E-12;9,15E-13;4,33E-14;5,79E-12
2,01;4,57E-12;2,03E-14;2,98E-14;4,62E-12;4,58E-12;3,36E-14;9,13E-14;4,70E-12;4,66E-12;1,67E-13;7,06E-13;5,53E-12;5,01E-12;7,60E-13;3,44E-12;9,21E-12
2,02;4,54E-12;2,11E-14;4,28E-14;4,61E-12;4,55E-12;4,34E-14;1,95E-13;4,79E-12;4,65E-12;2,66E-13;1,72E-12;6,64E-12;5,08E-12;1,26E-12;8,51E-12;1,48E-11
2,03;4,46E-12;2,62E-14;2,75E-14;4,51E-12;4,47E-12;8,67E-14;4,65E-14;4,60E-12;4,58E-12;6,91E-13;2,36E-13;5,51E-12;5,10E-12;3,38E-12;1,08E-12;9,55E-12
2,04;4,48E-12;2,93E-14;2,85E-14;4,54E-12;4,49E-12;1,02E-13;5,44E-14;4,65E-12;4,62E-12;8,32E-13;3,14E-13;5,77E-12;5,21E-12;4,07E-12;1,47E-12;1,07E-11
2,05;4,54E-12;3,09E-14;3,72E-14;4,61E-12;4,56E-12;1,22E-13;1,34E-13;4,81E-12;4,69E-12;1,04E-12;1,10E-12;6,83E-12;5,31E-12;5,11E-12;5,41E-12;1,58E-11
2,06;4,53E-12;2,95E-14;3,79E-14;4,60E-12;4,55E-12;1,14E-13;1,59E-13;4,82E-12;4,71E-12;9,63E-13;1,37E-12;7,04E-12;5,45E-12;4,73E-12;6,73E-12;1,69E-11
2,07;4,53E-12;3,28E-14;3,48E-14;4,60E-12;4,55E-12;1,63E-13;1,18E-13;4,83E-12;4,73E-12;1,46E-12;9,46E-13;7,14E-12;5,56E-12;7,23E-12;4,63E-12;1,74E-11
2,08;4,58E-12;3,26E-14;3,96E-14;4,66E-12;4,60E-12;1,59E-13;1,72E-13;4,94E-12;4,81E-12;1,42E-12;1,49E-12;7,73E-12;5,74E-12;7,03E-12;7,36E-12;2,01E-11
2,09;4,58E-12;3,63E-14;2,84E-14;4,65E-12;4,61E-12;1,89E-13;6,70E-14;4,86E-12;4,84E-12;1,71E-12;4,54E-13;7,00E-12;5,86E-12;8,48E-12;2,17E-12;1,65E-11
2,10;4,52E-12;2,46E-14;4,39E-14;4,59E-12;4,55E-12;6,49E-14;2,13E-13;4,82E-12;4,81E-12;4,68E-13;1,91E-12;7,19E-12;5,99E-12;2,26E-12;9,44E-12;1,77E-11
2,11;4,57E-12;2,38E-14;6,26E-14;4,65E-12;4,60E-12;6,58E-14;3,97E-13;5,06E-12;4,89E-12;4,86E-13;3,74E-12;9,11E-12;6,17E-12;2,36E-12;1,86E-11;2,71E-11
2,12;4,62E-12;2,63E-14;1,22E-13;4,76E-12;4,65E-12;8,50E-14;9,85E-13;5,72E-12;4,96E-12;6,73E-13;9,62E-12;1,53E-11;6,36E-12;3,29E-12;4,80E-11;5,76E-11
2,13;4,64E-12;3,08E-14;9,48E-14;4,77E-12;4,68E-12;1,34E-13;7,14E-13;5,53E-12;5,04E-12;1,17E-12;6,90E-12;1,31E-11;6,62E-12;5,78E-12;3,44E-11;4,68E-11
2,14;4,61E-12;2,34E-14;1,16E-13;4,75E-12;4,65E-12;5,84E-14;9,39E-13;5,65E-12;5,03E-12;4,09E-13;9,17E-12;1,46E-11;6,74E-12;1,97E-12;4,57E-11;5,45E-11
2,15;4,58E-12;3,36E-14;8,02E-14;4,69E-12;4,62E-12;1,64E-13;5,98E-13;5,38E-12;5,03E-12;1,47E-12;5,77E-12;1,23E-11;6,88E-12;7,27E-12;2,88E-11;4,29E-11
2,16;4,60E-12;4,88E-14;8,01E-14;4,73E-12;4,65E-12;3,13E-13;5,97E-13;5,56E-12;5,11E-12;2,96E-12;5,77E-12;1,38E-11;7,18E-12;1,47E-11;2,88E-11;5,06E-11
2,17;4,60E-12;4,25E-14;7,43E-14;4,72E-12;4,65E-12;2,58E-13;5,41E-13;5,45E-12;5,14E-12;2,41E-12;5,21E-12;1,28E-11;7,32E-12;1,20E-11;2,60E-11;4,53E-11
2,18;4,57E-12;4,19E-14;3,40E-14;4,64E-12;4,62E-12;2,47E-13;1,38E-13;5,01E-12;5,16E-12;2,30E-12;1,18E-12;8,64E-12;7,56E-12;1,14E-11;5,82E-12;2,48E-11
2,19;4,57E-12;4,38E-14;5,44E-14;4,67E-12;4,63E-12;2,62E-13;3,39E-13;5,23E-12;5,22E-12;2,45E-12;3,19E-12;1,09E-11;7,87E-12;1,22E-11;1,58E-11;3,59E-11
2,20;4,58E-12;2,54E-14;4,79E-14;4,65E-12;4,64E-12;8,15E-14;2,69E-13;4,99E-12;5,28E-12;6,42E-13;2,48E-12;8,40E-12;8,10E-12;3,14E-12;1,23E-11;2,35E-11
2,21;4,58E-12;2,75E-14;4,14E-14;4,65E-12;4,66E-12;1,06E-13;2,02E-13;4,96E-12;5,37E-12;8,86E-13;1,81E-12;8,06E-12;8,53E-12;4,35E-12;8,94E-12;2,18E-11
2,22;4,59E-12;1,93E-14;2,62E-14;4,63E-12;4,66E-12;3,04E-14;3,57E-14;4,73E-12;5,40E-12;1,42E-13;1,30E-13;5,67E-12;8,68E-12;6,38E-13;5,52E-13;9,87E-12
2,23;4,57E-12;2,70E-14;4,14E-14;4,63E-12;4,65E-12;1,07E-13;1,98E-13;4,95E-12;5,47E-12;9,02E-13;1,77E-12;8,14E-12;9,14E-12;4,44E-12;8,74E-12;2,23E-11
2,24;4,58E-12;3,93E-14;7,46E-14;4,69E-12;4,67E-12;2,10E-13;5,31E-13;5,41E-12;5,53E-12;1,91E-12;5,09E-12;1,25E-11;9,38E-12;9,49E-12;2,54E-11;4,42E-11
2,25;4,54E-12;4,13E-14;8,40E-14;4,66E-12;4,63E-12;2,33E-13;6,11E-13;5,47E-12;5,56E-12;2,15E-12;5,89E-12;1,36E-11;9,69E-12;1,07E-11;2,93E-11;4,97E-11
2,26;4,52E-12;4,65E-14;1,13E-13;4,68E-12;4,62E-12;2,91E-13;9,11E-13;5,83E-12;5,63E-12;2,74E-12;8,90E-12;1,73E-11;1,01E-11;1,36E-11;4,44E-11;6,81E-11
2,27;4,53E-12;5,49E-14;4,53E-14;4,63E-12;4,64E-12;3,80E-13;2,35E-13;5,25E-12;5,68E-12;3,63E-12;2,13E-12;1,14E-11;1,03E-11;1,81E-11;1,06E-11;3,90E-11
2,28;4,47E-12;4,11E-14;3,49E-14;4,55E-12;4,58E-12;2,34E-13;1,33E-13;4,95E-12;5,66E-12;2,16E-12;1,12E-12;8,94E-12;1,04E-11;1,07E-11;5,49E-12;2,67E-11
2,29;4,56E-12;2,00E-14;2,34E-14;4,61E-12;4,68E-12;2,10E-14;2,34E-14;4,73E-12;5,87E-12;3,06E-14;2,34E-14;5,93E-12;1,12E-11;7,33E-14;2,34E-14;1,13E-11
2,30;4,52E-12;5,88E-14;2,48E-14;4,60E-12;4,64E-12;4,22E-13;2,48E-14;5,09E-12;5,89E-12;4,05E-12;2,48E-14;9,96E-12;1,14E-11;2,02E-11;2,48E-14;3,16E-11
2,31;4,48E-12;2,29E-14;2,39E-14;4,52E-12;4,61E-12;5,97E-14;2,39E-14;4,69E-12;5,93E-12;4,27E-13;2,39E-14;6,38E-12;1,18E-11;2,06E-12;2,39E-14;1,39E-11
2,32;4,45E-12;5,10E-14;2,45E-14;4,52E-12;4,59E-12;3,40E-13;2,45E-14;4,95E-12;5,99E-12;3,22E-12;2,45E-14;9,24E-12;1,22E-11;1,60E-11;2,45E-14;2,83E-11
2,33;4,38E-12;1,86E-14;2,30E-14;4,42E-12;4,53E-12;1,86E-14;2,30E-14;4,57E-12;6,01E-12;1,87E-14;2,30E-14;6,06E-12;1,26E-11;1,89E-14;2,30E-14;1,27E-11
2,34;4,42E-12;2,57E-14;3,39E-14;4,48E-12;4,58E-12;8,11E-14;1,30E-13;4,79E-12;6,15E-12;6,35E-13;1,09E-12;7,88E-12;1,31E-11;3,10E-12;5,36E-12;2,16E-11
2,35;4,44E-12;3,58E-14;9,82E-14;4,57E-12;4,61E-12;1,87E-13;7,65E-13;5,56E-12;6,28E-12;1,70E-12;7,43E-12;1,54E-11;1,37E-11;8,42E-12;3,71E-11;5,92E-11
2,36;4,52E-12;4,51E-14;2,50E-14;4,59E-12;4,70E-12;2,68E-13;2,50E-14;4,99E-12;6,50E-12;2,50E-12;2,50E-14;9,02E-12;1,45E-11;1,24E-11;2,50E-14;2,69E-11
2,37;4,57E-12;5,10E-14;2,49E-14;4,64E-12;4,76E-12;3,23E-13;2,49E-14;5,10E-12;6,66E-12;3,04E-12;2,49E-14;9,73E-12;1,51E-11;1,51E-11;2,49E-14;3,03E-11
2,38;4,53E-12;6,32E-14;2,51E-14;4,62E-12;4,74E-12;4,63E-13;2,51E-14;5,22E-12;6,77E-12;4,46E-12;2,51E-14;1,13E-11;1,58E-11;2,22E-11;2,51E-14;3,81E-11
2,39;4,59E-12;5,74E-14;2,43E-14;4,67E-12;4,81E-12;3,93E-13;2,43E-14;5,22E-12;7,01E-12;3,74E-12;2,43E-14;1,08E-11;1,68E-11;1,86E-11;2,43E-14;3,55E-11
2,40;4,56E-12;2,03E-14;2,49E-14;4,61E-12;4,79E-12;2,03E-14;2,49E-14;4,84E-12;7,09E-12;2,04E-14;2,49E-14;7,14E-12;1,73E-11;2,08E-14;2,49E-14;1,74E-11
2,41;4,55E-12;1,97E-14;2,75E-14;4,59E-12;4,79E-12;1,97E-14;2,75E-14;4,83E-12;7,20E-12;1,98E-14;2,75E-14;7,24E-12;1,79E-11;2,01E-14;2,76E-14;1,80E-11
2,42;4,61E-12;2,09E-14;2,65E-14;4,66E-12;4,86E-12;2,09E-14;2,65E-14;4,91E-12;7,40E-12;2,10E-14;2,65E-14;7,45E-12;1,87E-11;2,14E-14;2,65E-14;1,87E-11
2,43;4,57E-12;2,01E-14;2,47E-14;4,62E-12;4,84E-12;2,01E-14;2,47E-14;4,89E-12;7,53E-12;2,02E-14;2,47E-14;7,58E-12;1,95E-11;2,08E-14;2,47E-14;1,95E-11
2,44;4,54E-12;1,97E-14;2,52E-14;4,58E-12;4,82E-12;1,97E-14;2,52E-14;4,87E-12;7,68E-12;1,99E-14;2,52E-14;7,73E-12;2,04E-11;2,04E-14;2,52E-14;2,04E-11
2,45;4,52E-12;1,99E-14;2,53E-14;4,57E-12;4,83E-12;1,99E-14;2,53E-14;4,87E-12;7,87E-12;2,01E-14;2,53E-14;7,92E-12;2,14E-11;2,06E-14;2,53E-14;2,14E-11
2,46;4,60E-12;1,94E-14;2,52E-14;4,65E-12;4,93E-12;1,94E-14;2,52E-14;4,97E-12;8,19E-12;1,96E-14;2,52E-14;8,23E-12;2,27E-11;2,03E-14;2,52E-14;2,27E-11
2,47;4,60E-12;1,95E-14;2,40E-14;4,64E-12;4,93E-12;1,95E-14;2,40E-14;4,98E-12;8,31E-12;1,96E-14;2,40E-14;8,35E-12;2,33E-11;2,03E-14;2,40E-14;2,33E-11
2,48;4,62E-12;1,93E-14;2,31E-14;4,66E-12;4,98E-12;1,93E-14;2,31E-14;5,03E-12;8,60E-12;1,95E-14;2,31E-14;8,65E-12;2,47E-11;2,04E-14;2,31E-14;2,47E-11
2,49;4,61E-12;1,98E-14;2,48E-14;4,66E-12;5,00E-12;1,99E-14;2,48E-14;5,04E-12;8,84E-12;2,01E-14;2,48E-14;8,88E-12;2,59E-11;2,14E-14;2,48E-14;2,60E-11
2,50;4,72E-12;2,06E-14;2,59E-14;4,77E-12;5,13E-12;2,07E-14;2,59E-14;5,17E-12;9,19E-12;2,10E-14;2,60E-14;9,24E-12;2,73E-11;2,24E-14;2,60E-14;2,73E-11
2,51;4,74E-12;2,06E-14;2,46E-14;4,78E-12;5,17E-12;2,07E-14;2,46E-14;5,21E-12;9,46E-12;2,11E-14;2,46E-14;9,50E-12;2,85E-11;2,28E-14;2,47E-14;2,86E-11
2,52;4,71E-12;1,95E-14;2,44E-14;4,76E-12;5,17E-12;1,96E-14;2,44E-14;5,21E-12;9,74E-12;1,99E-14;2,44E-14;9,78E-12;3,00E-11;2,13E-14;2,45E-14;3,01E-11
2,53;4,69E-12;1,89E-14;2,32E-14;4,73E-12;5,17E-12;1,89E-14;2,32E-14;5,21E-12;9,96E-12;1,93E-14;2,32E-14;1,00E-11;3,13E-11;2,08E-14;2,33E-14;3,13E-11
2,54;4,73E-12;1,81E-14;2,41E-14;4,77E-12;5,24E-12;1,81E-14;2,42E-14;5,28E-12;1,03E-11;1,87E-14;2,42E-14;1,04E-11;3,29E-11;2,10E-14;2,43E-14;3,29E-11
2,55;4,76E-12;1,96E-14;2,53E-14;4,81E-12;5,30E-12;1,96E-14;2,53E-14;5,35E-12;1,07E-11;2,02E-14;2,53E-14;1,08E-11;3,48E-11;2,26E-14;2,54E-14;3,48E-11
2,56;4,78E-12;1,92E-14;2,56E-14;4,82E-12;5,35E-12;1,93E-14;2,56E-14;5,40E-12;1,12E-11;2,00E-14;2,56E-14;1,12E-11;3,69E-11;2,33E-14;2,57E-14;3,70E-11
2,57;4,72E-12;1,91E-14;2,53E-14;4,77E-12;5,34E-12;1,92E-14;2,53E-14;5,39E-12;1,16E-11;2,01E-14;2,54E-14;1,16E-11;3,92E-11;2,43E-14;2,55E-14;3,93E-11
2,58;4,74E-12;1,99E-14;2,54E-14;4,78E-12;5,42E-12;2,00E-14;2,55E-14;5,47E-12;1,22E-11;2,12E-14;2,55E-14;1,23E-11;4,25E-11;2,63E-14;2,57E-14;4,26E-11
2,59;4,70E-12;2,18E-14;2,77E-14;4,75E-12;5,46E-12;2,20E-14;2,77E-14;5,51E-12;1,31E-11;2,38E-14;2,77E-14;1,31E-11;4,68E-11;3,18E-14;2,81E-14;4,69E-11
2,60;4,69E-12;2,21E-14;2,57E-14;4,74E-12;5,53E-12;2,23E-14;2,57E-14;5,58E-12;1,40E-11;2,48E-14;2,58E-14;1,40E-11;5,15E-11;3,57E-14;2,63E-14;5,15E-11
2,61;4,72E-12;2,44E-14;2,63E-14;4,77E-12;5,66E-12;2,47E-14;2,63E-14;5,71E-12;1,50E-11;2,76E-14;2,64E-14;1,51E-11;5,67E-11;4,08E-14;2,70E-14;5,67E-11
2,62;4,80E-12;2,34E-14;2,61E-14;4,85E-12;5,82E-12;2,39E-14;2,61E-14;5,87E-12;1,60E-11;2,83E-14;2,63E-14;1,61E-11;6,12E-11;4,82E-14;2,71E-14;6,13E-11
2,63;4,87E-12;2,37E-14;2,74E-14;4,92E-12;5,98E-12;2,43E-14;2,74E-14;6,04E-12;1,71E-11;3,04E-14;2,77E-14;1,72E-11;6,66E-11;5,73E-14;2,88E-14;6,67E-11
2,64;4,93E-12;2,33E-14;2,86E-14;4,98E-12;6,15E-12;2,42E-14;2,87E-14;6,20E-12;1,83E-11;3,28E-14;2,90E-14;1,84E-11;7,24E-11;7,09E-14;3,05E-14;7,25E-11
2,65;4,92E-12;2,45E-14;3,00E-14;4,98E-12;6,25E-12;2,56E-14;3,01E-14;6,31E-12;1,95E-11;3,74E-14;3,05E-14;1,96E-11;7,87E-11;8,97E-14;3,26E-14;7,88E-11
2,66;4,97E-12;2,50E-14;3,18E-14;5,02E-12;6,42E-12;2,67E-14;3,18E-14;6,48E-12;2,09E-11;4,34E-14;3,25E-14;2,10E-11;8,55E-11;1,18E-13;3,55E-14;8,56E-11
2,67;5,06E-12;2,66E-14;3,40E-14;5,12E-12;6,65E-12;2,91E-14;3,41E-14;6,71E-12;2,25E-11;5,39E-14;3,51E-14;2,26E-11;9,31E-11;1,64E-13;3,94E-14;9,33E-11
2,68;5,11E-12;2,88E-14;3,67E-14;5,18E-12;6,85E-12;3,22E-14;3,69E-14;6,92E-12;2,42E-11;6,65E-14;3,83E-14;2,43E-11;1,01E-10;2,19E-13;4,45E-14;1,02E-10
2,69;5,18E-12;2,99E-14;3,95E-14;5,25E-12;7,09E-12;3,49E-14;3,97E-14;7,17E-12;2,62E-11;8,49E-14;4,18E-14;2,63E-11;1,11E-10;3,07E-13;5,10E-14;1,11E-10
2,70;5,10E-12;3,29E-14;4,26E-14;5,18E-12;7,18E-12;4,03E-14;4,29E-14;7,26E-12;2,79E-11;1,15E-13;4,59E-14;2,81E-11;1,20E-10;4,45E-13;5,90E-14;1,21E-10
2,71;4,99E-12;3,81E-14;4,89E-14;5,07E-12;7,24E-12;4,91E-14;4,93E-14;7,34E-12;2,98E-11;1,59E-13;5,36E-14;3,00E-11;1,30E-10;6,50E-13;7,28E-14;1,31E-10
2,72;4,96E-12;4,62E-14;5,71E-14;5,06E-12;7,38E-12;6,22E-14;5,77E-14;7,50E-12;3,16E-11;2,22E-13;6,40E-14;3,19E-11;1,39E-10;9,32E-13;9,20E-14;1,40E-10
2,73;4,90E-12;5,59E-14;6,50E-14;5,02E-12;7,48E-12;7,86E-14;6,59E-14;7,62E-12;3,32E-11;3,05E-13;7,47E-14;3,36E-11;1,48E-10;1,31E-12;1,14E-13;1,49E-10
2,74;4,77E-12;6,69E-14;7,99E-14;4,92E-12;7,42E-12;9,61E-14;8,10E-14;7,60E-12;3,39E-11;3,88E-13;9,24E-14;3,44E-11;1,51E-10;1,69E-12;1,43E-13;1,53E-10
2,75;4,48E-12;8,22E-14;9,61E-14;4,66E-12;7,03E-12;1,15E-13;9,74E-14;7,24E-12;3,26E-11;4,45E-13;1,10E-13;3,31E-11;1,46E-10;1,91E-12;1,68E-13;1,48E-10
2,76;4,17E-12;1,00E-13;1,20E-13;4,39E-12;6,39E-12;1,32E-13;1,21E-13;6,64E-12;2,86E-11;4,49E-13;1,34E-13;2,92E-11;1,27E-10;1,86E-12;1,89E-13;1,29E-10
2,77;4,09E-12;1,05E-13;1,31E-13;4,33E-12;6,07E-12;1,34E-13;1,32E-13;6,33E-12;2,58E-11;4,26E-13;1,43E-13;2,64E-11;1,14E-10;1,72E-12;1,94E-13;1,15E-10
2,78;4,28E-12;1,01E-13;1,21E-13;4,50E-12;6,12E-12;1,27E-13;1,22E-13;6,37E-12;2,46E-11;3,87E-13;1,32E-13;2,51E-11;1,07E-10;1,54E-12;1,77E-13;1,08E-10
2,79;4,47E-12;8,01E-14;1,00E-13;4,65E-12;6,26E-12;1,03E-13;1,01E-13;6,47E-12;2,42E-11;3,32E-13;1,10E-13;2,47E-11;1,04E-10;1,35E-12;1,49E-13;1,06E-10
2,80;4,63E-12;6,53E-14;7,90E-14;4,78E-12;6,30E-12;8,30E-14;7,97E-14;6,46E-12;2,29E-11;2,60E-13;8,68E-14;2,33E-11;9,69E-11;1,05E-12;1,18E-13;9,81E-11
2,81;4,92E-12;4,92E-14;5,74E-14;5,02E-12;6,40E-12;6,19E-14;5,79E-14;6,52E-12;2,12E-11;1,89E-13;6,29E-14;2,15E-11;8,72E-11;7,54E-13;8,51E-14;8,80E-11
2,82;5,02E-12;3,63E-14;4,58E-14;5,10E-12;6,49E-12;4,56E-14;4,61E-14;6,58E-12;2,11E-11;1,39E-13;4,97E-14;2,13E-11;8,63E-11;5,54E-13;6,56E-14;8,69E-11
2,83;5,10E-12;3,29E-14;4,28E-14;5,18E-12;6,61E-12;4,15E-14;4,31E-14;6,70E-12;2,17E-11;1,29E-13;4,64E-14;2,19E-11;8,89E-11;5,15E-13;6,12E-14;8,94E-11
2,84;5,09E-12;3,14E-14;3,94E-14;5,16E-12;6,61E-12;3,98E-14;3,97E-14;6,69E-12;2,18E-11;1,24E-13;4,29E-14;2,20E-11;8,94E-11;4,98E-13;5,72E-14;8,99E-11
2,85;5,06E-12;3,13E-14;3,94E-14;5,13E-12;6,58E-12;3,94E-14;3,97E-14;6,66E-12;2,18E-11;1,20E-13;4,28E-14;2,19E-11;8,93E-11;4,80E-13;5,65E-14;8,98E-11
2,86;5,05E-12;3,14E-14;3,74E-14;5,11E-12;6,56E-12;3,92E-14;3,77E-14;6,64E-12;2,17E-11;1,18E-13;4,07E-14;2,19E-11;8,92E-11;4,66E-13;5,40E-14;8,98E-11
2,87;5,09E-12;3,09E-14;3,82E-14;5,16E-12;6,61E-12;3,85E-14;3,85E-14;6,68E-12;2,18E-11;1,15E-13;4,14E-14;2,19E-11;8,92E-11;4,54E-13;5,43E-14;8,97E-11
2,88;5,12E-12;2,96E-14;3,62E-14;5,19E-12;6,63E-12;3,70E-14;3,65E-14;6,70E-12;2,17E-11;1,10E-13;3,93E-14;2,18E-11;8,87E-11;4,35E-13;5,18E-14;8,91E-11
2,89;5,05E-12;2,97E-14;3,54E-14;5,12E-12;6,56E-12;3,68E-14;3,57E-14;6,63E-12;2,16E-11;1,08E-13;3,84E-14;2,17E-11;8,83E-11;4,27E-13;5,02E-14;8,88E-11
