zero of S position (m) defined 1334,4m before the entrance of the first dipole;Stabilised Pressure profils Dose = 100A*h (7BA section);;;;;;;;;;;;;;;
Current ?;1mA;;;;10mA;;;;100mA;;;;500mA;;;
Average (mbar)?;6,58E-12;4,60E-14;5,60E-14;6,68E-12;1,03E-11;5,76E-14;5,65E-14;1,04E-11;4,72E-11;1,74E-13;6,16E-14;4,74E-11;2,11E-10;6,91E-13;8,44E-14;2,12E-10
S position (m);H2;CO;CO2;Total;H2;CO;CO2;Total;H2;CO;CO2;Total;H2;CO;CO2;Total
11,93;4,74E-12;1,90E-14;2,64E-14;4,78E-12;6,59E-12;1,94E-14;2,64E-14;6,64E-12;2,51E-11;2,44E-14;2,66E-14;2,52E-11;1,07E-10;4,63E-14;2,75E-14;1,07E-10
11,94;4,68E-12;2,05E-14;3,16E-14;4,73E-12;6,67E-12;2,12E-14;3,16E-14;6,72E-12;2,65E-11;2,81E-14;3,19E-14;2,66E-11;1,15E-10;5,86E-14;3,31E-14;1,15E-10
11,95;4,75E-12;1,83E-14;2,50E-14;4,79E-12;6,90E-12;1,92E-14;2,50E-14;6,95E-12;2,84E-11;2,85E-14;2,54E-14;2,85E-11;1,24E-10;6,97E-14;2,71E-14;1,24E-10
11,96;4,69E-12;2,12E-14;2,33E-14;4,74E-12;7,00E-12;2,23E-14;2,33E-14;7,05E-12;3,01E-11;3,33E-14;2,38E-14;3,01E-11;1,33E-10;8,21E-14;2,59E-14;1,33E-10
11,97;4,79E-12;2,24E-14;1,69E-14;4,83E-12;7,28E-12;2,37E-14;1,69E-14;7,32E-12;3,21E-11;3,59E-14;1,75E-14;3,22E-11;1,43E-10;9,05E-14;1,99E-14;1,43E-10
11,98;4,70E-12;2,14E-14;2,44E-14;4,75E-12;7,34E-12;2,28E-14;2,45E-14;7,38E-12;3,37E-11;3,65E-14;2,51E-14;3,38E-11;1,51E-10;9,73E-14;2,80E-14;1,51E-10
11,99;4,69E-12;2,10E-14;2,48E-14;4,73E-12;7,55E-12;2,25E-14;2,49E-14;7,59E-12;3,62E-11;3,71E-14;2,56E-14;3,62E-11;1,63E-10;1,02E-13;2,84E-14;1,63E-10
12,00;4,74E-12;2,33E-14;2,52E-14;4,79E-12;7,75E-12;2,49E-14;2,53E-14;7,80E-12;3,78E-11;4,16E-14;2,60E-14;3,79E-11;1,71E-10;1,15E-13;2,91E-14;1,71E-10
12,01;4,80E-12;2,10E-14;2,78E-14;4,85E-12;8,01E-12;2,28E-14;2,78E-14;8,06E-12;4,01E-11;4,09E-14;2,86E-14;4,02E-11;1,83E-10;1,21E-13;3,21E-14;1,83E-10
12,02;4,91E-12;2,10E-14;2,53E-14;4,96E-12;8,34E-12;2,30E-14;2,54E-14;8,39E-12;4,27E-11;4,29E-14;2,62E-14;4,27E-11;1,95E-10;1,31E-13;3,01E-14;1,95E-10
12,03;4,72E-12;2,07E-14;2,62E-14;4,76E-12;8,37E-12;2,28E-14;2,63E-14;8,41E-12;4,48E-11;4,42E-14;2,72E-14;4,49E-11;2,07E-10;1,39E-13;3,13E-14;2,07E-10
12,04;4,89E-12;2,47E-14;2,40E-14;4,94E-12;8,80E-12;2,70E-14;2,41E-14;8,85E-12;4,78E-11;4,94E-14;2,52E-14;4,79E-11;2,21E-10;1,49E-13;2,99E-14;2,22E-10
12,05;4,81E-12;2,16E-14;2,41E-14;4,86E-12;8,96E-12;2,41E-14;2,42E-14;9,01E-12;5,05E-11;4,92E-14;2,53E-14;5,05E-11;2,35E-10;1,61E-13;3,02E-14;2,35E-10
12,06;4,52E-12;2,39E-14;2,62E-14;4,57E-12;8,99E-12;2,66E-14;2,63E-14;9,04E-12;5,36E-11;5,39E-14;2,75E-14;5,37E-11;2,52E-10;1,75E-13;3,28E-14;2,52E-10
12,07;4,70E-12;2,35E-14;2,69E-14;4,75E-12;9,50E-12;2,65E-14;2,71E-14;9,55E-12;5,75E-11;5,70E-14;2,84E-14;5,76E-11;2,71E-10;1,92E-13;3,44E-14;2,71E-10
12,08;4,86E-12;2,62E-14;2,81E-14;4,91E-12;9,90E-12;2,97E-14;2,82E-14;9,95E-12;6,03E-11;6,45E-14;2,98E-14;6,04E-11;2,84E-10;2,19E-13;3,67E-14;2,85E-10
12,09;4,94E-12;2,90E-14;3,47E-14;5,00E-12;1,03E-11;3,31E-14;3,48E-14;1,04E-11;6,44E-11;7,41E-14;3,66E-14;6,45E-11;3,04E-10;2,56E-13;4,45E-14;3,05E-10
12,10;4,92E-12;2,52E-14;3,35E-14;4,98E-12;1,07E-11;2,99E-14;3,37E-14;1,07E-11;6,83E-11;7,73E-14;3,57E-14;6,85E-11;3,25E-10;2,88E-13;4,49E-14;3,25E-10
12,11;4,90E-12;2,79E-14;3,75E-14;4,96E-12;1,10E-11;3,35E-14;3,78E-14;1,11E-11;7,25E-11;8,94E-14;4,02E-14;7,26E-11;3,46E-10;3,38E-13;5,11E-14;3,46E-10
12,12;5,18E-12;2,87E-14;4,38E-14;5,25E-12;1,17E-11;3,56E-14;4,40E-14;1,18E-11;7,72E-11;1,04E-13;4,69E-14;7,73E-11;3,68E-10;4,07E-13;5,98E-14;3,69E-10
12,13;4,73E-12;3,81E-14;4,20E-14;4,81E-12;1,17E-11;4,62E-14;4,24E-14;1,18E-11;8,11E-11;1,28E-13;4,59E-14;8,13E-11;3,90E-10;4,90E-13;6,18E-14;3,90E-10
12,14;5,16E-12;3,63E-14;4,53E-14;5,24E-12;1,26E-11;4,66E-14;4,57E-14;1,27E-11;8,69E-11;1,49E-13;5,01E-14;8,71E-11;4,17E-10;6,06E-13;6,97E-14;4,18E-10
12,15;5,19E-12;3,61E-14;5,49E-14;5,29E-12;1,32E-11;4,89E-14;5,54E-14;1,33E-11;9,29E-11;1,77E-13;6,10E-14;9,31E-11;4,47E-10;7,46E-13;8,56E-14;4,48E-10
12,16;4,99E-12;4,69E-14;6,02E-14;5,10E-12;1,36E-11;6,33E-14;6,09E-14;1,37E-11;9,94E-11;2,28E-13;6,81E-14;9,97E-11;4,81E-10;9,59E-13;1,00E-13;4,82E-10
12,17;5,25E-12;4,36E-14;6,44E-14;5,36E-12;1,44E-11;6,51E-14;6,53E-14;1,45E-11;1,06E-10;2,80E-13;7,47E-14;1,06E-10;5,12E-10;1,24E-12;1,16E-13;5,14E-10
12,18;5,34E-12;5,41E-14;7,00E-14;5,46E-12;1,51E-11;8,18E-14;7,12E-14;1,53E-11;1,13E-10;3,59E-13;8,34E-14;1,13E-10;5,47E-10;1,59E-12;1,37E-13;5,49E-10
12,19;5,32E-12;6,47E-14;7,08E-14;5,46E-12;1,57E-11;9,90E-14;7,23E-14;1,59E-11;1,20E-10;4,42E-13;8,72E-14;1,20E-10;5,82E-10;1,97E-12;1,53E-13;5,84E-10
12,20;5,59E-12;6,07E-14;7,82E-14;5,72E-12;1,67E-11;1,01E-13;7,99E-14;1,69E-11;1,28E-10;5,06E-13;9,74E-14;1,28E-10;6,21E-10;2,30E-12;1,75E-13;6,24E-10
12,21;5,68E-12;7,56E-14;8,29E-14;5,84E-12;1,73E-11;1,21E-13;8,49E-14;1,75E-11;1,33E-10;5,77E-13;1,05E-13;1,34E-10;6,49E-10;2,60E-12;1,93E-13;6,52E-10
12,22;5,83E-12;6,94E-14;8,40E-14;5,98E-12;1,80E-11;1,19E-13;8,62E-14;1,82E-11;1,40E-10;6,14E-13;1,08E-13;1,40E-10;6,80E-10;2,81E-12;2,05E-13;6,83E-10
12,23;5,94E-12;7,13E-14;9,29E-14;6,11E-12;1,85E-11;1,25E-13;9,53E-14;1,87E-11;1,44E-10;6,63E-13;1,19E-13;1,45E-10;7,03E-10;3,05E-12;2,24E-13;7,07E-10
12,24;6,00E-12;7,79E-14;1,05E-13;6,18E-12;1,90E-11;1,36E-13;1,08E-13;1,93E-11;1,49E-10;7,14E-13;1,33E-13;1,50E-10;7,29E-10;3,28E-12;2,45E-13;7,32E-10
12,25;6,08E-12;8,05E-14;1,13E-13;6,28E-12;1,95E-11;1,42E-13;1,16E-13;1,98E-11;1,54E-10;7,52E-13;1,43E-13;1,55E-10;7,52E-10;3,47E-12;2,61E-13;7,55E-10
12,26;6,04E-12;8,34E-14;1,03E-13;6,23E-12;1,98E-11;1,48E-13;1,06E-13;2,00E-11;1,57E-10;7,94E-13;1,34E-13;1,58E-10;7,68E-10;3,66E-12;2,59E-13;7,72E-10
12,27;6,00E-12;1,06E-13;1,15E-13;6,22E-12;2,00E-11;1,72E-13;1,18E-13;2,03E-11;1,60E-10;8,35E-13;1,47E-13;1,61E-10;7,82E-10;3,78E-12;2,76E-13;7,86E-10
12,28;6,11E-12;1,04E-13;1,15E-13;6,33E-12;2,03E-11;1,71E-13;1,18E-13;2,06E-11;1,62E-10;8,43E-13;1,48E-13;1,63E-10;7,94E-10;3,83E-12;2,79E-13;7,98E-10
12,29;6,35E-12;1,04E-13;1,10E-13;6,56E-12;2,08E-11;1,73E-13;1,12E-13;2,11E-11;1,66E-10;8,55E-13;1,42E-13;1,66E-10;8,09E-10;3,89E-12;2,74E-13;8,13E-10
12,30;6,22E-12;9,19E-14;1,17E-13;6,43E-12;2,08E-11;1,60E-13;1,20E-13;2,11E-11;1,67E-10;8,36E-13;1,50E-13;1,68E-10;8,17E-10;3,84E-12;2,82E-13;8,21E-10
12,31;6,25E-12;1,03E-13;1,23E-13;6,47E-12;2,12E-11;1,70E-13;1,26E-13;2,15E-11;1,70E-10;8,40E-13;1,56E-13;1,71E-10;8,34E-10;3,82E-12;2,87E-13;8,38E-10
12,32;6,39E-12;9,99E-14;1,08E-13;6,60E-12;2,11E-11;1,65E-13;1,11E-13;2,14E-11;1,69E-10;8,21E-13;1,40E-13;1,70E-10;8,25E-10;3,74E-12;2,70E-13;8,29E-10
12,33;6,41E-12;9,89E-14;1,10E-13;6,62E-12;2,12E-11;1,63E-13;1,13E-13;2,15E-11;1,70E-10;8,01E-13;1,41E-13;1,70E-10;8,29E-10;3,64E-12;2,65E-13;8,32E-10
12,34;6,50E-12;1,00E-13;1,24E-13;6,73E-12;2,13E-11;1,62E-13;1,27E-13;2,16E-11;1,70E-10;7,81E-13;1,54E-13;1,71E-10;8,29E-10;3,53E-12;2,74E-13;8,33E-10
12,35;6,47E-12;9,11E-14;1,17E-13;6,68E-12;2,14E-11;1,50E-13;1,19E-13;2,17E-11;1,71E-10;7,39E-13;1,45E-13;1,72E-10;8,37E-10;3,36E-12;2,60E-13;8,40E-10
12,36;6,52E-12;8,90E-14;1,15E-13;6,72E-12;2,13E-11;1,44E-13;1,18E-13;2,15E-11;1,69E-10;6,96E-13;1,42E-13;1,70E-10;8,25E-10;3,15E-12;2,50E-13;8,28E-10
12,37;6,53E-12;8,83E-14;1,11E-13;6,73E-12;2,13E-11;1,41E-13;1,13E-13;2,16E-11;1,69E-10;6,66E-13;1,36E-13;1,70E-10;8,26E-10;3,00E-12;2,39E-13;8,30E-10
12,38;6,38E-12;7,96E-14;1,15E-13;6,57E-12;2,11E-11;1,28E-13;1,18E-13;2,14E-11;1,68E-10;6,15E-13;1,39E-13;1,69E-10;8,23E-10;2,78E-12;2,35E-13;8,26E-10
12,39;6,54E-12;9,00E-14;1,01E-13;6,73E-12;2,11E-11;1,36E-13;1,03E-13;2,13E-11;1,66E-10;5,94E-13;1,23E-13;1,67E-10;8,11E-10;2,63E-12;2,13E-13;8,14E-10
12,40;6,49E-12;7,20E-14;9,58E-14;6,66E-12;2,09E-11;1,15E-13;9,77E-14;2,12E-11;1,65E-10;5,43E-13;1,17E-13;1,66E-10;8,08E-10;2,44E-12;2,01E-13;8,11E-10
12,41;6,64E-12;7,90E-14;9,16E-14;6,81E-12;2,10E-11;1,19E-13;9,34E-14;2,12E-11;1,64E-10;5,22E-13;1,11E-13;1,65E-10;8,01E-10;2,31E-12;1,92E-13;8,04E-10
12,42;6,39E-12;7,09E-14;8,20E-14;6,55E-12;2,06E-11;1,09E-13;8,36E-14;2,08E-11;1,63E-10;4,87E-13;1,01E-13;1,64E-10;7,97E-10;2,17E-12;1,76E-13;7,99E-10
12,43;6,55E-12;6,70E-14;7,79E-14;6,69E-12;2,07E-11;1,03E-13;7,95E-14;2,08E-11;1,62E-10;4,63E-13;9,54E-14;1,62E-10;7,89E-10;2,06E-12;1,66E-13;7,91E-10
12,44;6,51E-12;5,99E-14;7,58E-14;6,64E-12;2,05E-11;9,42E-14;7,74E-14;2,07E-11;1,60E-10;4,37E-13;9,26E-14;1,61E-10;7,82E-10;1,96E-12;1,60E-13;7,84E-10
12,45;6,51E-12;7,06E-14;7,23E-14;6,65E-12;2,04E-11;1,04E-13;7,38E-14;2,06E-11;1,60E-10;4,33E-13;8,86E-14;1,60E-10;7,79E-10;1,90E-12;1,54E-13;7,81E-10
12,46;6,33E-12;6,43E-14;7,60E-14;6,47E-12;2,00E-11;9,62E-14;7,74E-14;2,02E-11;1,57E-10;4,15E-13;9,17E-14;1,58E-10;7,67E-10;1,83E-12;1,55E-13;7,69E-10
12,47;6,36E-12;6,35E-14;7,25E-14;6,50E-12;2,02E-11;9,46E-14;7,39E-14;2,03E-11;1,58E-10;4,06E-13;8,77E-14;1,59E-10;7,71E-10;1,79E-12;1,49E-13;7,73E-10
12,48;6,39E-12;5,59E-14;6,23E-14;6,50E-12;2,01E-11;8,59E-14;6,37E-14;2,02E-11;1,57E-10;3,86E-13;7,71E-14;1,58E-10;7,67E-10;1,72E-12;1,37E-13;7,69E-10
12,49;6,30E-12;5,08E-14;7,20E-14;6,42E-12;1,99E-11;8,06E-14;7,33E-14;2,01E-11;1,56E-10;3,79E-13;8,66E-14;1,57E-10;7,63E-10;1,71E-12;1,46E-13;7,65E-10
12,50;6,53E-12;5,40E-14;6,52E-14;6,65E-12;2,01E-11;8,35E-14;6,65E-14;2,03E-11;1,56E-10;3,79E-13;7,97E-14;1,57E-10;7,61E-10;1,69E-12;1,38E-13;7,63E-10
12,51;6,41E-12;5,32E-14;6,12E-14;6,52E-12;2,00E-11;8,24E-14;6,26E-14;2,01E-11;1,56E-10;3,75E-13;7,56E-14;1,56E-10;7,59E-10;1,67E-12;1,33E-13;7,61E-10
12,52;6,41E-12;5,77E-14;6,65E-14;6,53E-12;1,99E-11;8,71E-14;6,78E-14;2,00E-11;1,55E-10;3,81E-13;8,07E-14;1,55E-10;7,54E-10;1,69E-12;1,38E-13;7,55E-10
12,53;6,27E-12;5,98E-14;7,18E-14;6,40E-12;1,98E-11;8,89E-14;7,31E-14;2,00E-11;1,55E-10;3,80E-13;8,58E-14;1,56E-10;7,56E-10;1,67E-12;1,42E-13;7,58E-10
12,54;6,01E-12;5,55E-14;7,28E-14;6,14E-12;1,95E-11;8,48E-14;7,41E-14;1,96E-11;1,54E-10;3,77E-13;8,70E-14;1,55E-10;7,53E-10;1,68E-12;1,44E-13;7,55E-10
12,55;6,25E-12;5,58E-14;6,98E-14;6,38E-12;1,98E-11;8,54E-14;7,10E-14;1,99E-11;1,55E-10;3,81E-13;8,39E-14;1,55E-10;7,55E-10;1,70E-12;1,41E-13;7,57E-10
12,56;6,26E-12;6,04E-14;6,69E-14;6,39E-12;1,97E-11;9,07E-14;6,82E-14;1,98E-11;1,54E-10;3,94E-13;8,13E-14;1,54E-10;7,49E-10;1,74E-12;1,39E-13;7,51E-10
12,57;6,51E-12;5,94E-14;7,40E-14;6,65E-12;2,00E-11;9,01E-14;7,54E-14;2,02E-11;1,55E-10;3,98E-13;8,87E-14;1,55E-10;7,55E-10;1,77E-12;1,48E-13;7,57E-10
12,58;6,24E-12;6,06E-14;7,66E-14;6,38E-12;1,97E-11;9,22E-14;7,80E-14;1,98E-11;1,54E-10;4,08E-13;9,20E-14;1,55E-10;7,51E-10;1,81E-12;1,54E-13;7,53E-10
12,59;6,56E-12;5,84E-14;8,13E-14;6,70E-12;2,00E-11;9,15E-14;8,27E-14;2,02E-11;1,54E-10;4,23E-13;9,73E-14;1,55E-10;7,51E-10;1,90E-12;1,62E-13;7,54E-10
12,60;6,36E-12;6,60E-14;7,46E-14;6,50E-12;1,99E-11;1,01E-13;7,61E-14;2,00E-11;1,55E-10;4,47E-13;9,14E-14;1,56E-10;7,55E-10;1,99E-12;1,59E-13;7,58E-10
12,61;6,40E-12;6,67E-14;8,01E-14;6,54E-12;1,99E-11;1,04E-13;8,17E-14;2,01E-11;1,55E-10;4,72E-13;9,77E-14;1,56E-10;7,56E-10;2,11E-12;1,69E-13;7,58E-10
12,62;6,32E-12;6,70E-14;7,55E-14;6,46E-12;1,99E-11;1,07E-13;7,72E-14;2,00E-11;1,55E-10;5,02E-13;9,46E-14;1,56E-10;7,57E-10;2,26E-12;1,72E-13;7,59E-10
12,63;6,29E-12;7,30E-14;8,31E-14;6,44E-12;1,98E-11;1,14E-13;8,49E-14;2,00E-11;1,55E-10;5,27E-13;1,03E-13;1,56E-10;7,56E-10;2,36E-12;1,83E-13;7,59E-10
12,64;6,49E-12;7,48E-14;8,88E-14;6,65E-12;2,00E-11;1,17E-13;9,06E-14;2,02E-11;1,55E-10;5,39E-13;1,09E-13;1,55E-10;7,53E-10;2,42E-12;1,92E-13;7,56E-10
12,65;6,47E-12;7,37E-14;8,14E-14;6,63E-12;2,00E-11;1,17E-13;8,33E-14;2,02E-11;1,55E-10;5,45E-13;1,03E-13;1,56E-10;7,57E-10;2,45E-12;1,88E-13;7,60E-10
12,66;6,52E-12;7,24E-14;8,69E-14;6,68E-12;1,99E-11;1,16E-13;8,88E-14;2,01E-11;1,54E-10;5,52E-13;1,08E-13;1,55E-10;7,50E-10;2,49E-12;1,95E-13;7,53E-10
12,67;6,45E-12;7,62E-14;8,72E-14;6,62E-12;1,98E-11;1,20E-13;8,92E-14;2,00E-11;1,53E-10;5,60E-13;1,09E-13;1,54E-10;7,45E-10;2,52E-12;1,96E-13;7,48E-10
12,68;6,44E-12;8,38E-14;8,99E-14;6,61E-12;1,96E-11;1,29E-13;9,19E-14;1,98E-11;1,51E-10;5,77E-13;1,12E-13;1,52E-10;7,35E-10;2,57E-12;2,00E-13;7,38E-10
12,69;6,26E-12;7,55E-14;9,18E-14;6,43E-12;1,91E-11;1,20E-13;9,38E-14;1,94E-11;1,48E-10;5,64E-13;1,13E-13;1,49E-10;7,21E-10;2,54E-12;2,01E-13;7,23E-10
12,70;6,45E-12;7,39E-14;8,28E-14;6,61E-12;1,92E-11;1,18E-13;8,48E-14;1,94E-11;1,47E-10;5,59E-13;1,04E-13;1,48E-10;7,14E-10;2,52E-12;1,91E-13;7,17E-10
12,71;6,48E-12;6,93E-14;8,77E-14;6,64E-12;1,88E-11;1,13E-13;8,96E-14;1,90E-11;1,42E-10;5,45E-13;1,08E-13;1,43E-10;6,90E-10;2,47E-12;1,92E-13;6,92E-10
12,72;6,30E-12;6,53E-14;8,34E-14;6,45E-12;1,84E-11;1,07E-13;8,52E-14;1,86E-11;1,39E-10;5,25E-13;1,03E-13;1,40E-10;6,75E-10;2,38E-12;1,85E-13;6,78E-10
12,73;6,02E-12;7,36E-14;8,74E-14;6,18E-12;1,76E-11;1,13E-13;8,92E-14;1,78E-11;1,34E-10;5,09E-13;1,07E-13;1,34E-10;6,49E-10;2,27E-12;1,85E-13;6,51E-10
12,74;6,32E-12;6,87E-14;8,70E-14;6,47E-12;1,74E-11;1,05E-13;8,87E-14;1,76E-11;1,28E-10;4,70E-13;1,05E-13;1,28E-10;6,18E-10;2,09E-12;1,78E-13;6,21E-10
12,75;6,26E-12;6,63E-14;8,07E-14;6,41E-12;1,67E-11;9,90E-14;8,22E-14;1,69E-11;1,21E-10;4,26E-13;9,67E-14;1,22E-10;5,85E-10;1,88E-12;1,61E-13;5,88E-10
12,76;6,06E-12;5,62E-14;6,48E-14;6,18E-12;1,58E-11;8,39E-14;6,61E-14;1,59E-11;1,13E-10;3,61E-13;7,84E-14;1,14E-10;5,46E-10;1,59E-12;1,33E-13;5,48E-10
12,77;6,02E-12;5,96E-14;6,66E-14;6,14E-12;1,51E-11;8,31E-14;6,76E-14;1,52E-11;1,06E-10;3,18E-13;7,82E-14;1,06E-10;5,08E-10;1,36E-12;1,25E-13;5,10E-10
12,78;5,92E-12;4,77E-14;6,89E-14;6,04E-12;1,43E-11;6,83E-14;6,98E-14;1,45E-11;9,83E-11;2,74E-13;7,89E-14;9,86E-11;4,71E-10;1,19E-12;1,19E-13;4,73E-10
12,79;5,65E-12;5,05E-14;6,62E-14;5,77E-12;1,35E-11;6,89E-14;6,70E-14;1,36E-11;9,16E-11;2,53E-13;7,51E-14;9,19E-11;4,39E-10;1,07E-12;1,11E-13;4,40E-10
12,80;5,90E-12;5,47E-14;6,73E-14;6,02E-12;1,30E-11;7,12E-14;6,80E-14;1,32E-11;8,43E-11;2,36E-13;7,52E-14;8,46E-11;4,01E-10;9,71E-13;1,07E-13;4,02E-10
12,81;5,60E-12;5,11E-14;7,72E-14;5,73E-12;1,21E-11;6,57E-14;7,79E-14;1,22E-11;7,68E-11;2,12E-13;8,44E-14;7,71E-11;3,65E-10;8,61E-13;1,13E-13;3,66E-10
12,82;5,73E-12;5,87E-14;8,42E-14;5,87E-12;1,16E-11;7,19E-14;8,48E-14;1,18E-11;7,07E-11;2,04E-13;9,07E-14;7,10E-11;3,33E-10;7,93E-13;1,17E-13;3,34E-10
12,83;5,70E-12;6,32E-14;9,30E-14;5,86E-12;1,09E-11;7,49E-14;9,35E-14;1,11E-11;6,27E-11;1,91E-13;9,87E-14;6,30E-11;2,93E-10;7,08E-13;1,22E-13;2,94E-10
12,84;5,88E-12;8,06E-14;9,35E-14;6,05E-12;1,05E-11;9,12E-14;9,40E-14;1,06E-11;5,63E-11;1,97E-13;9,87E-14;5,66E-11;2,60E-10;6,66E-13;1,20E-13;2,61E-10
12,85;6,01E-12;9,57E-14;1,06E-13;6,21E-12;1,00E-11;1,06E-13;1,06E-13;1,02E-11;5,02E-11;2,04E-13;1,11E-13;5,05E-11;2,29E-10;6,43E-13;1,30E-13;2,29E-10
12,86;5,83E-12;1,17E-13;1,43E-13;6,09E-12;9,11E-12;1,25E-13;1,43E-13;9,38E-12;4,19E-11;2,11E-13;1,47E-13;4,23E-11;1,88E-10;5,94E-13;1,64E-13;1,88E-10
12,87;6,20E-12;1,46E-13;1,97E-13;6,54E-12;8,78E-12;1,52E-13;1,98E-13;9,13E-12;3,47E-11;2,20E-13;2,01E-13;3,51E-11;1,50E-10;5,23E-13;2,13E-13;1,50E-10
12,88;7,15E-12;2,32E-13;2,75E-13;7,66E-12;9,06E-12;2,37E-13;2,76E-13;9,57E-12;2,82E-11;2,87E-13;2,78E-13;2,87E-11;1,13E-10;5,09E-13;2,88E-13;1,14E-10
12,89;7,33E-12;2,32E-13;3,05E-13;7,87E-12;9,09E-12;2,37E-13;3,05E-13;9,63E-12;2,67E-11;2,81E-13;3,07E-13;2,73E-11;1,05E-10;4,80E-13;3,15E-13;1,06E-10
12,90;6,55E-12;1,57E-13;1,99E-13;6,90E-12;8,33E-12;1,62E-13;1,99E-13;8,69E-12;2,61E-11;2,06E-13;2,01E-13;2,65E-11;1,05E-10;4,01E-13;2,09E-13;1,06E-10
12,91;5,99E-12;1,01E-13;1,20E-13;6,21E-12;7,81E-12;1,05E-13;1,20E-13;8,04E-12;2,61E-11;1,46E-13;1,22E-13;2,64E-11;1,07E-10;3,29E-13;1,30E-13;1,08E-10
12,92;5,96E-12;6,52E-14;8,36E-14;6,11E-12;7,81E-12;6,87E-14;8,38E-14;7,97E-12;2,64E-11;1,03E-13;8,52E-14;2,66E-11;1,09E-10;2,58E-13;9,16E-14;1,09E-10
12,93;5,83E-12;5,60E-14;6,51E-14;5,95E-12;7,68E-12;5,91E-14;6,52E-14;7,80E-12;2,62E-11;8,96E-14;6,65E-14;2,64E-11;1,09E-10;2,25E-13;7,23E-14;1,09E-10
12,94;5,78E-12;4,02E-14;5,16E-14;5,87E-12;7,69E-12;4,36E-14;5,18E-14;7,78E-12;2,68E-11;7,77E-14;5,32E-14;2,69E-11;1,12E-10;2,29E-13;5,96E-14;1,12E-10
12,95;5,44E-12;3,95E-14;3,76E-14;5,52E-12;7,46E-12;4,37E-14;3,78E-14;7,54E-12;2,77E-11;8,51E-14;3,96E-14;2,78E-11;1,17E-10;2,69E-13;4,73E-14;1,18E-10
12,96;5,58E-12;3,23E-14;3,43E-14;5,64E-12;7,62E-12;3,70E-14;3,45E-14;7,70E-12;2,81E-11;8,43E-14;3,65E-14;2,82E-11;1,19E-10;2,94E-13;4,57E-14;1,19E-10
12,97;5,59E-12;2,69E-14;3,11E-14;5,64E-12;7,66E-12;3,18E-14;3,13E-14;7,72E-12;2,84E-11;8,07E-14;3,34E-14;2,85E-11;1,20E-10;2,98E-13;4,27E-14;1,21E-10
12,98;5,48E-12;2,15E-14;2,79E-14;5,53E-12;7,56E-12;2,62E-14;2,81E-14;7,61E-12;2,83E-11;7,26E-14;3,01E-14;2,84E-11;1,20E-10;2,79E-13;3,91E-14;1,21E-10
12,99;5,35E-12;2,40E-14;2,86E-14;5,40E-12;7,40E-12;2,83E-14;2,88E-14;7,46E-12;2,79E-11;7,16E-14;3,06E-14;2,80E-11;1,19E-10;2,64E-13;3,85E-14;1,20E-10
13,00;5,36E-12;2,35E-14;3,19E-14;5,42E-12;7,34E-12;2,74E-14;3,20E-14;7,40E-12;2,72E-11;6,60E-14;3,37E-14;2,73E-11;1,15E-10;2,37E-13;4,10E-14;1,16E-10
13,01;5,47E-12;2,42E-14;2,72E-14;5,52E-12;7,39E-12;2,77E-14;2,73E-14;7,44E-12;2,66E-11;6,24E-14;2,88E-14;2,66E-11;1,12E-10;2,16E-13;3,55E-14;1,12E-10
13,02;5,58E-12;2,63E-14;2,92E-14;5,64E-12;7,48E-12;2,96E-14;2,93E-14;7,54E-12;2,65E-11;6,17E-14;3,07E-14;2,66E-11;1,11E-10;2,05E-13;3,70E-14;1,11E-10
13,03;5,41E-12;2,10E-14;2,90E-14;5,46E-12;7,28E-12;2,41E-14;2,92E-14;7,34E-12;2,60E-11;5,49E-14;3,05E-14;2,61E-11;1,09E-10;1,92E-13;3,63E-14;1,10E-10
13,04;5,39E-12;2,23E-14;3,35E-14;5,45E-12;7,24E-12;2,51E-14;3,37E-14;7,30E-12;2,57E-11;5,30E-14;3,50E-14;2,58E-11;1,08E-10;1,77E-13;4,07E-14;1,08E-10
13,05;5,24E-12;2,53E-14;2,98E-14;5,29E-12;7,05E-12;2,80E-14;2,99E-14;7,11E-12;2,51E-11;5,53E-14;3,12E-14;2,52E-11;1,06E-10;1,76E-13;3,66E-14;1,06E-10
13,06;4,91E-12;2,15E-14;2,76E-14;4,96E-12;6,69E-12;2,40E-14;2,77E-14;6,74E-12;2,44E-11;4,97E-14;2,89E-14;2,45E-11;1,03E-10;1,64E-13;3,41E-14;1,03E-10
13,07;5,03E-12;2,25E-14;2,57E-14;5,08E-12;6,78E-12;2,49E-14;2,58E-14;6,83E-12;2,43E-11;4,98E-14;2,69E-14;2,43E-11;1,02E-10;1,60E-13;3,18E-14;1,02E-10
13,08;4,96E-12;1,69E-14;2,30E-14;5,00E-12;6,65E-12;1,93E-14;2,31E-14;6,69E-12;2,36E-11;4,40E-14;2,42E-14;2,37E-11;9,89E-11;1,53E-13;2,90E-14;9,91E-11
13,09;4,82E-12;1,88E-14;2,71E-14;4,86E-12;6,46E-12;2,11E-14;2,72E-14;6,51E-12;2,28E-11;4,43E-14;2,83E-14;2,29E-11;9,56E-11;1,48E-13;3,30E-14;9,58E-11
13,10;4,97E-12;1,91E-14;2,48E-14;5,01E-12;6,58E-12;2,15E-14;2,49E-14;6,63E-12;2,27E-11;4,46E-14;2,59E-14;2,28E-11;9,44E-11;1,47E-13;3,04E-14;9,45E-11
